system,cam-QTP-01(w=25)/def2-QZVP/Q-Chem
S22x5/01-A,-467.6300908796
S22x5/01-B,-454.4458668605
S22x5/01-0.9,-922.0965398691
S22x5/01-1.0,-922.0991783192
S22x5/01-1.2,-922.0951134226
S22x5/01-1.5,-922.0865421243
S22x5/01-2.0,-922.0795098267
S22x5/02-A,-467.6296182787
S22x5/02-B,-454.4470043932
S22x5/02-0.9,-922.0647362749
S22x5/02-1.0,-922.0795687959
S22x5/02-1.2,-922.0823782825
S22x5/02-1.5,-922.079324887
S22x5/02-2.0,-922.07758722
S22x5/03-A,-56.5969684569
S22x5/03-B,-56.5969684569
S22x5/03-0.9,-113.1974509413
S22x5/03-1.0,-113.1987070764
S22x5/03-1.2,-113.1976316889
S22x5/03-1.5,-113.1956769619
S22x5/03-2.0,-113.1945111708
S22x5/04-A,-76.4835529147
S22x5/04-B,-76.4835890999
S22x5/04-0.9,-152.9747997513
S22x5/04-1.0,-152.975782645
S22x5/04-1.2,-152.9741128564
S22x5/04-1.5,-152.9710572797
S22x5/04-2.0,-152.9687152604
S22x5/05-A,-40.5394071312
S22x5/05-B,-40.5394071312
S22x5/05-0.9,-81.0782533283
S22x5/05-1.0,-81.0790038062
S22x5/05-1.2,-81.0789544819
S22x5/05-1.5,-81.0788293847
S22x5/05-2.0,-81.0788137958
S22x5/06-A,-78.6370235492
S22x5/06-B,-78.6370235492
S22x5/06-0.9,-157.2724129967
S22x5/06-1.0,-157.2747682211
S22x5/06-1.2,-157.2746745881
S22x5/06-1.5,-157.274154765
S22x5/06-2.0,-157.2740518547
S22x5/07-A,-78.6369856626
S22x5/07-B,-77.3816799397
S22x5/07-0.9,-156.0199208805
S22x5/07-1.0,-156.0205905426
S22x5/07-1.2,-156.0201362705
S22x5/07-1.5,-156.0193224
S22x5/07-2.0,-156.0188540028
S22x5/08-A,-189.8971273266
S22x5/08-B,-189.8971273266
S22x5/08-0.9,-379.8211182036
S22x5/08-1.0,-379.8244476208
S22x5/08-1.2,-379.8196131509
S22x5/08-1.5,-379.8091482526
S22x5/08-2.0,-379.800074575
S22x5/09-A,-170.0138342883
S22x5/09-B,-170.0138342883
S22x5/09-0.9,-340.0495319642
S22x5/09-1.0,-340.0524635376
S22x5/09-1.2,-340.0486985621
S22x5/09-1.5,-340.0404610931
S22x5/09-2.0,-340.0332568028
S22x5/10-A,-232.3936088785
S22x5/10-B,-76.4834606792
S22x5/10-0.9,-308.879696673
S22x5/10-1.0,-308.8808897444
S22x5/10-1.2,-308.8803433559
S22x5/10-1.5,-308.8788607237
S22x5/10-2.0,-308.8777388699
S22x5/11-A,-232.3936421461
S22x5/11-B,-56.5968883538
S22x5/11-0.9,-288.9909054275
S22x5/11-1.0,-288.9923261852
S22x5/11-1.2,-288.9922315349
S22x5/11-1.5,-288.9914349731
S22x5/11-2.0,-288.9908404113
S22x5/12-A,-232.3936120399
S22x5/12-B,-40.5394293536
S22x5/12-0.9,-272.9315632442
S22x5/12-1.0,-272.9332006707
S22x5/12-1.2,-272.9337165963
S22x5/12-1.5,-272.9333386848
S22x5/12-2.0,-272.9330934925
S22x5/13-A,-232.3936049534
S22x5/13-B,-232.3936038475
S22x5/13-0.9,-464.7851810835
S22x5/13-1.0,-464.787421267
S22x5/13-1.2,-464.7884714799
S22x5/13-1.5,-464.7879306539
S22x5/13-2.0,-464.7874363533
S22x5/14-A,-232.3936175413
S22x5/14-B,-232.3936175414
S22x5/14-0.9,-464.7748957773
S22x5/14-1.0,-464.7841259808
S22x5/14-1.2,-464.7870236176
S22x5/14-1.5,-464.7870151742
S22x5/14-2.0,-464.786998504
S22x5/15-A,-232.3935198481
S22x5/15-B,-364.0487095251
S22x5/15-0.9,-596.4425284183
S22x5/15-1.0,-596.4455971637
S22x5/15-1.2,-596.4466378058
S22x5/15-1.5,-596.4451850634
S22x5/15-2.0,-596.4434731252
S22x5/16-A,-232.3935384148
S22x5/16-B,-364.0487465667
S22x5/16-0.9,-596.4279974085
S22x5/16-1.0,-596.4383094362
S22x5/16-1.2,-596.4423264143
S22x5/16-1.5,-596.4421558502
S22x5/16-2.0,-596.4421213322
S22x5/17-A,-264.4855945372
S22x5/17-B,-264.4856342491
S22x5/17-0.9,-528.9609048313
S22x5/17-1.0,-528.9701064309
S22x5/17-1.2,-528.9726504476
S22x5/17-1.5,-528.9718104052
S22x5/17-2.0,-528.9713763006
S22x5/18-A,-323.7341963973
S22x5/18-B,-303.8480505128
S22x5/18-0.9,-627.6038123813
S22x5/18-1.0,-627.6066633443
S22x5/18-1.2,-627.6028590902
S22x5/18-1.5,-627.5943329354
S22x5/18-2.0,-627.5870062881
S22x5/19-A,-307.6723355849
S22x5/19-B,-307.6722811968
S22x5/19-0.9,-615.3501371937
S22x5/19-1.0,-615.3517836378
S22x5/19-1.2,-615.3512687045
S22x5/19-1.5,-615.348644192
S22x5/19-2.0,-615.3463434844
S22x5/20-A,-415.1057728746
S22x5/20-B,-415.1057728746
S22x5/20-0.9,-830.2062940216
S22x5/20-1.0,-830.2171875808
S22x5/20-1.2,-830.2172013285
S22x5/20-1.5,-830.2140905816
S22x5/20-2.0,-830.2124085789
S22x5/21-A,-415.1049622817
S22x5/21-B,-415.1049622817
S22x5/21-0.9,-830.2378128134
S22x5/21-1.0,-830.2409490643
S22x5/21-1.2,-830.2359426168
S22x5/21-1.5,-830.2257225102
S22x5/21-2.0,-830.2167091674
S22x5/22-A,-232.3935796541
S22x5/22-B,-93.4867661916
S22x5/22-0.9,-325.8835568733
S22x5/22-1.0,-325.8851328423
S22x5/22-1.2,-325.8849075083
S22x5/22-1.5,-325.8830982757
S22x5/22-2.0,-325.8814968279
S66x8/01-A,-76.4835735313
S66x8/01-B,-76.4835622942
S66x8/01-090,-152.9752573536
S66x8/01-095,-152.9756707671
S66x8/01-100,-152.975611072
S66x8/01-105,-152.9752673347
S66x8/01-110,-152.9747662248
S66x8/01-125,-152.9730066113
S66x8/01-150,-152.9706542957
S66x8/01-200,-152.968525174
S66x8/02-A,-76.483582321
S66x8/02-B,-115.8017275215
S66x8/02-090,-192.2936383862
S66x8/02-095,-192.2942013178
S66x8/02-100,-192.294226017
S66x8/02-105,-192.2939214854
S66x8/02-110,-192.2934258086
S66x8/02-125,-192.2915757459
S66x8/02-150,-192.2890251034
S66x8/02-200,-192.2867175281
S66x8/03-A,-76.4835950595
S66x8/03-B,-95.9191573916
S66x8/03-090,-172.4135128562
S66x8/03-095,-172.4140737349
S66x8/03-100,-172.4140404968
S66x8/03-105,-172.4136376429
S66x8/03-110,-172.4130165862
S66x8/03-125,-172.4107146493
S66x8/03-150,-172.4074580552
S66x8/03-200,-172.4043946944
S66x8/04-A,-76.4835936251
S66x8/04-B,-248.6890229297
S66x8/04-090,-325.1842723542
S66x8/04-095,-325.1849422256
S66x8/04-100,-325.1849873439
S66x8/04-105,-325.1846418885
S66x8/04-110,-325.1840561038
S66x8/04-125,-325.1817634749
S66x8/04-150,-325.1783917532
S66x8/04-200,-325.174678552
S66x8/05-A,-115.8015680365
S66x8/05-B,-115.8017467182
S66x8/05-090,-231.6113902661
S66x8/05-095,-231.612089165
S66x8/05-100,-231.612211823
S66x8/05-105,-231.6119780106
S66x8/05-110,-231.6115331904
S66x8/05-125,-231.6097621383
S66x8/05-150,-231.6072237618
S66x8/05-200,-231.6048514202
S66x8/06-A,-115.801308559
S66x8/06-B,-95.9192132794
S66x8/06-090,-211.7309279789
S66x8/06-095,-211.7318433679
S66x8/06-100,-211.7320498483
S66x8/06-105,-211.7317993532
S66x8/06-110,-211.7312649007
S66x8/06-125,-211.7290446641
S66x8/06-150,-211.7257175522
S66x8/06-200,-211.7224728895
S66x8/07-A,-115.8014158298
S66x8/07-B,-248.6888976806
S66x8/07-090,-364.5014913736
S66x8/07-095,-364.5023684792
S66x8/07-100,-364.502564801
S66x8/07-105,-364.5023249034
S66x8/07-110,-364.5018061621
S66x8/07-125,-364.4996031738
S66x8/07-150,-364.4957906801
S66x8/07-200,-364.4919497983
S66x8/08-A,-115.8015818598
S66x8/08-B,-76.4835676376
S66x8/08-090,-192.2929805315
S66x8/08-095,-192.2935196322
S66x8/08-100,-192.2935517459
S66x8/08-105,-192.2932743576
S66x8/08-110,-192.2928199225
S66x8/08-125,-192.2911293666
S66x8/08-150,-192.2887909663
S66x8/08-200,-192.2866323574
S66x8/09-A,-95.9191301159
S66x8/09-B,-115.8017223886
S66x8/09-090,-211.7243001652
S66x8/09-095,-211.7248063595
S66x8/09-100,-211.7249153597
S66x8/09-105,-211.7247989743
S66x8/09-110,-211.7245605325
S66x8/09-125,-211.7236143476
S66x8/09-150,-211.7224019715
S66x8/09-200,-211.721437417
S66x8/10-A,-95.9191042989
S66x8/10-B,-95.9191630575
S66x8/10-090,-191.8422391269
S66x8/10-095,-191.8431467652
S66x8/10-100,-191.843470207
S66x8/10-105,-191.8434282365
S66x8/10-110,-191.8431800245
S66x8/10-125,-191.8420116692
S66x8/10-150,-191.8400266339
S66x8/10-200,-191.8388046061
S66x8/11-A,-95.9189166371
S66x8/11-B,-248.6890491251
S66x8/11-090,-344.6128012689
S66x8/11-095,-344.6138551948
S66x8/11-100,-344.6143023556
S66x8/11-105,-344.6143472207
S66x8/11-110,-344.6141365756
S66x8/11-125,-344.6121924968
S66x8/11-150,-344.6099398529
S66x8/11-200,-344.6087615985
S66x8/12-A,-95.9191830123
S66x8/12-B,-76.4831836928
S66x8/12-090,-172.4133403814
S66x8/12-095,-172.4140938068
S66x8/12-100,-172.4141728314
S66x8/12-105,-172.4138297917
S66x8/12-110,-172.4132389675
S66x8/12-125,-172.4109501547
S66x8/12-150,-172.4076115021
S66x8/12-200,-172.4044559328
S66x8/13-A,-248.6890276664
S66x8/13-B,-115.8017658401
S66x8/13-090,-364.4977548781
S66x8/13-095,-364.4986767241
S66x8/13-100,-364.4990020171
S66x8/13-105,-364.4989471871
S66x8/13-110,-364.4986583223
S66x8/13-125,-364.4972250816
S66x8/13-150,-364.4949378724
S66x8/13-200,-364.4926707657
S66x8/14-A,-248.6887807161
S66x8/14-B,-95.9191581051
S66x8/14-090,-344.6163718125
S66x8/14-095,-344.6174895687
S66x8/14-100,-344.6179191959
S66x8/14-105,-344.6178920672
S66x8/14-110,-344.6175664808
S66x8/14-125,-344.6158247339
S66x8/14-150,-344.6130075814
S66x8/14-200,-344.6100941208
S66x8/15-A,-248.6888456041
S66x8/15-B,-248.6890314628
S66x8/15-090,-497.3873274486
S66x8/15-095,-497.3884614629
S66x8/15-100,-497.3888980397
S66x8/15-105,-497.3888637575
S66x8/15-110,-497.3885292888
S66x8/15-125,-497.3867873186
S66x8/15-150,-497.3838804406
S66x8/15-200,-497.3803659139
S66x8/16-A,-248.6890507269
S66x8/16-B,-76.4835713221
S66x8/16-090,-325.1797149153
S66x8/16-095,-325.1803512816
S66x8/16-100,-325.1804865784
S66x8/16-105,-325.1803134311
S66x8/16-110,-325.1799617201
S66x8/16-125,-325.178529088
S66x8/16-150,-325.1764420899
S66x8/16-200,-325.1744037101
S66x8/17-A,-415.1051763474
S66x8/17-B,-415.1052377244
S66x8/17-090,-830.2338958416
S66x8/17-095,-830.2358932139
S66x8/17-100,-830.2364141248
S66x8/17-105,-830.2359708699
S66x8/17-110,-830.2349241873
S66x8/17-125,-830.230292372
S66x8/17-150,-830.2229752616
S66x8/17-200,-830.2154047312
S66x8/18-A,-76.4835865305
S66x8/18-B,-248.4415077084
S66x8/18-090,-324.9354330572
S66x8/18-095,-324.9360468831
S66x8/18-100,-324.9360568872
S66x8/18-105,-324.9356865592
S66x8/18-110,-324.9350879045
S66x8/18-125,-324.9328457941
S66x8/18-150,-324.9296930319
S66x8/18-200,-324.9267619893
S66x8/19-A,-115.8013176666
S66x8/19-B,-248.4415047989
S66x8/19-090,-364.2527606452
S66x8/19-095,-364.2536606239
S66x8/19-100,-364.2538764079
S66x8/19-105,-364.2536508188
S66x8/19-110,-364.2532061424
S66x8/19-125,-364.2509955046
S66x8/19-150,-364.247803965
S66x8/19-200,-364.2446484353
S66x8/20-A,-229.2455776445
S66x8/20-B,-229.2455842277
S66x8/20-090,-458.5194542093
S66x8/20-095,-458.5215021005
S66x8/20-100,-458.5219052719
S66x8/20-105,-458.5212213141
S66x8/20-110,-458.5198740102
S66x8/20-125,-458.5143567277
S66x8/20-150,-458.5056967848
S66x8/20-200,-458.4967697194
