system,LC-wPBE08(w=50)/def2-QZVP/Q-Chem
S22x5/01-A,-467.0037164327
S22x5/01-B,-453.8407708762
S22x5/01-0.9,-920.8655059239
S22x5/01-1.0,-920.867611321
S22x5/01-1.2,-920.8632788465
S22x5/01-1.5,-920.8549511248
S22x5/01-2.0,-920.8481227817
S22x5/02-A,-467.0032658727
S22x5/02-B,-453.8413931164
S22x5/02-0.9,-920.83443319
S22x5/02-1.0,-920.8470373132
S22x5/02-1.2,-920.8500038705
S22x5/02-1.5,-920.8474141908
S22x5/02-2.0,-920.8455931111
S22x5/03-A,-56.5165381449
S22x5/03-B,-56.5165381449
S22x5/03-0.9,-113.0367296332
S22x5/03-1.0,-113.0377830372
S22x5/03-1.2,-113.0367699702
S22x5/03-1.5,-113.0348760097
S22x5/03-2.0,-113.033662951
S22x5/04-A,-76.3872308848
S22x5/04-B,-76.3871953706
S22x5/04-0.9,-152.7819197445
S22x5/04-1.0,-152.7828370399
S22x5/04-1.2,-152.7812472521
S22x5/04-1.5,-152.7783318055
S22x5/04-2.0,-152.7760037728
S22x5/05-A,-40.4682987424
S22x5/05-B,-40.4682987424
S22x5/05-0.9,-80.9357673735
S22x5/05-1.0,-80.9367084745
S22x5/05-1.2,-80.9367739287
S22x5/05-1.5,-80.9366181821
S22x5/05-2.0,-80.9365969951
S22x5/06-A,-78.5084795961
S22x5/06-B,-78.5084795961
S22x5/06-0.9,-157.0151953897
S22x5/06-1.0,-157.0175133158
S22x5/06-1.2,-157.0176085693
S22x5/06-1.5,-157.0170926024
S22x5/06-2.0,-157.0169634824
S22x5/07-A,-78.5084402245
S22x5/07-B,-77.2586628336
S22x5/07-0.9,-155.7683977916
S22x5/07-1.0,-155.7689784248
S22x5/07-1.2,-155.7685500794
S22x5/07-1.5,-155.7677603945
S22x5/07-2.0,-155.767285202
S22x5/08-A,-189.6587115996
S22x5/08-B,-189.6587115996
S22x5/08-0.9,-379.3438033913
S22x5/08-1.0,-379.3468422158
S22x5/08-1.2,-379.3418986259
S22x5/08-1.5,-379.3318216785
S22x5/08-2.0,-379.3231672702
S22x5/09-A,-169.7912200231
S22x5/09-B,-169.7912200231
S22x5/09-0.9,-339.6037861337
S22x5/09-1.0,-339.6063600837
S22x5/09-1.2,-339.602597546
S22x5/09-1.5,-339.5948423919
S22x5/09-2.0,-339.5879558308
S22x5/10-A,-232.0392556833
S22x5/10-B,-76.3871823474
S22x5/10-0.9,-308.4293381854
S22x5/10-1.0,-308.4303037893
S22x5/10-1.2,-308.4297545968
S22x5/10-1.5,-308.4283123694
S22x5/10-2.0,-308.4271253007
S22x5/11-A,-232.0392758162
S22x5/11-B,-56.5164743996
S22x5/11-0.9,-288.5562743132
S22x5/11-1.0,-288.5575534046
S22x5/11-1.2,-288.5574661111
S22x5/11-1.5,-288.5567082733
S22x5/11-2.0,-288.556064634
S22x5/12-A,-232.0392449311
S22x5/12-B,-40.4681794678
S22x5/12-0.9,-272.5060132199
S22x5/12-1.0,-272.5075244837
S22x5/12-1.2,-272.5080742574
S22x5/12-1.5,-272.5077744658
S22x5/12-2.0,-272.5074820516
S22x5/13-A,-232.0392711969
S22x5/13-B,-232.0392735437
S22x5/13-0.9,-464.0767977433
S22x5/13-1.0,-464.0787287276
S22x5/13-1.2,-464.0797528853
S22x5/13-1.5,-464.0792853364
S22x5/13-2.0,-464.0787782006
S22x5/14-A,-232.0392229718
S22x5/14-B,-232.0392229717
S22x5/14-0.9,-464.0676219361
S22x5/14-1.0,-464.0757127746
S22x5/14-1.2,-464.0782572399
S22x5/14-1.5,-464.0782706286
S22x5/14-2.0,-464.0781982488
S22x5/15-A,-232.0392045845
S22x5/15-B,-363.5200844217
S22x5/15-0.9,-595.5603232198
S22x5/15-1.0,-595.5628497343
S22x5/15-1.2,-595.5637479918
S22x5/15-1.5,-595.5623731766
S22x5/15-2.0,-595.5606192993
S22x5/16-A,-232.0391759609
S22x5/16-B,-363.5200739227
S22x5/16-0.9,-595.5473344008
S22x5/16-1.0,-595.555746292
S22x5/16-1.2,-595.5593696727
S22x5/16-1.5,-595.5593200244
S22x5/16-2.0,-595.5591679107
S22x5/17-A,-264.1131586321
S22x5/17-B,-264.1132084517
S22x5/17-0.9,-528.217532556
S22x5/17-1.0,-528.2252695181
S22x5/17-1.2,-528.2277325261
S22x5/17-1.5,-528.2270220022
S22x5/17-2.0,-528.2265391764
S22x5/18-A,-323.2871597353
S22x5/18-B,-303.4150436952
S22x5/18-0.9,-626.7246908275
S22x5/18-1.0,-626.7268850111
S22x5/18-1.2,-626.7226248146
S22x5/18-1.5,-626.7142098164
S22x5/18-2.0,-626.7070338308
S22x5/19-A,-307.2322995961
S22x5/19-B,-307.2320575756
S22x5/19-0.9,-614.4694342953
S22x5/19-1.0,-614.4708106719
S22x5/19-1.2,-614.4706843471
S22x5/19-1.5,-614.4684234774
S22x5/19-2.0,-614.4662598237
S22x5/20-A,-414.5615837694
S22x5/20-B,-414.5615837694
S22x5/20-0.9,-829.1180163745
S22x5/20-1.0,-829.1280464527
S22x5/20-1.2,-829.1285607223
S22x5/20-1.5,-829.1257031368
S22x5/20-2.0,-829.1239839121
S22x5/21-A,-414.5610938078
S22x5/21-B,-414.5610938078
S22x5/21-0.9,-829.1491774868
S22x5/21-1.0,-829.1519288175
S22x5/21-1.2,-829.1468185762
S22x5/21-1.5,-829.1371260973
S22x5/21-2.0,-829.1285922133
S22x5/22-A,-232.0392798476
S22x5/22-B,-93.3541159366
S22x5/22-0.9,-325.3967351738
S22x5/22-1.0,-325.3979752037
S22x5/22-1.2,-325.3977047865
S22x5/22-1.5,-325.3960641161
S22x5/22-2.0,-325.394491788
S66x8/01-A,-76.3871625078
S66x8/01-B,-76.3872135209
S66x8/01-090,-152.7823949014
S66x8/01-095,-152.78278225
S66x8/01-100,-152.7827253154
S66x8/01-105,-152.78240105
S66x8/01-110,-152.7819270841
S66x8/01-125,-152.7802788921
S66x8/01-150,-152.7780397139
S66x8/01-200,-152.775919532
S66x8/02-A,-76.387165257
S66x8/02-B,-115.6416471987
S66x8/02-090,-192.0369101372
S66x8/02-095,-192.0374496719
S66x8/02-100,-192.0374796012
S66x8/02-105,-192.0372004325
S66x8/02-110,-192.0367393832
S66x8/02-125,-192.0350222588
S66x8/02-150,-192.0326175444
S66x8/02-200,-192.0303478735
S66x8/03-A,-76.3871600313
S66x8/03-B,-95.7757887552
S66x8/03-090,-172.1743901975
S66x8/03-095,-172.1748180473
S66x8/03-100,-172.1746879076
S66x8/03-105,-172.1742175952
S66x8/03-110,-172.1735541403
S66x8/03-125,-172.1712119156
S66x8/03-150,-172.1679767144
S66x8/03-200,-172.1648936908
S66x8/04-A,-76.3871632745
S66x8/04-B,-248.3414016442
S66x8/04-090,-324.739828781
S66x8/04-095,-324.7404628857
S66x8/04-100,-324.7405046711
S66x8/04-105,-324.7401841432
S66x8/04-110,-324.7396421897
S66x8/04-125,-324.7375417372
S66x8/04-150,-324.7344057875
S66x8/04-200,-324.7308137253
S66x8/05-A,-115.6416594366
S66x8/05-B,-115.6416855744
S66x8/05-090,-231.2911304511
S66x8/05-095,-231.2917802875
S66x8/05-100,-231.2918868264
S66x8/05-105,-231.2916616042
S66x8/05-110,-231.2912388214
S66x8/05-125,-231.2895763084
S66x8/05-150,-231.28717175
S66x8/05-200,-231.2848333374
S66x8/06-A,-115.6415651836
S66x8/06-B,-95.7758568306
S66x8/06-090,-211.4283899079
S66x8/06-095,-211.4291613528
S66x8/06-100,-211.4292455015
S66x8/06-105,-211.428900891
S66x8/06-110,-211.4283113505
S66x8/06-125,-211.4260348235
S66x8/06-150,-211.4227031135
S66x8/06-200,-211.4194220817
S66x8/07-A,-115.6416651179
S66x8/07-B,-248.3409864762
S66x8/07-090,-363.9935146971
S66x8/07-095,-363.9943130933
S66x8/07-100,-363.9944711963
S66x8/07-105,-363.9942255455
S66x8/07-110,-363.9937224516
S66x8/07-125,-363.9916358193
S66x8/07-150,-363.9880291475
S66x8/07-200,-363.9842308737
S66x8/08-A,-115.6416373331
S66x8/08-B,-76.3872160909
S66x8/08-090,-192.0365040678
S66x8/08-095,-192.0369924588
S66x8/08-100,-192.0370079567
S66x8/08-105,-192.0367367916
S66x8/08-110,-192.0362987077
S66x8/08-125,-192.0347001725
S66x8/08-150,-192.0324637477
S66x8/08-200,-192.0303116668
S66x8/09-A,-95.7758086829
S66x8/09-B,-115.6416440311
S66x8/09-090,-211.4207116276
S66x8/09-095,-211.4212348343
S66x8/09-100,-211.4213825714
S66x8/09-105,-211.4213087672
S66x8/09-110,-211.4211111683
S66x8/09-125,-211.420270418
S66x8/09-150,-211.4191162448
S66x8/09-200,-211.4181103903
S66x8/10-A,-95.7759099821
S66x8/10-B,-95.7758329216
S66x8/10-090,-191.5558107802
S66x8/10-095,-191.5565837252
S66x8/10-100,-191.5568426182
S66x8/10-105,-191.5567925013
S66x8/10-110,-191.5565521064
S66x8/10-125,-191.5554437256
S66x8/10-150,-191.5535291035
S66x8/10-200,-191.552235064
S66x8/11-A,-95.775852102
S66x8/11-B,-248.3411361784
S66x8/11-090,-344.1212985149
S66x8/11-095,-344.1222739416
S66x8/11-100,-344.1226972594
S66x8/11-105,-344.1227647952
S66x8/11-110,-344.1226052291
S66x8/11-125,-344.1209204889
S66x8/11-150,-344.118798649
S66x8/11-200,-344.1175795871
S66x8/12-A,-95.775813639
S66x8/12-B,-76.3873081818
S66x8/12-090,-172.1740962182
S66x8/12-095,-172.1747226236
S66x8/12-100,-172.1747103938
S66x8/12-105,-172.174304842
S66x8/12-110,-172.1736785544
S66x8/12-125,-172.1713811443
S66x8/12-150,-172.1681012343
S66x8/12-200,-172.1649437191
S66x8/13-A,-248.3411117079
S66x8/13-B,-115.6416696712
S66x8/13-090,-363.9891847861
S66x8/13-095,-363.9900624851
S66x8/13-100,-363.9903946481
S66x8/13-105,-363.9903751301
S66x8/13-110,-363.9901380681
S66x8/13-125,-363.9888854762
S66x8/13-150,-363.9868210423
S66x8/13-200,-363.9846067443
S66x8/14-A,-248.3409899431
S66x8/14-B,-95.7758653269
S66x8/14-090,-344.1256416014
S66x8/14-095,-344.126588922
S66x8/14-100,-344.1268984477
S66x8/14-105,-344.1267964407
S66x8/14-110,-344.1264312724
S66x8/14-125,-344.1246670508
S66x8/14-150,-344.1219172183
S66x8/14-200,-344.1189827948
S66x8/15-A,-248.3414147169
S66x8/15-B,-248.3413952939
S66x8/15-090,-496.6917823305
S66x8/15-095,-496.6928404768
S66x8/15-100,-496.6932566548
S66x8/15-105,-496.6932365374
S66x8/15-110,-496.6929309174
S66x8/15-125,-496.6913328706
S66x8/15-150,-496.6886791939
S66x8/15-200,-496.6852572034
S66x8/16-A,-248.3415135305
S66x8/16-B,-76.3872120893
S66x8/16-090,-324.7353964182
S66x8/16-095,-324.7360132869
S66x8/16-100,-324.7361667314
S66x8/16-105,-324.7360253395
S66x8/16-110,-324.7357168212
S66x8/16-125,-324.734434281
S66x8/16-150,-324.732482777
S66x8/16-200,-324.7304642996
S66x8/17-A,-414.5612576952
S66x8/17-B,-414.5613054451
S66x8/17-090,-829.1454564986
S66x8/17-095,-829.1472292157
S66x8/17-100,-829.1476022933
S66x8/17-105,-829.1470827507
S66x8/17-110,-829.1460184297
S66x8/17-125,-829.1415309232
S66x8/17-150,-829.1346491218
S66x8/17-200,-829.1274514581
S66x8/18-A,-76.3871676085
S66x8/18-B,-248.0778498911
S66x8/18-090,-324.475866295
S66x8/18-095,-324.4763546705
S66x8/18-100,-324.476278569
S66x8/18-105,-324.4758518896
S66x8/18-110,-324.4752214763
S66x8/18-125,-324.4729738223
S66x8/18-150,-324.4698846593
S66x8/18-200,-324.4669596163
S66x8/19-A,-115.6415688313
S66x8/19-B,-248.0778443279
S66x8/19-090,-363.7298139676
S66x8/19-095,-363.7305481334
S66x8/19-100,-363.7306445847
S66x8/19-105,-363.7303352122
S66x8/19-110,-363.7298317591
S66x8/19-125,-363.7275726891
S66x8/19-150,-363.7244289334
S66x8/19-200,-363.7212844451
S66x8/20-A,-228.9445392857
S66x8/20-B,-228.9445492226
S66x8/20-090,-457.9172213536
S66x8/20-095,-457.9191072936
S66x8/20-100,-457.9193886482
S66x8/20-105,-457.9186189879
S66x8/20-110,-457.9172298838
S66x8/20-125,-457.9115312871
S66x8/20-150,-457.9031926966
S66x8/20-200,-457.8946377562
S66x8/21-A,-209.0741425118
S66x8/21-B,-209.07414636
S66x8/21-090,-418.1707027199
S66x8/21-095,-418.1722723925
S66x8/21-100,-418.1725554864
S66x8/21-105,-418.1720396848
S66x8/21-110,-418.1710236403
S66x8/21-125,-418.166800913
S66x8/21-150,-418.1603235937
S66x8/21-200,-418.1529201023
S66x8/22-A,-228.9444542169
S66x8/22-B,-414.5609983963
S66x8/22-090,-643.5329273276
S66x8/22-095,-643.5347603831
S66x8/22-100,-643.5350926478
S66x8/22-105,-643.5344513733
S66x8/22-110,-643.5332278201
S66x8/22-125,-643.5281416699
S66x8/22-150,-643.5202038015
S66x8/22-200,-643.511743678
S66x8/23-A,-209.0740004551
S66x8/23-B,-414.5610176413
S66x8/23-090,-623.661408539
S66x8/23-095,-623.6631674388
S66x8/23-100,-623.6635698759
S66x8/23-105,-623.6630796112
S66x8/23-110,-623.6620349014
S66x8/23-125,-623.6575176035
S66x8/23-150,-623.6502162066
S66x8/23-200,-623.6420387483
S66x8/24-A,-232.0392458019
S66x8/24-B,-232.0392855622
S66x8/24-090,-464.068005958
S66x8/24-095,-464.0725921273
S66x8/24-100,-464.075784203
S66x8/24-105,-464.0772632037
S66x8/24-110,-464.0776308593
S66x8/24-125,-464.0784715811
S66x8/24-150,-464.0782998439
S66x8/24-200,-464.0782496586
S66x8/25-A,-248.0778918037
S66x8/25-B,-248.0779082998
S66x8/25-090,-496.147249583
S66x8/25-095,-496.1515643234
S66x8/25-100,-496.1543218986
S66x8/25-105,-496.155958567
S66x8/25-110,-496.1565486129
S66x8/25-125,-496.1568844378
S66x8/25-150,-496.156330731
S66x8/25-200,-496.1559548311
S66x8/26-A,-414.561584809
S66x8/26-B,-414.561584809
S66x8/26-090,-829.1206472168
S66x8/26-095,-829.1254042708
S66x8/26-100,-829.1280486709
S66x8/26-105,-829.1291565864
S66x8/26-110,-829.1293367125
S66x8/26-125,-829.1285357867
S66x8/26-150,-829.1262892997
S66x8/26-200,-829.1243031667
S66x8/27-A,-232.0392721948
S66x8/27-B,-248.0779043252
S66x8/27-090,-480.1075344511
S66x8/27-095,-480.1120497588
S66x8/27-100,-480.1151538297
S66x8/27-105,-480.1168097051
S66x8/27-110,-480.1172184818
S66x8/27-125,-480.1177636366
S66x8/27-150,-480.1173261578
S66x8/27-200,-480.1170983285
S66x8/28-A,-232.0392593788
S66x8/28-B,-414.5619383799
S66x8/28-090,-646.5933791609
S66x8/28-095,-646.597598753
S66x8/28-100,-646.600408714
S66x8/28-105,-646.6021287022
S66x8/28-110,-646.6027361067
S66x8/28-125,-646.6025861498
S66x8/28-150,-646.6017761166
S66x8/28-200,-646.6011335461
S66x8/29-A,-248.0778893176
S66x8/29-B,-414.5618848607
S66x8/29-090,-662.6321805327
S66x8/29-095,-662.6378540247
S66x8/29-100,-662.6408305309
S66x8/29-105,-662.6425708466
S66x8/29-110,-662.6431539129
S66x8/29-125,-662.6426658104
S66x8/29-150,-662.6413429749
S66x8/29-200,-662.6403121993
S66x8/30-A,-232.0392679868
S66x8/30-B,-78.5083382959
S66x8/30-090,-310.5425634298
S66x8/30-095,-310.5446854454
S66x8/30-100,-310.5461628751
S66x8/30-105,-310.5468271287
S66x8/30-110,-310.5469797982
S66x8/30-125,-310.5474063468
S66x8/30-150,-310.5473068376
S66x8/30-200,-310.5473741955
S66x8/31-A,-414.5619535737
S66x8/31-B,-78.5084451308
S66x8/31-090,-493.0679354122
S66x8/31-095,-493.0699891504
S66x8/31-100,-493.0711649164
S66x8/31-105,-493.0717046845
S66x8/31-110,-493.0718730583
S66x8/31-125,-493.0717653944
S66x8/31-150,-493.0711045529
S66x8/31-200,-493.0705288301
S66x8/32-A,-414.5618786375
S66x8/32-B,-77.2585663148
S66x8/32-090,-491.8189964175
S66x8/32-095,-491.8210837177
S66x8/32-100,-491.8221865194
S66x8/32-105,-491.8226121484
S66x8/32-110,-491.8227107078
S66x8/32-125,-491.8223400245
S66x8/32-150,-491.8213849408
S66x8/32-200,-491.8206106624
S66x8/33-A,-248.0778876649
S66x8/33-B,-78.5082839019
S66x8/33-090,-326.582378742
