system,LC-wPBE08(w=450)/def2-QZVP/Q-Chem
S22x5/01-A,-467.1786330891
S22x5/01-B,-454.0273993417
S22x5/01-0.9,-921.2250301754
S22x5/01-1.0,-921.2273665237
S22x5/01-1.2,-921.2235584248
S22x5/01-1.5,-921.2157749134
S22x5/01-2.0,-921.2094214974
S22x5/02-A,-467.177616405
S22x5/02-B,-454.0284536684
S22x5/02-0.9,-921.2003952058
S22x5/02-1.0,-921.2105323774
S22x5/02-1.2,-921.2111321723
S22x5/02-1.5,-921.2085289898
S22x5/02-2.0,-921.2070183674
S22x5/03-A,-56.5576603597
S22x5/03-B,-56.5576603597
S22x5/03-0.9,-113.1177709556
S22x5/03-1.0,-113.1191846416
S22x5/03-1.2,-113.1184958909
S22x5/03-1.5,-113.1169025709
S22x5/03-2.0,-113.1158696532
S22x5/04-A,-76.4270251043
S22x5/04-B,-76.4270678191
S22x5/04-0.9,-152.8605189769
S22x5/04-1.0,-152.8615600061
S22x5/04-1.2,-152.8602855845
S22x5/04-1.5,-152.8577347724
S22x5/04-2.0,-152.855671794
S22x5/05-A,-40.5142373523
S22x5/05-B,-40.5142373523
S22x5/05-0.9,-81.0273786678
S22x5/05-1.0,-81.0282575397
S22x5/05-1.2,-81.02844702
S22x5/05-1.5,-81.0284700314
S22x5/05-2.0,-81.0284737517
S22x5/06-A,-78.5624100821
S22x5/06-B,-78.5624100821
S22x5/06-0.9,-157.1230749849
S22x5/06-1.0,-157.1250906495
S22x5/06-1.2,-157.1251325942
S22x5/06-1.5,-157.1248912326
S22x5/06-2.0,-157.1248254596
S22x5/07-A,-78.5623829978
S22x5/07-B,-77.2932061986
S22x5/07-0.9,-155.8563057381
S22x5/07-1.0,-155.8570199286
S22x5/07-1.2,-155.856784101
S22x5/07-1.5,-155.8561665256
S22x5/07-2.0,-155.8557804727
S22x5/08-A,-189.7294713706
S22x5/08-B,-189.7294713706
S22x5/08-0.9,-379.4856523261
S22x5/08-1.0,-379.4881938838
S22x5/08-1.2,-379.4829430079
S22x5/08-1.5,-379.4730266498
S22x5/08-2.0,-379.4645984874
S22x5/09-A,-169.8635773916
S22x5/09-B,-169.8635773916
S22x5/09-0.9,-339.7474330122
S22x5/09-1.0,-339.7501044214
S22x5/09-1.2,-339.7467143571
S22x5/09-1.5,-339.7392877053
S22x5/09-2.0,-339.7326860345
S22x5/10-A,-232.1536953115
S22x5/10-B,-76.4269094308
S22x5/10-0.9,-308.5838116615
S22x5/10-1.0,-308.5844977667
S22x5/10-1.2,-308.5837800735
S22x5/10-1.5,-308.5824275043
S22x5/10-2.0,-308.5813658462
S22x5/11-A,-232.15375486
S22x5/11-B,-56.5575255966
S22x5/11-0.9,-288.7120689514
S22x5/11-1.0,-288.7130334201
S22x5/11-1.2,-288.7128592755
S22x5/11-1.5,-288.7121347803
S22x5/11-2.0,-288.7116097432
S22x5/12-A,-232.1538017758
S22x5/12-B,-40.5142650821
S22x5/12-0.9,-272.6669401334
S22x5/12-1.0,-272.6681188131
S22x5/12-1.2,-272.6684444234
S22x5/12-1.5,-272.6682571426
S22x5/12-2.0,-272.6681149752
S22x5/13-A,-232.153777899
S22x5/13-B,-232.1537580183
S22x5/13-0.9,-464.3063034057
S22x5/13-1.0,-464.3080208556
S22x5/13-1.2,-464.3086096499
S22x5/13-1.5,-464.3081374753
S22x5/13-2.0,-464.307771809
S22x5/14-A,-232.1537528179
S22x5/14-B,-232.1537528179
S22x5/14-0.9,-464.2982473692
S22x5/14-1.0,-464.3049402525
S22x5/14-1.2,-464.3068616743
S22x5/14-1.5,-464.3071822211
S22x5/14-2.0,-464.3073695502
S22x5/15-A,-232.1535907362
S22x5/15-B,-363.6828385142
S22x5/15-0.9,-595.8382271378
S22x5/15-1.0,-595.840429268
S22x5/15-1.2,-595.8407712809
S22x5/15-1.5,-595.8392325608
S22x5/15-2.0,-595.8377351705
S22x5/16-A,-232.1536936611
S22x5/16-B,-363.682878136
S22x5/16-0.9,-595.8265040942
S22x5/16-1.0,-595.8337940669
S22x5/16-1.2,-595.8360132918
S22x5/16-1.5,-595.8360471046
S22x5/16-2.0,-595.8363073918
S22x5/17-A,-264.2146738489
S22x5/17-B,-264.2146401588
S22x5/17-0.9,-528.4219916582
S22x5/17-1.0,-528.4287045227
S22x5/17-1.2,-528.4302426794
S22x5/17-1.5,-528.4297304
S22x5/17-2.0,-528.4294567091
S22x5/18-A,-323.4174162052
S22x5/18-B,-303.549601253
S22x5/18-0.9,-626.9869451857
S22x5/18-1.0,-626.9895200966
S22x5/18-1.2,-626.9859386395
S22x5/18-1.5,-626.9782108009
S22x5/18-2.0,-626.9716011536
S22x5/19-A,-307.3699989834
S22x5/19-B,-307.3698401248
S22x5/19-0.9,-614.7449887983
S22x5/19-1.0,-614.7463215286
S22x5/19-1.2,-614.7459712245
S22x5/19-1.5,-614.7436764335
S22x5/19-2.0,-614.7416332944
S22x5/20-A,-414.7167327528
S22x5/20-B,-414.7167327528
S22x5/20-0.9,-829.4311804216
S22x5/20-1.0,-829.4391980044
S22x5/20-1.2,-829.4385424583
S22x5/20-1.5,-829.4358483029
S22x5/20-2.0,-829.4343379596
S22x5/21-A,-414.7160401853
S22x5/21-B,-414.7160401853
S22x5/21-0.9,-829.4578755591
S22x5/21-1.0,-829.4607410988
S22x5/21-1.2,-829.4562301
S22x5/21-1.5,-829.4470397677
S22x5/21-2.0,-829.4388111932
S22x5/22-A,-232.153664283
S22x5/22-B,-93.3844668126
S22x5/22-0.9,-325.54275421
S22x5/22-1.0,-325.5436941712
S22x5/22-1.2,-325.5428618453
S22x5/22-1.5,-325.540988927
S22x5/22-2.0,-325.5394061517
S66x8/01-A,-76.4270566685
S66x8/01-B,-76.427026528
S66x8/01-090,-152.8609523039
S66x8/01-095,-152.861410011
S66x8/01-100,-152.8614304108
S66x8/01-105,-152.8611857089
S66x8/01-110,-152.8607917494
S66x8/01-125,-152.8593629729
S66x8/01-150,-152.8573779504
S66x8/01-200,-152.8554635438
S66x8/02-A,-76.4270687677
S66x8/02-B,-115.7123787847
S66x8/02-090,-192.146570573
S66x8/02-095,-192.1471292677
S66x8/02-100,-192.1471933975
S66x8/02-105,-192.1469592908
S66x8/02-110,-192.1465530745
S66x8/02-125,-192.145025876
S66x8/02-150,-192.1428727827
S66x8/02-200,-192.1408249543
S66x8/03-A,-76.4270905483
S66x8/03-B,-95.8487430711
S66x8/03-090,-172.2854875306
S66x8/03-095,-172.2859910609
S66x8/03-100,-172.2859419845
S66x8/03-105,-172.285557267
S66x8/03-110,-172.2849843461
S66x8/03-125,-172.2829212334
S66x8/03-150,-172.2800703892
S66x8/03-200,-172.277371071
S66x8/04-A,-76.4270870668
S66x8/04-B,-248.4790413535
S66x8/04-090,-324.9167675184
S66x8/04-095,-324.9173827589
S66x8/04-100,-324.9174136376
S66x8/04-105,-324.9170885815
S66x8/04-110,-324.9165519623
S66x8/04-125,-324.9145319973
S66x8/04-150,-324.9115149974
S66x8/04-200,-324.9081436266
S66x8/05-A,-115.7123868944
S66x8/05-B,-115.7124024425
S66x8/05-090,-231.4316300775
S66x8/05-095,-231.4323193372
S66x8/05-100,-231.4324796175
S66x8/05-105,-231.4323171741
S66x8/05-110,-231.4319630503
S66x8/05-125,-231.4305153279
S66x8/05-150,-231.4283849575
S66x8/05-200,-231.4263150752
S66x8/06-A,-115.7121538776
S66x8/06-B,-95.8487629587
S66x8/06-090,-211.5703256492
S66x8/06-095,-211.5711443375
S66x8/06-100,-211.5712792693
S66x8/06-105,-211.5710006367
S66x8/06-110,-211.5705029412
S66x8/06-125,-211.5685296816
S66x8/06-150,-211.5656129157
S66x8/06-200,-211.5628024735
S66x8/07-A,-115.7122451365
S66x8/07-B,-248.4789442935
S66x8/07-090,-364.2012248412
S66x8/07-095,-364.2020253631
S66x8/07-100,-364.2021937673
S66x8/07-105,-364.2019711542
S66x8/07-110,-364.2015055038
S66x8/07-125,-364.1995693496
S66x8/07-150,-364.1962116284
S66x8/07-200,-364.1928048033
S66x8/08-A,-115.7124182634
S66x8/08-B,-76.4270334142
S66x8/08-090,-192.1460192619
S66x8/08-095,-192.1465947954
S66x8/08-100,-192.1467024953
S66x8/08-105,-192.1465240033
S66x8/08-110,-192.1461772149
S66x8/08-125,-192.1448237274
S66x8/08-150,-192.1428647717
S66x8/08-200,-192.1409540231
S66x8/09-A,-95.8487363484
S66x8/09-B,-115.7124417562
S66x8/09-090,-211.5633576834
S66x8/09-095,-211.5639685396
S66x8/09-100,-211.564211508
S66x8/09-105,-211.5642245461
S66x8/09-110,-211.5641036836
S66x8/09-125,-211.5634809116
S66x8/09-150,-211.5625816561
S66x8/09-200,-211.561773807
S66x8/10-A,-95.8487280463
S66x8/10-B,-95.8487203611
S66x8/10-090,-191.7005386619
S66x8/10-095,-191.7013693837
S66x8/10-100,-191.7016849533
S66x8/10-105,-191.7017021375
S66x8/10-110,-191.7015310988
S66x8/10-125,-191.7006028103
S66x8/10-150,-191.6990266265
S66x8/10-200,-191.6979804488
S66x8/11-A,-95.8485149146
S66x8/11-B,-248.4790692408
S66x8/11-090,-344.3316580355
S66x8/11-095,-344.3326023824
S66x8/11-100,-344.332989412
S66x8/11-105,-344.3330430352
S66x8/11-110,-344.3328958826
S66x8/11-125,-344.3313182293
S66x8/11-150,-344.3294382763
S66x8/11-200,-344.3283998742
S66x8/12-A,-95.8487262071
S66x8/12-B,-76.4264977535
S66x8/12-090,-172.2854259098
S66x8/12-095,-172.286083524
S66x8/12-100,-172.2861190764
S66x8/12-105,-172.2857726916
S66x8/12-110,-172.2852113624
S66x8/12-125,-172.2831176643
S66x8/12-150,-172.2801735002
S66x8/12-200,-172.2773881354
S66x8/13-A,-248.4790603307
S66x8/13-B,-115.7124253824
S66x8/13-090,-364.1973766932
S66x8/13-095,-364.1983057341
S66x8/13-100,-364.1986788273
S66x8/13-105,-364.1986926686
S66x8/13-110,-364.1984860437
S66x8/13-125,-364.197329497
S66x8/13-150,-364.1954334961
S66x8/13-200,-364.1933981626
S66x8/14-A,-248.4788307015
S66x8/14-B,-95.848688744
S66x8/14-090,-344.3350847401
S66x8/14-095,-344.3361140297
S66x8/14-100,-344.3364874091
S66x8/14-105,-344.3364500619
S66x8/14-110,-344.3361625202
S66x8/14-125,-344.3346495478
S66x8/14-150,-344.3322017029
S66x8/14-200,-344.3296537571
S66x8/15-A,-248.4789209308
S66x8/15-B,-248.4790413543
S66x8/15-090,-496.966433361
S66x8/15-095,-496.967502597
S66x8/15-100,-496.9679311256
S66x8/15-105,-496.9679345432
S66x8/15-110,-496.9676627071
S66x8/15-125,-496.9661606138
S66x8/15-150,-496.9636027269
S66x8/15-200,-496.9604414118
S66x8/16-A,-248.4791245532
S66x8/16-B,-76.4270397551
S66x8/16-090,-324.9120261289
S66x8/16-095,-324.9127633575
S66x8/16-100,-324.9130212931
S66x8/16-105,-324.9129688732
S66x8/16-110,-324.9127337786
S66x8/16-125,-324.911621922
S66x8/16-150,-324.9098573198
S66x8/16-200,-324.9079999436
S66x8/17-A,-414.7161750504
S66x8/17-B,-414.7163643502
S66x8/17-090,-829.4537147413
S66x8/17-095,-829.4555902755
S66x8/17-100,-829.4560804471
S66x8/17-105,-829.4556951412
S66x8/17-110,-829.4547729293
S66x8/17-125,-829.4506683544
S66x8/17-150,-829.4441682474
S66x8/17-200,-829.4373575256
S66x8/18-A,-76.4270744548
S66x8/18-B,-248.1865910584
S66x8/18-090,-324.6227350042
S66x8/18-095,-324.6233127977
S66x8/18-100,-324.6233285584
S66x8/18-105,-324.62299882
S66x8/18-110,-324.6224716451
S66x8/18-125,-324.6205267427
S66x8/18-150,-324.6178040445
S66x8/18-200,-324.6152094258
S66x8/19-A,-115.7121566837
S66x8/19-B,-248.1865859504
S66x8/19-090,-363.907718493
S66x8/19-095,-363.908550352
S66x8/19-100,-363.908742418
S66x8/19-105,-363.9085338687
S66x8/19-110,-363.9077774923
S66x8/19-125,-363.9062296073
S66x8/19-150,-363.9030809593
