system,LC-BLYP(w=15)/def2-QZVP/Q-Chem
S22x5/01-A,-467.2953298268
S22x5/01-B,-454.1291544419
S22x5/01-0.9,-921.443912408
S22x5/01-1.0,-921.4468282879
S22x5/01-1.2,-921.4430725185
S22x5/01-1.5,-921.4347639856
S22x5/01-2.0,-921.4279582596
S22x5/02-A,-467.2948561258
S22x5/02-B,-454.1298548188
S22x5/02-0.9,-921.4097924394
S22x5/02-1.0,-921.4252376556
S22x5/02-1.2,-921.4292491363
S22x5/02-1.5,-921.4270684071
S22x5/02-2.0,-921.4256475257
S22x5/03-A,-56.547537676
S22x5/03-B,-56.547537676
S22x5/03-0.9,-113.0984484233
S22x5/03-1.0,-113.0996685405
S22x5/03-1.2,-113.0986537379
S22x5/03-1.5,-113.096781586
S22x5/03-2.0,-113.0956625118
S22x5/04-A,-76.4370013994
S22x5/04-B,-76.436973932
S22x5/04-0.9,-152.8814266187
S22x5/04-1.0,-152.8824821446
S22x5/04-1.2,-152.8808727824
S22x5/04-1.5,-152.8778442272
S22x5/04-2.0,-152.8755273383
S22x5/05-A,-40.4848856879
S22x5/05-B,-40.4848856879
S22x5/05-0.9,-80.9687331977
S22x5/05-1.0,-80.9696733628
S22x5/05-1.2,-80.9698299734
S22x5/05-1.5,-80.9697810742
S22x5/05-2.0,-80.9697712183
S22x5/06-A,-78.553647348
S22x5/06-B,-78.553647348
S22x5/06-0.9,-157.1048439038
S22x5/06-1.0,-157.1074373697
S22x5/06-1.2,-157.1076955459
S22x5/06-1.5,-157.1073677597
S22x5/06-2.0,-157.1072995822
S22x5/07-A,-78.5536024209
S22x5/07-B,-77.3131481985
S22x5/07-0.9,-155.8676398487
S22x5/07-1.0,-155.8683608964
S22x5/07-1.2,-155.8680279259
S22x5/07-1.5,-155.8673390769
S22x5/07-2.0,-155.8669265609
S22x5/08-A,-189.7893307989
S22x5/08-B,-189.7893307989
S22x5/08-0.9,-379.6035110113
S22x5/08-1.0,-379.6074290614
S22x5/08-1.2,-379.6031886786
S22x5/08-1.5,-379.5930861867
S22x5/08-2.0,-379.5842949382
S22x5/09-A,-169.9026829161
S22x5/09-B,-169.9026829161
S22x5/09-0.9,-339.8256764376
S22x5/09-1.0,-339.8289435193
S22x5/09-1.2,-339.8255711469
S22x5/09-1.5,-339.8176904511
S22x5/09-2.0,-339.8107694144
S22x5/10-A,-232.176125292
S22x5/10-B,-76.436924758
S22x5/10-0.9,-308.6149795263
S22x5/10-1.0,-308.6163144271
S22x5/10-1.2,-308.6159551901
S22x5/10-1.5,-308.6146632254
S22x5/10-2.0,-308.6136488481
S22x5/11-A,-232.176133151
S22x5/11-B,-56.5474422378
S22x5/11-0.9,-288.7232483103
S22x5/11-1.0,-288.724820329
S22x5/11-1.2,-288.7249168381
S22x5/11-1.5,-288.7243393788
S22x5/11-2.0,-288.7238609934
S22x5/12-A,-232.1760438731
S22x5/12-B,-40.4847993468
S22x5/12-0.9,-272.6586565368
S22x5/12-1.0,-272.6604564189
S22x5/12-1.2,-272.6612206461
S22x5/12-1.5,-272.661034646
S22x5/12-2.0,-272.6608872632
S22x5/13-A,-232.1760667324
S22x5/13-B,-232.1760758891
S22x5/13-0.9,-464.3491487477
S22x5/13-1.0,-464.351518613
S22x5/13-1.2,-464.3529095518
S22x5/13-1.5,-464.3526500471
S22x5/13-2.0,-464.3523336908
S22x5/14-A,-232.1760758025
S22x5/14-B,-232.1760758025
S22x5/14-0.9,-464.3386251897
S22x5/14-1.0,-464.3481494851
S22x5/14-1.2,-464.3514595466
S22x5/14-1.5,-464.3518025828
S22x5/14-2.0,-464.3518414877
S22x5/15-A,-232.1760663662
S22x5/15-B,-363.7338260048
S22x5/15-0.9,-595.9089275271
S22x5/15-1.0,-595.9121501188
S22x5/15-1.2,-595.9135705983
S22x5/15-1.5,-595.9125104712
S22x5/15-2.0,-595.9110453566
S22x5/16-A,-232.1760060108
S22x5/16-B,-363.7338130112
S22x5/16-0.9,-595.894185957
S22x5/16-1.0,-595.9045956201
S22x5/16-1.2,-595.9092436337
S22x5/16-1.5,-595.9096047705
S22x5/16-2.0,-595.9097277099
S22x5/17-A,-264.2813898453
S22x5/17-B,-264.2814643651
S22x5/17-0.9,-528.5513941567
S22x5/17-1.0,-528.5606909021
S22x5/17-1.2,-528.5637560959
S22x5/17-1.5,-528.5633413814
S22x5/17-2.0,-528.5630122619
S22x5/18-A,-323.4911864197
S22x5/18-B,-303.5993874404
S22x5/18-0.9,-627.1113689286
S22x5/18-1.0,-627.1144011466
S22x5/18-1.2,-627.1108086867
