system,cam-B3LYP(w=250)/def2-QZVP/Q-Chem
S22x5/01-A,-467.3593557349
S22x5/01-B,-454.1918649049
S22x5/01-0.9,-921.5732388474
S22x5/01-1.0,-921.5753369386
S22x5/01-1.2,-921.5705621751
S22x5/01-1.5,-921.5615794989
S22x5/01-2.0,-921.5545950555
S22x5/02-A,-467.358654233
S22x5/02-B,-454.1928577111
S22x5/02-0.9,-921.5436618151
S22x5/02-1.0,-921.5561056191
S22x5/02-1.2,-921.5569417122
S22x5/02-1.5,-921.5538237711
S22x5/02-2.0,-921.5524346944
S22x5/03-A,-56.5633403139
S22x5/03-B,-56.5633403139
S22x5/03-0.9,-113.1306000053
S22x5/03-1.0,-113.1315894871
S22x5/03-1.2,-113.1302593854
S22x5/03-1.5,-113.1283101738
S22x5/03-2.0,-113.127237528
S22x5/04-A,-76.4466854118
S22x5/04-B,-76.4467140834
S22x5/04-0.9,-152.9017265919
S22x5/04-1.0,-152.9024197187
S22x5/04-1.2,-152.9004138119
S22x5/04-1.5,-152.8972315242
S22x5/04-2.0,-152.8949464225
S22x5/05-A,-40.507516769
S22x5/05-B,-40.507516769
S22x5/05-0.9,-81.0144008405
S22x5/05-1.0,-81.0150163776
S22x5/05-1.2,-81.0150091084
S22x5/05-1.5,-81.0150115562
S22x5/05-2.0,-81.0150320401
S22x5/06-A,-78.5793073174
S22x5/06-B,-78.5793073174
S22x5/06-0.9,-157.1573684037
S22x5/06-1.0,-157.1592761119
S22x5/06-1.2,-157.1589834741
S22x5/06-1.5,-157.1586336677
S22x5/06-2.0,-157.1586167228
S22x5/07-A,-78.5792696461
S22x5/07-B,-77.3267138783
S22x5/07-0.9,-155.9071019565
S22x5/07-1.0,-155.9076983761
S22x5/07-1.2,-155.9072466123
S22x5/07-1.5,-155.9065392232
S22x5/07-2.0,-155.9061624451
S22x5/08-A,-189.8024702444
S22x5/08-B,-189.8024702444
S22x5/08-0.9,-379.6340746264
S22x5/08-1.0,-379.636766511
S22x5/08-1.2,-379.6309819827
S22x5/08-1.5,-379.6198393704
S22x5/08-2.0,-379.6106156105
S22x5/09-A,-169.9221667267
S22x5/09-B,-169.9221667267
S22x5/09-0.9,-339.8678092843
S22x5/09-1.0,-339.8701793117
S22x5/09-1.2,-339.8656865913
S22x5/09-1.5,-339.8570108342
S22x5/09-2.0,-339.8498216151
S22x5/10-A,-232.2335142248
S22x5/10-B,-76.4465781021
S22x5/10-0.9,-308.6831484209
S22x5/10-1.0,-308.6840175124
S22x5/10-1.2,-308.6832062097
S22x5/10-1.5,-308.6817403758
S22x5/10-2.0,-308.680736017
S22x5/11-A,-232.2335534142
S22x5/11-B,-56.5632272761
S22x5/11-0.9,-288.797447428
S22x5/11-1.0,-288.7985719026
S22x5/11-1.2,-288.7982902569
S22x5/11-1.5,-288.7975295002
S22x5/11-2.0,-288.7970619454
S22x5/12-A,-232.2335312084
S22x5/12-B,-40.5075172989
S22x5/12-0.9,-272.7398055203
S22x5/12-1.0,-272.7411670426
S22x5/12-1.2,-272.7414881276
S22x5/12-1.5,-272.7411739887
S22x5/12-2.0,-272.7410708506
S22x5/13-A,-232.2335192267
S22x5/13-B,-232.2335116568
S22x5/13-0.9,-464.4654151191
S22x5/13-1.0,-464.4673552835
S22x5/13-1.2,-464.4680731501
S22x5/13-1.5,-464.4675383496
S22x5/13-2.0,-464.4672058422
S22x5/14-A,-232.233541296
S22x5/14-B,-232.233541296
S22x5/14-0.9,-464.4558774751
S22x5/14-1.0,-464.4640754884
S22x5/14-1.2,-464.4664482567
S22x5/14-1.5,-464.4666522664
S22x5/14-2.0,-464.4668426734
S22x5/15-A,-232.2334154559
S22x5/15-B,-363.8113815771
S22x5/15-0.9,-596.0458696462
S22x5/15-1.0,-596.0484707846
S22x5/15-1.2,-596.0489944009
S22x5/15-1.5,-596.0474315382
S22x5/15-2.0,-596.0459410006
S22x5/16-A,-232.2334623841
S22x5/16-B,-363.8114129312
S22x5/16-0.9,-596.03234264
S22x5/16-1.0,-596.0414415388
S22x5/16-1.2,-596.0444619007
S22x5/16-1.5,-596.0443537252
S22x5/16-2.0,-596.0446386147
S22x5/17-A,-264.3215734937
S22x5/17-B,-264.3215997451
S22x5/17-0.9,-528.634429639
S22x5/17-1.0,-528.6424777273
S22x5/17-1.2,-528.6442331486
S22x5/17-1.5,-528.6435258666
S22x5/17-2.0,-528.6432941569
S22x5/18-A,-323.540228199
S22x5/18-B,-303.6575855593
S22x5/18-0.9,-627.2207668655
S22x5/18-1.0,-627.2231288568
S22x5/18-1.2,-627.2186457779
S22x5/18-1.5,-627.2097142694
S22x5/18-2.0,-627.2024209775
S22x5/19-A,-307.4803634986
S22x5/19-B,-307.480286585
S22x5/19-0.9,-614.9672969829
S22x5/19-1.0,-614.9684814251
S22x5/19-1.2,-614.9673708772
S22x5/19-1.5,-614.9644594659
S22x5/19-2.0,-614.9622361494
S22x5/20-A,-414.8786960378
S22x5/20-B,-414.8786960378
S22x5/20-0.9,-829.7550320646
S22x5/20-1.0,-829.7639654601
S22x5/20-1.2,-829.7626915297
S22x5/20-1.5,-829.7596734281
S22x5/20-2.0,-829.7582486098
S22x5/21-A,-414.8779937
S22x5/21-B,-414.8779937
S22x5/21-0.9,-829.7855979984
S22x5/21-1.0,-829.7881701294
S22x5/21-1.2,-829.78241851
S22x5/21-1.5,-829.7717096389
S22x5/21-2.0,-829.7626814181
S22x5/22-A,-232.2334669288
S22x5/22-B,-93.4292915043
S22x5/22-0.9,-325.6665530547
S22x5/22-1.0,-325.6678210759
S22x5/22-1.2,-325.6672296194
S22x5/22-1.5,-325.6653565306
S22x5/22-2.0,-325.6638846347
S66x8/01-A,-76.446689313
S66x8/01-B,-76.4466849718
S66x8/01-090,-152.9020914045
S66x8/01-095,-152.9023588424
S66x8/01-100,-152.9021769649
S66x8/01-105,-152.9017319631
S66x8/01-110,-152.9011487358
S66x8/01-125,-152.8992400735
S66x8/01-150,-152.8968334674
S66x8/01-200,-152.8947662377
S66x8/02-A,-76.4467000953
S66x8/02-B,-115.7370790336
S66x8/02-090,-192.192878093
S66x8/02-095,-192.1932621544
S66x8/02-100,-192.1931349476
S66x8/02-105,-192.1927033329
S66x8/02-110,-192.192103709
S66x8/02-125,-192.1900593441
S66x8/02-150,-192.1874213642
S66x8/02-200,-192.1851758371
S66x8/03-A,-76.446716927
S66x8/03-B,-95.8579270664
S66x8/03-090,-172.3160144953
S66x8/03-095,-172.316433158
S66x8/03-100,-172.3162774652
S66x8/03-105,-172.3157705212
S66x8/03-110,-172.3150634895
S66x8/03-125,-172.3125964443
S66x8/03-150,-172.3092645427
S66x8/03-200,-172.3062734841
S66x8/04-A,-76.446714986
S66x8/04-B,-248.5433022887
S66x8/04-090,-325.00272836
S66x8/04-095,-325.0031927422
S66x8/04-100,-325.0030567425
S66x8/04-105,-325.0025531592
S66x8/04-110,-325.0018326057
S66x8/04-125,-324.9992637594
S66x8/04-150,-324.9957093026
S66x8/04-200,-324.9920553469
S66x8/05-A,-115.7369872904
S66x8/05-B,-115.7371032234
S66x8/05-090,-231.4829172847
S66x8/05-095,-231.4834361387
S66x8/05-100,-231.4834062277
S66x8/05-105,-231.4830448413
S66x8/05-110,-231.4824951234
S66x8/05-125,-231.4805222499
S66x8/05-150,-231.477887364
S66x8/05-200,-231.4755838664
S66x8/06-A,-115.736761184
S66x8/06-B,-95.8579719456
S66x8/06-090,-211.6058008537
S66x8/06-095,-211.6065401477
S66x8/06-100,-211.6065953712
S66x8/06-105,-211.6062189592
S66x8/06-110,-211.6055847067
S66x8/06-125,-211.6031737325
S66x8/06-150,-211.5997586442
S66x8/06-200,-211.5966160268
S66x8/07-A,-115.7368614782
S66x8/07-B,-248.5432042717
S66x8/07-090,-364.2922296363
S66x8/07-095,-364.2928995812
S66x8/07-100,-364.2929128712
S66x8/07-105,-364.292514328
S66x8/07-110,-364.2918615163
S66x8/07-125,-364.2893796851
S66x8/07-150,-364.285378262
S66x8/07-200,-364.281646233
S66x8/08-A,-115.7369982796
S66x8/08-B,-76.4466913364
S66x8/08-090,-192.1921162098
S66x8/08-095,-192.1925046501
S66x8/08-100,-192.1924102271
S66x8/08-105,-192.1920278299
S66x8/08-110,-192.1914875957
S66x8/08-125,-192.1896380419
S66x8/08-150,-192.1872371354
S66x8/08-200,-192.1851448641
S66x8/09-A,-95.8579005873
S66x8/09-B,-115.737091118
S66x8/09-090,-211.5987223423
S66x8/09-095,-211.5990866541
S66x8/09-100,-211.5990889891
S66x8/09-105,-211.5988927063
S66x8/09-110,-211.5985967499
S66x8/09-125,-211.5975842267
S66x8/09-150,-211.5964154277
S66x8/09-200,-211.5955669931
S66x8/10-A,-95.8579052084
S66x8/10-B,-95.8579250378
S66x8/10-090,-191.7203651405
S66x8/10-095,-191.7210698542
S66x8/10-100,-191.7212296362
S66x8/10-105,-191.721060633
S66x8/10-110,-191.7207146233
S66x8/10-125,-191.7193879189
S66x8/10-150,-191.7174173016
S66x8/10-200,-191.7163371067
S66x8/11-A,-95.8577229755
S66x8/11-B,-248.5433548111
S66x8/11-090,-344.406697636
S66x8/11-095,-344.4075104704
S66x8/11-100,-344.4077528751
S66x8/11-105,-344.407632114
S66x8/11-110,-344.4072928403
S66x8/11-125,-344.4050708504
S66x8/11-150,-344.402863484
S66x8/11-200,-344.4018298107
S66x8/12-A,-95.8579390774
S66x8/12-B,-76.4463637614
S66x8/12-090,-172.3160387644
S66x8/12-095,-172.3166123962
S66x8/12-100,-172.3165374577
S66x8/12-105,-172.3160635368
S66x8/12-110,-172.3153628779
S66x8/12-125,-172.3128507765
S66x8/12-150,-172.3093973196
S66x8/12-200,-172.3063149219
S66x8/13-A,-248.5433536434
S66x8/13-B,-115.737122171
S66x8/13-090,-364.2882062108
S66x8/13-095,-364.2889332485
S66x8/13-100,-364.2890919889
S66x8/13-105,-364.2888959743
S66x8/13-110,-364.2884904921
S66x8/13-125,-364.2868386563
S66x8/13-150,-364.2844689295
S66x8/13-200,-364.2823031056
S66x8/14-A,-248.5431335413
S66x8/14-B,-95.8579194467
S66x8/14-090,-344.4100831052
S66x8/14-095,-344.4110282139
S66x8/14-100,-344.4113073339
S66x8/14-105,-344.4111539187
S66x8/14-110,-344.4107277961
S66x8/14-125,-344.4088055124
S66x8/14-150,-344.4059130582
S66x8/14-200,-344.4031299946
S66x8/15-A,-248.5431589524
S66x8/15-B,-248.5433057278
S66x8/15-090,-497.0967356655
S66x8/15-095,-497.09765891
S66x8/15-100,-497.0979145251
S66x8/15-105,-497.0977289511
S66x8/15-110,-497.097270415
S66x8/15-125,-497.0952835805
S66x8/15-150,-497.092243345
S66x8/15-200,-497.0888685304
S66x8/16-A,-248.5433452533
S66x8/16-B,-76.4466947431
S66x8/16-090,-324.9976325112
S66x8/16-095,-324.9981295424
S66x8/16-100,-324.9981481515
S66x8/16-105,-324.9978775059
S66x8/16-110,-324.9974469806
S66x8/16-125,-324.9958735533
S66x8/16-150,-324.9937503702
S66x8/16-200,-324.9918019609
S66x8/17-A,-414.8781776003
S66x8/17-B,-414.8782776472
S66x8/17-090,-829.7815172992
S66x8/17-095,-829.7832284774
S66x8/17-100,-829.7834918825
S66x8/17-105,-829.7828229938
S66x8/17-110,-829.7815817414
S66x8/17-125,-829.7765174272
S66x8/17-150,-829.7688646481
S66x8/17-200,-829.7613066119
S66x8/18-A,-76.4467056966
S66x8/18-B,-248.2795509771
S66x8/18-090,-324.7372412418
S66x8/18-095,-324.7377068968
S66x8/18-100,-324.7375895575
S66x8/18-105,-324.7371119039
S66x8/18-110,-324.7364256062
S66x8/18-125,-324.7340148191
S66x8/18-150,-324.7307760495
S66x8/18-200,-324.7279073062
S66x8/19-A,-115.736763407
S66x8/19-B,-248.2795481902
S66x8/19-090,-364.0270052452
S66x8/19-095,-364.0277458923
S66x8/19-100,-364.0278228463
S66x8/19-105,-364.0274794377
S66x8/19-110,-364.0267966229
S66x8/19-125,-364.0245464966
S66x8/19-150,-364.0210990423
S66x8/19-200,-364.0180080236
S66x8/20-A,-229.1240770019
S66x8/20-B,-229.1240829286
S66x8/20-090,-458.2787471654
S66x8/20-095,-458.2804529516
S66x8/20-100,-458.280542671
S66x8/20-105,-458.2795765798
S66x8/20-110,-458.2779799639
S66x8/20-125,-458.2718473629
S66x8/20-150,-458.2626873852
S66x8/20-200,-458.2536308059
S66x8/21-A,-209.240881387
S66x8/21-B,-209.2408855356
S66x8/21-090,-418.5061798034
S66x8/21-095,-418.5076819784
S66x8/21-100,-418.5078411418
S66x8/21-105,-418.507155478
S66x8/21-110,-418.5059462932
S66x8/21-125,-418.5011458282
S66x8/21-150,-418.4940047123
S66x8/21-200,-418.486367203
S66x8/22-A,-229.124017615
S66x8/22-B,-414.8780003902
S66x8/22-090,-644.0320451724
S66x8/22-095,-644.0337786995
S66x8/22-100,-644.0339760729
S66x8/22-105,-644.0331707382
S66x8/22-110,-644.0317563898
S66x8/22-125,-644.0260547568
S66x8/22-150,-644.0172995029
S66x8/22-200,-644.0083327756
S66x8/23-A,-209.2407664817
S66x8/23-B,-414.8778620904
S66x8/23-090,-624.1473184227
S66x8/23-095,-624.1490181371
S66x8/23-100,-624.1493157032
S66x8/23-105,-624.1486855328
S66x8/23-110,-624.1474735066
S66x8/23-125,-624.1423993311
S66x8/23-150,-624.1343558022
S66x8/23-200,-624.125756807
S66x8/24-A,-232.2335803598
S66x8/24-B,-232.2335359927
S66x8/24-090,-464.4563462248
S66x8/24-095,-464.461157743
S66x8/24-100,-464.464120178
S66x8/24-105,-464.4655006006
S66x8/24-110,-464.4659379639
S66x8/24-125,-464.4665733193
S66x8/24-150,-464.4666827478
S66x8/24-200,-464.4669024221
S66x8/25-A,-248.2794794688
S66x8/25-B,-248.2795126825
S66x8/25-090,-496.5502715051
S66x8/25-095,-496.554875634
S66x8/25-100,-496.5575446962
S66x8/25-105,-496.5589787232
S66x8/25-110,-496.5594996528
S66x8/25-125,-496.5596345881
S66x8/25-150,-496.5592653792
S66x8/25-200,-496.559151225
S66x8/26-A,-414.8786962958
S66x8/26-B,-414.8786962958
S66x8/26-090,-829.7575702581
S66x8/26-095,-829.7618981937
S66x8/26-100,-829.7639659702
S66x8/26-105,-829.7645552754
S66x8/26-110,-829.7643181971
S66x8/26-125,-829.7625734645
S66x8/26-150,-829.7601393022
S66x8/26-200,-829.7585081706
S66x8/27-A,-232.2335703051
S66x8/27-B,-248.2795273571
S66x8/27-090,-480.5031921452
S66x8/27-095,-480.5080493817
S66x8/27-100,-480.510949707
S66x8/27-105,-480.5124306588
S66x8/27-110,-480.5128554329
S66x8/27-125,-480.5131816581
S66x8/27-150,-480.512986372
S66x8/27-200,-480.5130196937
S66x8/28-A,-232.2334288925
S66x8/28-B,-414.8792587551
S66x8/28-090,-647.1058648485
S66x8/28-095,-647.110258076
S66x8/28-100,-647.1127412055
S66x8/28-105,-647.114005504
S66x8/28-110,-647.1143881035
S66x8/28-125,-647.1137997296
S66x8/28-150,-647.1129726348
S66x8/28-200,-647.1126614039
S66x8/29-A,-248.2794623901
S66x8/29-B,-414.8792352039
S66x8/29-090,-663.1521393362
S66x8/29-095,-663.1580187084
S66x8/29-100,-663.1607705992
S66x8/29-105,-663.1620031059
S66x8/29-110,-663.1622530369
S66x8/29-125,-663.1612324551
S66x8/29-150,-663.1599590557
S66x8/29-200,-663.1591808879
S66x8/30-A,-232.2335574641
S66x8/30-B,-78.5793443144
S66x8/30-090,-310.807542455
S66x8/30-095,-310.8097852496
S66x8/30-100,-310.8111514338
S66x8/30-105,-310.8117920691
S66x8/30-110,-310.8119824664
S66x8/30-125,-310.8123089771
S66x8/30-150,-310.8124289409
S66x8/30-200,-310.8127149492
S66x8/31-A,-414.8793010201
S66x8/31-B,-78.5793173104
S66x8/31-090,-493.4569099244
S66x8/31-095,-493.4587921486
