system,LC-BLYP(w=75)/def2-QZVP/Q-Chem
S22x5/01-A,-466.9743797878
S22x5/01-B,-453.8200488131
S22x5/01-0.9,-920.8234225917
S22x5/01-1.0,-920.8245182565
S22x5/01-1.2,-920.8180336135
S22x5/01-1.5,-920.8071063157
S22x5/01-2.0,-920.7984280247
S22x5/02-A,-466.9737476473
S22x5/02-B,-453.8206288325
S22x5/02-0.9,-920.7995416785
S22x5/02-1.0,-920.808463247
S22x5/02-1.2,-920.8043996754
S22x5/02-1.5,-920.7976852933
S22x5/02-2.0,-920.7953241764
S22x5/03-A,-56.4937590591
S22x5/03-B,-56.4937590591
S22x5/03-0.9,-112.994711773
S22x5/03-1.0,-112.9949075296
S22x5/03-1.2,-112.9924570586
S22x5/03-1.5,-112.9895892208
S22x5/03-2.0,-112.988115905
S22x5/04-A,-76.3825809778
S22x5/04-B,-76.3825535088
S22x5/04-0.9,-152.7764270733
S22x5/04-1.0,-152.7766519681
S22x5/04-1.2,-152.7737908374
S22x5/04-1.5,-152.7696869881
S22x5/04-2.0,-152.7667773562
S22x5/05-A,-40.43000089
S22x5/05-B,-40.43000089
S22x5/05-0.9,-80.8614972083
S22x5/05-1.0,-80.8613167101
S22x5/05-1.2,-80.8603783887
S22x5/05-1.5,-80.8600228009
S22x5/05-2.0,-80.8600013703
S22x5/06-A,-78.4695931832
S22x5/06-B,-78.4695931832
S22x5/06-0.9,-156.9418945277
S22x5/06-1.0,-156.9425672292
S22x5/06-1.2,-156.9405787999
S22x5/06-1.5,-156.9393398102
S22x5/06-2.0,-156.9391903699
S22x5/07-A,-78.4695555288
S22x5/07-B,-77.2376487698
S22x5/07-0.9,-155.7104911542
S22x5/07-1.0,-155.7104838984
S22x5/07-1.2,-155.7092135102
S22x5/07-1.5,-155.7079407618
S22x5/07-2.0,-155.7073878691
S22x5/08-A,-189.6677268661
S22x5/08-B,-189.6677268661
S22x5/08-0.9,-379.3695068684
S22x5/08-1.0,-379.3719006285
S22x5/08-1.2,-379.3651631071
S22x5/08-1.5,-379.352553577
S22x5/08-2.0,-379.3417674978
S22x5/09-A,-169.782010069
S22x5/09-B,-169.782010069
S22x5/09-0.9,-339.5926596353
S22x5/09-1.0,-339.5943511043
S22x5/09-1.2,-339.5885631994
S22x5/09-1.5,-339.578375265
S22x5/09-2.0,-339.5698501536
S22x5/10-A,-231.9764672507
S22x5/10-B,-76.3825005679
S22x5/10-0.9,-308.365440219
S22x5/10-1.0,-308.3655788739
S22x5/10-1.2,-308.3636301709
S22x5/10-1.5,-308.3611301375
S22x5/10-2.0,-308.3596527505
S22x5/11-A,-231.9764823682
S22x5/11-B,-56.4936558842
S22x5/11-0.9,-288.47404596
S22x5/11-1.0,-288.4744626527
S22x5/11-1.2,-288.4730437893
S22x5/11-1.5,-288.4713314037
S22x5/11-2.0,-288.4704474896
S22x5/12-A,-231.976468078
S22x5/12-B,-40.4299220372
S22x5/12-0.9,-272.4082769612
S22x5/12-1.0,-272.4089372338
S22x5/12-1.2,-272.4081534142
S22x5/12-1.5,-272.4069286503
S22x5/12-2.0,-272.4064458664
S22x5/13-A,-231.9764837268
S22x5/13-B,-231.9764872607
S22x5/13-0.9,-463.9554928445
S22x5/13-1.0,-463.956500593
S22x5/13-1.2,-463.9558663705
S22x5/13-1.5,-463.9541390899
S22x5/13-2.0,-463.953204719
S22x5/14-A,-231.9764480112
S22x5/14-B,-231.9764480112
S22x5/14-0.9,-463.9494575096
S22x5/14-1.0,-463.9552700941
S22x5/14-1.2,-463.9545416697
S22x5/14-1.5,-463.9529280222
S22x5/14-2.0,-463.9527037976
S22x5/15-A,-231.9764294959
S22x5/15-B,-363.4480226171
S22x5/15-0.9,-595.4308600322
S22x5/15-1.0,-595.4323620384
S22x5/15-1.2,-595.431274712
S22x5/15-1.5,-595.4281585054
S22x5/15-2.0,-595.4257472755
S22x5/16-A,-231.9764106871
S22x5/16-B,-363.44801213
S22x5/16-0.9,-595.4218538963
S22x5/16-1.0,-595.4281625482
S22x5/16-1.2,-595.4275567437
S22x5/16-1.5,-595.4248638737
S22x5/16-2.0,-595.4243040899
S22x5/17-A,-264.0811204848
S22x5/17-B,-264.0811656613
S22x5/17-0.9,-528.1615658219
S22x5/17-1.0,-528.1670822184
S22x5/17-1.2,-528.1657438153
S22x5/17-1.5,-528.1631198661
S22x5/17-2.0,-528.1624523963
S22x5/18-A,-323.2547163977
S22x5/18-B,-303.364550105
S22x5/18-0.9,-626.6489872527
S22x5/18-1.0,-626.6503978672
S22x5/18-1.2,-626.6442364341
S22x5/18-1.5,-626.6334201195
S22x5/18-2.0,-626.6244666266
S22x5/19-A,-307.1848627157
S22x5/19-B,-307.184733635
S22x5/19-0.9,-614.3813599304
S22x5/19-1.0,-614.3817264325
S22x5/19-1.2,-614.3793557468
S22x5/19-1.5,-614.3749740207
S22x5/19-2.0,-614.3715595256
S22x5/20-A,-414.5592918089
S22x5/20-B,-414.559291809
S22x5/20-0.9,-829.1258548856
S22x5/20-1.0,-829.132100674
S22x5/20-1.2,-829.1269251286
S22x5/20-1.5,-829.1213654928
S22x5/20-2.0,-829.1194123904
S22x5/21-A,-414.5587991653
S22x5/21-B,-414.5587991655
S22x5/21-0.9,-829.1524986897
S22x5/21-1.0,-829.1543919485
S22x5/21-1.2,-829.1472543052
S22x5/21-1.5,-829.1349302836
S22x5/21-2.0,-829.124489394
S22x5/22-A,-231.9764903986
S22x5/22-B,-93.3475299183
S22x5/22-0.9,-325.3310776018
S22x5/22-1.0,-325.3316362159
S22x5/22-1.2,-325.3299822406
S22x5/22-1.5,-325.327099997
S22x5/22-2.0,-325.3251223237
S66x8/01-A,-76.3825076619
S66x8/01-B,-76.3825588545
S66x8/01-090,-152.7766812976
S66x8/01-095,-152.776705739
S66x8/01-100,-152.7762876917
S66x8/01-105,-152.7756148517
S66x8/01-110,-152.7748146012
S66x8/01-125,-152.7723299299
S66x8/01-150,-152.7692439223
S66x8/01-200,-152.7666519342
S66x8/02-A,-76.3825145996
S66x8/02-B,-115.6190957898
S66x8/02-090,-192.0139849561
S66x8/02-095,-192.0141095718
S66x8/02-100,-192.0137274974
S66x8/02-105,-192.0130476046
S66x8/02-110,-192.0122091474
S66x8/02-125,-192.0095188045
S66x8/02-150,-192.0060993053
S66x8/02-200,-192.0032163521
S66x8/03-A,-76.3825188241
S66x8/03-B,-95.7343413072
S66x8/03-090,-172.1320117112
S66x8/03-095,-172.1321617567
S66x8/03-100,-172.1317449973
S66x8/03-105,-172.1309851051
S66x8/03-110,-172.1300345652
S66x8/03-125,-172.1269005153
S66x8/03-150,-172.122714705
S66x8/03-200,-172.1189108428
S66x8/04-A,-76.382520491
S66x8/04-B,-248.2958233808
S66x8/04-090,-324.6949507473
S66x8/04-095,-324.6951583916
S66x8/04-100,-324.6947692644
S66x8/04-105,-324.6940179721
S66x8/04-110,-324.6930556652
S66x8/04-125,-324.6898063509
S66x8/04-150,-324.6853407371
S66x8/04-200,-324.6807030709
S66x8/05-A,-115.61900114
S66x8/05-B,-115.6191256334
S66x8/05-090,-231.2503275418
S66x8/05-095,-231.2505622398
S66x8/05-100,-231.2502561065
S66x8/05-105,-231.2496279327
S66x8/05-110,-231.2488235903
S66x8/05-125,-231.2461706221
S66x8/05-150,-231.2427072194
S66x8/05-200,-231.2397063314
S66x8/06-A,-115.6188773799
S66x8/06-B,-95.7344052988
S66x8/06-090,-211.3688558099
S66x8/06-095,-211.369232394
S66x8/06-100,-211.3689372629
S66x8/06-105,-211.368223416
S66x8/06-110,-211.367268652
S66x8/06-125,-211.3640099031
S66x8/06-150,-211.3595442559
S66x8/06-200,-211.355415066
S66x8/07-A,-115.618979011
S66x8/07-B,-248.2954628092
S66x8/07-090,-363.9308767636
S66x8/07-095,-363.9312528673
S66x8/07-100,-363.9309797439
S66x8/07-105,-363.9303021667
S66x8/07-110,-363.9293761992
S66x8/07-125,-363.926130443
S66x8/07-150,-363.9209787261
S66x8/07-200,-363.9160977317
S66x8/08-A,-115.6189823363
S66x8/08-B,-76.3825635316
S66x8/08-090,-192.0129315926
S66x8/08-095,-192.0130533317
S66x8/08-100,-192.0127025876
S66x8/08-105,-192.012075142
S66x8/08-110,-192.0113031868
S66x8/08-125,-192.0088431521
S66x8/08-150,-192.005718472
S66x8/08-200,-192.0030549453
S66x8/09-A,-95.7343072122
S66x8/09-B,-115.6190629664
S66x8/09-090,-211.360500179
S66x8/09-095,-211.3604621777
S66x8/09-100,-211.3600953489
S66x8/09-105,-211.3595629992
S66x8/09-110,-211.3589622344
S66x8/09-125,-211.3572096928
S66x8/09-150,-211.3553096124
S66x8/09-200,-211.3540254514
S66x8/10-A,-95.7344006034
S66x8/10-B,-95.7343667208
S66x8/10-090,-191.4777418501
S66x8/10-095,-191.477967861
S66x8/10-100,-191.4776837597
S66x8/10-105,-191.4771023643
S66x8/10-110,-191.4763776299
S66x8/10-125,-191.4741059162
S66x8/10-150,-191.4709379667
S66x8/10-200,-191.4692860462
S66x8/11-A,-95.7343047542
S66x8/11-B,-248.295614121
S66x8/11-090,-344.0403221459
S66x8/11-095,-344.0406639525
S66x8/11-100,-344.0404692024
S66x8/11-105,-344.0399375294
S66x8/11-110,-344.039212442
S66x8/11-125,-344.0355512844
S66x8/11-150,-344.0320695806
S66x8/11-200,-344.0305639518
S66x8/12-A,-95.7343714923
S66x8/12-B,-76.3826677759
S66x8/12-090,-172.1324521255
S66x8/12-095,-172.1327246864
S66x8/12-100,-172.1323541353
S66x8/12-105,-172.1315929631
S66x8/12-110,-172.1306172687
S66x8/12-125,-172.1273604028
S66x8/12-150,-172.1229539601
