system,LC-wPBEh(w=250)/def2-QZVP/Q-Chem
S22x5/01-A,-467.0902631673
S22x5/01-B,-453.9267943743
S22x5/01-0.9,-921.0370245201
S22x5/01-1.0,-921.0390061492
S22x5/01-1.2,-921.0347677659
S22x5/01-1.5,-921.026810722
S22x5/01-2.0,-921.0204390557
S22x5/02-A,-467.0896292042
S22x5/02-B,-453.9278369135
S22x5/02-0.9,-921.0098268846
S22x5/02-1.0,-921.0207712698
S22x5/02-1.2,-921.0223808043
S22x5/02-1.5,-921.0199455949
S22x5/02-2.0,-921.0184004411
S22x5/03-A,-56.5363933264
S22x5/03-B,-56.5363933264
S22x5/03-0.9,-113.0755399443
S22x5/03-1.0,-113.0767861416
S22x5/03-1.2,-113.0760052415
S22x5/03-1.5,-113.0743835794
S22x5/03-2.0,-113.0733378862
S22x5/04-A,-76.4013108896
S22x5/04-B,-76.4013432039
S22x5/04-0.9,-152.8094102862
S22x5/04-1.0,-152.8103233748
S22x5/04-1.2,-152.8088943174
S22x5/04-1.5,-152.8062767835
S22x5/04-2.0,-152.8042009534
S22x5/05-A,-40.4960086094
S22x5/05-B,-40.4960086094
S22x5/05-0.9,-80.9908608517
S22x5/05-1.0,-80.9918066725
S22x5/05-1.2,-80.9920085501
S22x5/05-1.5,-80.9920136882
S22x5/05-2.0,-80.9920163544
S22x5/06-A,-78.5419608904
S22x5/06-B,-78.5419608904
S22x5/06-0.9,-157.081955475
S22x5/06-1.0,-157.0841115968
S22x5/06-1.2,-157.0842594911
S22x5/06-1.5,-157.0839974422
S22x5/06-2.0,-157.083926525
S22x5/07-A,-78.5419343537
S22x5/07-B,-77.2801199934
S22x5/07-0.9,-155.8228457577
S22x5/07-1.0,-155.8235250211
S22x5/07-1.2,-155.823273393
S22x5/07-1.5,-155.822639718
S22x5/07-2.0,-155.8222449769
S22x5/08-A,-189.6816791228
S22x5/08-B,-189.6816791228
S22x5/08-0.9,-379.3905458542
S22x5/08-1.0,-379.3928832267
S22x5/08-1.2,-379.3873712343
S22x5/08-1.5,-379.3773265049
S22x5/08-2.0,-379.3689495413
S22x5/09-A,-169.8200037297
S22x5/09-B,-169.8200037297
S22x5/09-0.9,-339.6612516355
S22x5/09-1.0,-339.6635440763
S22x5/09-1.2,-339.6597046122
S22x5/09-1.5,-339.6521112576
S22x5/09-2.0,-339.6454982014
S22x5/10-A,-232.1135863886
S22x5/10-B,-76.4012328328
S22x5/10-0.9,-308.5177727209
S22x5/10-1.0,-308.5185362151
S22x5/10-1.2,-308.5179344536
S22x5/10-1.5,-308.5166221274
S22x5/10-2.0,-308.5155613273
S22x5/11-A,-232.1136338541
S22x5/11-B,-56.5363153339
S22x5/11-0.9,-288.6504817654
S22x5/11-1.0,-288.6515500178
S22x5/11-1.2,-288.6514845785
S22x5/11-1.5,-288.6507999907
S22x5/11-2.0,-288.650269554
S22x5/12-A,-232.1136720858
S22x5/12-B,-40.4959969217
S22x5/12-0.9,-272.6082616199
S22x5/12-1.0,-272.6095655491
S22x5/12-1.2,-272.6100247531
S22x5/12-1.5,-272.6098706663
S22x5/12-2.0,-272.6097155163
S22x5/13-A,-232.1136600841
S22x5/13-B,-232.1136464162
S22x5/13-0.9,-464.2256891037
S22x5/13-1.0,-464.2275103117
S22x5/13-1.2,-464.2282980974
S22x5/13-1.5,-464.2279053112
S22x5/13-2.0,-464.2275357268
S22x5/14-A,-232.1136228548
S22x5/14-B,-232.1136228548
S22x5/14-0.9,-464.2169688792
S22x5/14-1.0,-464.2242128888
S22x5/14-1.2,-464.2266085894
S22x5/14-1.5,-464.2269504967
S22x5/14-2.0,-464.2271051967
S22x5/15-A,-232.1135040132
S22x5/15-B,-363.6201132882
S22x5/15-0.9,-595.7349924071
S22x5/15-1.0,-595.7373016128
S22x5/15-1.2,-595.7378555429
S22x5/15-1.5,-595.7364377635
S22x5/15-2.0,-595.7349200459
S22x5/16-A,-232.1135764625
S22x5/16-B,-363.620144666
S22x5/16-0.9,-595.7223856404
S22x5/16-1.0,-595.7302156783
S22x5/16-1.2,-595.7331505382
S22x5/16-1.5,-595.7332931746
S22x5/16-2.0,-595.7334876079
S22x5/17-A,-264.1690757963
S22x5/17-B,-264.1690592971
S22x5/17-0.9,-528.3297386904
S22x5/17-1.0,-528.3369408461
S22x5/17-1.2,-528.3390201316
S22x5/17-1.5,-528.3385693521
S22x5/17-2.0,-528.3382770701
S22x5/18-A,-323.3541597169
S22x5/18-B,-303.4909307334
S22x5/18-0.9,-626.866206809
S22x5/18-1.0,-626.8683755419
S22x5/18-1.2,-626.8642982619
S22x5/18-1.5,-626.8563349671
S22x5/18-2.0,-626.8496784383
S22x5/19-A,-307.3106032418
S22x5/19-B,-307.3103986718
S22x5/19-0.9,-614.626004842
S22x5/19-1.0,-614.6273055872
S22x5/19-1.2,-614.6269786967
S22x5/19-1.5,-614.6247708358
S22x5/19-2.0,-614.6227644801
S22x5/20-A,-414.6282958266
S22x5/20-B,-414.6282958266
S22x5/20-0.9,-829.2531942016
S22x5/20-1.0,-829.261793212
S22x5/20-1.2,-829.2616833127
S22x5/20-1.5,-829.2590006954
S22x5/20-2.0,-829.2574575835
S22x5/21-A,-414.6275867276
S22x5/21-B,-414.6275867277
S22x5/21-0.9,-829.2821840941
S22x5/21-1.0,-829.2845945603
S22x5/21-1.2,-829.2795046501
S22x5/21-1.5,-829.2700469652
S22x5/21-2.0,-829.2617909432
S22x5/22-A,-232.1135786324
S22x5/22-B,-93.3678414303
S22x5/22-0.9,-325.4855069911
S22x5/22-1.0,-325.486549718
S22x5/22-1.2,-325.4859361666
S22x5/22-1.5,-325.4841951694
S22x5/22-2.0,-325.4826451058
S66x8/01-A,-76.4013385364
S66x8/01-B,-76.4013197424
S66x8/01-090,-152.8098139856
S66x8/01-095,-152.8102066498
S66x8/01-100,-152.8101723318
S66x8/01-105,-152.8098825836
S66x8/01-110,-152.8094521242
S66x8/01-125,-152.8079574894
S66x8/01-150,-152.805942974
S66x8/01-200,-152.804025279
S66x8/02-A,-76.4013455894
S66x8/02-B,-115.6747214431
S66x8/02-090,-192.0833856598
S66x8/02-095,-192.0838969522
S66x8/02-100,-192.083920697
S66x8/02-105,-192.0836527047
S66x8/02-110,-192.0832185532
S66x8/02-125,-192.0816386096
S66x8/02-150,-192.0794664227
S66x8/02-200,-192.0774256086
S66x8/03-A,-76.4013550742
S66x8/03-B,-95.8153586111
S66x8/03-090,-172.2267877393
S66x8/03-095,-172.227222848
S66x8/03-100,-172.227114414
S66x8/03-105,-172.2266781927
S66x8/03-110,-172.2260610547
S66x8/03-125,-172.2239059613
S66x8/03-150,-172.2209971617
S66x8/03-200,-172.2182763139
S66x8/04-A,-76.4013539654
S66x8/04-B,-248.4108531274
S66x8/04-090,-324.8229730676
S66x8/04-095,-324.8235405061
S66x8/04-100,-324.8235323307
S66x8/04-105,-324.8231773754
S66x8/04-110,-324.8226189517
S66x8/04-125,-324.820562739
S66x8/04-150,-324.8175522468
S66x8/04-200,-324.8142052158
