system,LC-wPBEh(w=75)/def2-QZVP/Q-Chem
S22x5/01-A,-467.0112124926
S22x5/01-B,-453.8479131019
S22x5/01-0.9,-920.8804992995
S22x5/01-1.0,-920.8823418476
S22x5/01-1.2,-920.8777523701
S22x5/01-1.5,-920.8693618091
S22x5/01-2.0,-920.8626374897
S22x5/02-A,-467.0107406696
S22x5/02-B,-453.8488769988
S22x5/02-0.9,-920.8511222788
S22x5/02-1.0,-920.8628444405
S22x5/02-1.2,-920.8649271285
S22x5/02-1.5,-920.8622906722
S22x5/02-2.0,-920.8605597091
S22x5/03-A,-56.5206380436
S22x5/03-B,-56.5206380436
S22x5/03-0.9,-113.0446997517
S22x5/03-1.0,-113.0457828845
S22x5/03-1.2,-113.04479129
S22x5/03-1.5,-113.0429804862
S22x5/03-2.0,-113.0418420215
S22x5/04-A,-76.3874116149
S22x5/04-B,-76.3874289736
S22x5/04-0.9,-152.7822277976
S22x5/04-1.0,-152.7830718932
S22x5/04-1.2,-152.7814588517
S22x5/04-1.5,-152.7786208528
S22x5/04-2.0,-152.7763982254
S22x5/05-A,-40.4777649813
S22x5/05-B,-40.4777649813
S22x5/05-0.9,-80.9546677625
S22x5/05-1.0,-80.9555469321
S22x5/05-1.2,-80.9556334837
S22x5/05-1.5,-80.9555379991
S22x5/05-2.0,-80.955529245
S22x5/06-A,-78.5184062435
S22x5/06-B,-78.5184062435
S22x5/06-0.9,-157.0352015063
S22x5/06-1.0,-157.0373401577
S22x5/06-1.2,-157.0373557595
S22x5/06-1.5,-157.0369203738
S22x5/06-2.0,-157.0368170425
S22x5/07-A,-78.518372931
S22x5/07-B,-77.2625517639
S22x5/07-0.9,-155.7821916632
S22x5/07-1.0,-155.7827626678
S22x5/07-1.2,-155.78233611
S22x5/07-1.5,-155.7815703536
S22x5/07-2.0,-155.7811153168
S22x5/08-A,-189.6537189162
S22x5/08-B,-189.6537189162
S22x5/08-0.9,-379.3351851528
S22x5/08-1.0,-379.3376473227
S22x5/08-1.2,-379.3321251054
S22x5/08-1.5,-379.3218011458
S22x5/08-2.0,-379.313136888
S22x5/09-A,-169.7905371173
S22x5/09-B,-169.7905371173
S22x5/09-0.9,-339.6033207649
S22x5/09-1.0,-339.6055443365
S22x5/09-1.2,-339.6014217221
S22x5/09-1.5,-339.5934840599
S22x5/09-2.0,-339.586603661
S22x5/10-A,-232.061015631
S22x5/10-B,-76.3873482596
S22x5/10-0.9,-308.4514254867
S22x5/10-1.0,-308.4522729871
S22x5/10-1.2,-308.4516477602
S22x5/10-1.5,-308.4502277749
S22x5/10-2.0,-308.4490912566
S22x5/11-A,-232.061056199
S22x5/11-B,-56.5205827566
S22x5/11-0.9,-288.5823066096
S22x5/11-1.0,-288.5834616486
S22x5/11-1.2,-288.5833235484
S22x5/11-1.5,-288.5825642694
S22x5/11-2.0,-288.5819607971
S22x5/12-A,-232.0610672539
S22x5/12-B,-40.4777279176
S22x5/12-0.9,-272.5375328703
S22x5/12-1.0,-272.5389134857
S22x5/12-1.2,-272.539360179
S22x5/12-1.5,-272.5390896688
S22x5/12-2.0,-272.5388473161
S22x5/13-A,-232.0610688788
S22x5/13-B,-232.061062181
S22x5/13-0.9,-464.1206555498
S22x5/13-1.0,-464.1224899873
S22x5/13-1.2,-464.1233312978
S22x5/13-1.5,-464.1228380771
S22x5/13-2.0,-464.1223687503
S22x5/14-A,-232.0610308276
S22x5/14-B,-232.0610308276
S22x5/14-0.9,-464.1115653626
S22x5/14-1.0,-464.1192924768
S22x5/14-1.2,-464.1217050921
S22x5/14-1.5,-464.1218276862
S22x5/14-2.0,-464.1218604277
S22x5/15-A,-232.060936635
S22x5/15-B,-363.5455952196
S22x5/15-0.9,-595.6080193217
S22x5/15-1.0,-595.6104049198
S22x5/15-1.2,-595.6110586355
S22x5/15-1.5,-595.6095809374
S22x5/15-2.0,-595.6078777879
S22x5/16-A,-232.0609739062
S22x5/16-B,-363.5456227071
S22x5/16-0.9,-595.5950900175
S22x5/16-1.0,-595.6032308023
S22x5/16-1.2,-595.6064450858
S22x5/16-1.5,-595.6064319034
S22x5/16-2.0,-595.606431469
S22x5/17-A,-264.121294345
S22x5/17-B,-264.1213141791
S22x5/17-0.9,-528.2341121739
S22x5/17-1.0,-528.2416229477
S22x5/17-1.2,-528.2438158888
S22x5/17-1.5,-528.2431671094
S22x5/17-2.0,-528.2427626891
S22x5/18-A,-323.2962999676
S22x5/18-B,-303.4306286697
S22x5/18-0.9,-626.7495521253
S22x5/18-1.0,-626.751551417
S22x5/18-1.2,-626.7471062162
S22x5/18-1.5,-626.7386800845
S22x5/18-2.0,-626.7316465403
S22x5/19-A,-307.2499106299
S22x5/19-B,-307.2496511824
S22x5/19-0.9,-614.5050264918
S22x5/19-1.0,-614.506275216
S22x5/19-1.2,-614.5058932365
S22x5/19-1.5,-614.5035443866
S22x5/19-2.0,-614.5014037942
S22x5/20-A,-414.562271046
S22x5/20-B,-414.562271046
S22x5/20-0.9,-829.1207638352
S22x5/20-1.0,-829.1299876377
S22x5/20-1.2,-829.1299515867
S22x5/20-1.5,-829.1270598323
S22x5/20-2.0,-829.1253911936
S22x5/21-A,-414.5615871517
S22x5/21-B,-414.5615871517
S22x5/21-0.9,-829.1513534971
S22x5/21-1.0,-829.1536800538
S22x5/21-1.2,-829.1482070378
S22x5/21-1.5,-829.1383194364
S22x5/21-2.0,-829.129755328
S22x5/22-A,-232.0610235573
S22x5/22-B,-93.3519774145
S22x5/22-0.9,-325.4170278836
S22x5/22-1.0,-325.4181113711
S22x5/22-1.2,-325.4175778977
S22x5/22-1.5,-325.4158013853
S22x5/22-2.0,-325.4141856244
S66x8/01-A,-76.3874202655
S66x8/01-B,-76.3874179181
S66x8/01-090,-152.7826276663
S66x8/01-095,-152.7829811334
S66x8/01-100,-152.7829021485
S66x8/01-105,-152.7825652577
S66x8/01-110,-152.7820864689
S66x8/01-125,-152.7804543776
S66x8/01-150,-152.778279903
S66x8/01-200,-152.7762426773
S66x8/02-A,-76.3874252744
S66x8/02-B,-115.6479965278
S66x8/02-090,-192.0433419444
S66x8/02-095,-192.0438313926
S66x8/02-100,-192.0438259342
S66x8/02-105,-192.0435230131
S66x8/02-110,-192.0430489799
S66x8/02-125,-192.0413379166
S66x8/02-150,-192.0389976606
S66x8/02-200,-192.0368211477
S66x8/03-A,-76.3874289333
S66x8/03-B,-95.7865775909
S66x8/03-090,-172.1849146033
S66x8/03-095,-172.18531908
S66x8/03-100,-172.1851746542
S66x8/03-105,-172.1846976182
S66x8/03-110,-172.1840348763
S66x8/03-125,-172.1817282394
S66x8/03-150,-172.1785984932
S66x8/03-200,-172.1756726082
S66x8/04-A,-76.387429248
S66x8/04-B,-248.3549782985
S66x8/04-090,-324.7537188212
S66x8/04-095,-324.7542750566
S66x8/04-100,-324.7542520283
S66x8/04-105,-324.7538781014
S66x8/04-110,-324.7532950662
S66x8/04-125,-324.7511326621
S66x8/04-150,-324.7479839473
S66x8/04-200,-324.7444660651
S66x8/05-A,-115.6480268108
S66x8/05-B,-115.6480253741
S66x8/05-090,-231.3037641089
S66x8/05-095,-231.304367776
S66x8/05-100,-231.3044432254
S66x8/05-105,-231.3041982372
S66x8/05-110,-231.3037654394
S66x8/05-125,-231.3021126091
S66x8/05-150,-231.2997740437
S66x8/05-200,-231.2975424933
S66x8/06-A,-115.6478477431
S66x8/06-B,-95.7866220972
S66x8/06-090,-211.4451542292
S66x8/06-095,-211.4458831928
S66x8/06-100,-211.4459365845
S66x8/06-105,-211.4455743289
S66x8/06-110,-211.4449820431
S66x8/06-125,-211.4427350814
S66x8/06-150,-211.4395043372
S66x8/06-200,-211.4363999108
S66x8/07-A,-115.647944455
S66x8/07-B,-248.3546773812
S66x8/07-090,-364.0135958587
S66x8/07-095,-364.0143187293
S66x8/07-100,-364.0144156505
S66x8/07-105,-364.0141216598
S66x8/07-110,-364.0135840764
S66x8/07-125,-364.011450987
S66x8/07-150,-364.0078629025
S66x8/07-200,-364.0042088804
S66x8/08-A,-115.6480361364
S66x8/08-B,-76.3874213852
S66x8/08-090,-192.0429894331
S66x8/08-095,-192.0434479972
S66x8/08-100,-192.0434451347
S66x8/08-105,-192.0431644666
S66x8/08-110,-192.0427242451
S66x8/08-125,-192.0411468909
S66x8/08-150,-192.0389794245
S66x8/08-200,-192.0369224376
S66x8/09-A,-95.7866108246
S66x8/09-B,-115.6480450329
S66x8/09-090,-211.4376999856
S66x8/09-095,-211.4382037658
S66x8/09-100,-211.4383434633
S66x8/09-105,-211.4382670908
S66x8/09-110,-211.4380709809
S66x8/09-125,-211.437266806
S66x8/09-150,-211.4361863872
S66x8/09-200,-211.4352604293
S66x8/10-A,-95.786630472
S66x8/10-B,-95.7865947961
S66x8/10-090,-191.5771497013
S66x8/10-095,-191.5778920996
S66x8/10-100,-191.5781301936
S66x8/10-105,-191.5780716786
S66x8/10-110,-191.5778294647
S66x8/10-125,-191.5767408161
S66x8/10-150,-191.5749281032
S66x8/10-200,-191.5737352303
S66x8/11-A,-95.7864953503
S66x8/11-B,-248.3548199021
S66x8/11-090,-344.1458700514
S66x8/11-095,-344.1467771725
S66x8/11-100,-344.1471383293
S66x8/11-105,-344.1471588758
S66x8/11-110,-344.1469681162
S66x8/11-125,-344.145238223
S66x8/11-150,-344.1431732
S66x8/11-200,-344.1420239927
S66x8/12-A,-95.7865795101
S66x8/12-B,-76.3870964997
S66x8/12-090,-172.1846996751
S66x8/12-095,-172.1852855849
S66x8/12-100,-172.1852466748
S66x8/12-105,-172.1848250176
S66x8/12-110,-172.1841906959
S66x8/12-125,-172.1819030241
S66x8/12-150,-172.1787094855
S66x8/12-200,-172.1757002501
S66x8/13-A,-248.3547807944
S66x8/13-B,-115.648033236
S66x8/13-090,-364.0094058213
S66x8/13-095,-364.0102256211
S66x8/13-100,-364.010508454
S66x8/13-105,-364.0104479906
S66x8/13-110,-364.0101788417
S66x8/13-125,-364.0088764213
S66x8/13-150,-364.0068247502
S66x8/13-200,-364.004664349
S66x8/14-A,-248.3545830268
S66x8/14-B,-95.7865863511
S66x8/14-090,-344.1499168511
S66x8/14-095,-344.1508172686
S66x8/14-100,-344.1510847195
S66x8/14-105,-344.1509501823
S66x8/14-110,-344.1505653073
S66x8/14-125,-344.1487943599
S66x8/14-150,-344.1460947684
S66x8/14-200,-344.1432927604
S66x8/15-A,-248.3549014681
S66x8/15-B,-248.3549678932
S66x8/15-090,-496.7191980093
S66x8/15-095,-496.7201695724
S66x8/15-100,-496.7205119191
S66x8/15-105,-496.7204334629
S66x8/15-110,-496.7200830618
S66x8/15-125,-496.7183991837
S66x8/15-150,-496.715696435
S66x8/15-200,-496.7123320244
S66x8/16-A,-248.3550747694
S66x8/16-B,-76.3874233447
S66x8/16-090,-324.749229277
S66x8/16-095,-324.7498124098
S66x8/16-100,-324.7499396334
S66x8/16-105,-324.7497782148
S66x8/16-110,-324.7494548916
S66x8/16-125,-324.7481586727
S66x8/16-150,-324.7462347396
S66x8/16-200,-324.7442677124
S66x8/17-A,-414.5617616977
S66x8/17-B,-414.5618672337
S66x8/17-090,-829.1473276992
S66x8/17-095,-829.1489100717
S66x8/17-100,-829.1491330316
S66x8/17-105,-829.1484949857
S66x8/17-110,-829.1473379522
S66x8/17-125,-829.1426783335
S66x8/17-150,-829.1356891974
S66x8/17-200,-829.1285146063
S66x8/18-A,-76.3874274866
S66x8/18-B,-248.0930600427
S66x8/18-090,-324.4907452883
S66x8/18-095,-324.4912235268
S66x8/18-100,-324.491143617
S66x8/18-105,-324.4907201024
S66x8/18-110,-324.4901004109
S66x8/18-125,-324.4879097708
S66x8/18-150,-324.4849327626
S66x8/18-200,-324.4821525309
S66x8/19-A,-115.6478536692
S66x8/19-B,-248.0930539603
S66x8/19-090,-363.7509900633
S66x8/19-095,-363.7517141851
S66x8/19-100,-363.7518060052
S66x8/19-105,-363.7514988346
S66x8/19-110,-363.7508602232
S66x8/19-125,-363.7488117936
S66x8/19-150,-363.7456116573
S66x8/19-200,-363.7426143544
S66x8/20-A,-228.9471018645
S66x8/20-B,-228.9471049562
S66x8/20-090,-457.9233597332
S66x8/20-095,-457.9249436631
S66x8/20-100,-457.9249872076
S66x8/20-105,-457.9240368667
S66x8/20-110,-457.9225095855
S66x8/20-125,-457.9167007532
S66x8/20-150,-457.908229809
S66x8/20-200,-457.8997082926
S66x8/21-A,-209.0810760099
S66x8/21-B,-209.0810806345
S66x8/21-090,-418.1852740229
S66x8/21-095,-418.1866798624
S66x8/21-100,-418.1868291344
S66x8/21-105,-418.1862006081
S66x8/21-110,-418.1850928758
S66x8/21-125,-418.1806961085
S66x8/21-150,-418.1741359449
S66x8/21-200,-418.1667846856
S66x8/22-A,-228.9470169681
S66x8/22-B,-414.5615672257
S66x8/22-090,-643.5371337394
S66x8/22-095,-643.538728237
S66x8/22-100,-643.5388699866
S66x8/22-105,-643.5380776507
S66x8/22-110,-643.5367325617
S66x8/22-125,-643.5314156953
S66x8/22-150,-643.5233450124
S66x8/22-200,-643.5148884839
S66x8/23-A,-209.0809608068
S66x8/23-B,-414.5614711957
S66x8/23-090,-623.6698268555
S66x8/23-095,-623.6713900375
S66x8/23-100,-623.6716339731
S66x8/23-105,-623.6710162236
S66x8/23-110,-623.6698681007
S66x8/23-125,-623.6651415282
S66x8/23-150,-623.657705841
S66x8/23-200,-623.6495265156
S66x8/24-A,-232.0611110443
S66x8/24-B,-232.0610868636
S66x8/24-090,-464.1119415763
S66x8/24-095,-464.1163938735
S66x8/24-100,-464.1193685685
S66x8/24-105,-464.120763518
S66x8/24-110,-464.1211358086
S66x8/24-125,-464.1218952015
S66x8/24-150,-464.1218346317
S66x8/24-200,-464.121889763
S66x8/25-A,-248.0930413415
S66x8/25-B,-248.0930724726
S66x8/25-090,-496.177912985
S66x8/25-095,-496.1821139167
S66x8/25-100,-496.1847087739
S66x8/25-105,-496.1862122691
S66x8/25-110,-496.1867490194
S66x8/25-125,-496.1870182383
S66x8/25-150,-496.1865565426
S66x8/25-200,-496.1862562147
S66x8/26-A,-414.5622712942
S66x8/26-B,-414.5622712942
S66x8/26-090,-829.1232476555
S66x8/26-095,-829.1276651055
S66x8/26-100,-829.1299882064
S66x8/26-105,-829.1308788761
S66x8/26-110,-829.1309308228
S66x8/26-125,-829.1298833377
S66x8/26-150,-829.1276216869
S66x8/26-200,-829.1256977752
S66x8/27-A,-232.0611116958
S66x8/27-B,-248.0930835914
S66x8/27-090,-480.1448380562
S66x8/27-095,-480.1492611935
S66x8/27-100,-480.1521750998
S66x8/27-105,-480.1536869315
S66x8/27-110,-480.1540748523
S66x8/27-125,-480.1545445519
S66x8/27-150,-480.1542220436
S66x8/27-200,-480.1540851622
S66x8/28-A,-232.0609881603
S66x8/28-B,-414.5627861684
S66x8/28-090,-646.616774654
S66x8/28-095,-646.6207881817
S66x8/28-100,-646.623363781
S66x8/28-105,-646.6248870964
S66x8/28-110,-646.625359862
S66x8/28-125,-646.6250920775
S66x8/28-150,-646.6242904067
S66x8/28-200,-646.6237338489
S66x8/29-A,-248.0930138365
S66x8/29-B,-414.5627830352
S66x8/29-090,-662.6489114864
S66x8/29-095,-662.6543784064
S66x8/29-100,-662.6571337928
S66x8/29-105,-662.6586615342
S66x8/29-110,-662.6591054407
S66x8/29-125,-662.6584862861
S66x8/29-150,-662.6572042513
S66x8/29-200,-662.6562338566
S66x8/30-A,-232.0610990408
S66x8/30-B,-78.5183911224
S66x8/30-090,-310.5744009616
S66x8/30-095,-310.5764805695
S66x8/30-100,-310.577876715
S66x8/30-105,-310.5785043569
S66x8/30-110,-310.5786661486
S66x8/30-125,-310.579094957
S66x8/30-150,-310.5791063523
S66x8/30-200,-310.5792603698
S66x8/31-A,-414.5628494531
S66x8/31-B,-78.5184071346
S66x8/31-090,-493.0791268643
S66x8/31-095,-493.081046811
S66x8/31-100,-493.0821126583
S66x8/31-105,-493.0825818244
S66x8/31-110,-493.0827046047
S66x8/31-125,-493.0825373358
S66x8/31-150,-493.0819030895
S66x8/31-200,-493.081389111
S66x8/32-A,-414.5628786564
S66x8/32-B,-77.2623120385
S66x8/32-090,-491.8239681616
S66x8/32-095,-491.8259290324
S66x8/32-100,-491.8269416267
S66x8/32-105,-491.8272908458
S66x8/32-110,-491.8273240343
S66x8/32-125,-491.8268714814
S66x8/32-150,-491.8259297312
S66x8/32-200,-491.8252074391
S66x8/33-A,-248.0930976984
S66x8/33-B,-78.5183518967
S66x8/33-090,-326.6075847806
S66x8/33-095,-326.6094421928
S66x8/33-100,-326.6105735579
S66x8/33-105,-326.6111555674
S66x8/33-110,-326.6113639636
S66x8/33-125,-326.6116063337
S66x8/33-150,-326.6114643461
S66x8/33-200,-326.6114370519
S66x8/34-A,-197.5989203614
S66x8/34-B,-197.5988414397
S66x8/34-090,-395.1939721239
S66x8/34-095,-395.1964043735
S66x8/34-100,-395.1977160497
S66x8/34-105,-395.198370899
S66x8/34-110,-395.1987284435
S66x8/34-125,-395.1988486595
S66x8/34-150,-395.1984922675
S66x8/34-200,-395.198228519
S66x8/35-A,-197.5988910783
S66x8/35-B,-197.6017223955
S66x8/35-090,-395.197659644
S66x8/35-095,-395.1995148728
S66x8/35-100,-395.2005170694
S66x8/35-105,-395.2009746828
S66x8/35-110,-395.2011850436
S66x8/35-125,-395.2011826186
S66x8/35-150,-395.2009040145
S66x8/35-200,-395.2007290393
S66x8/36-A,-197.6017452671
S66x8/36-B,-197.6018031016
S66x8/36-090,-395.2016282064
S66x8/36-095,-395.2026611754
S66x8/36-100,-395.203214009
S66x8/36-105,-395.2034839411
S66x8/36-110,-395.2036480301
S66x8/36-125,-395.2036497105
S66x8/36-150,-395.2034832935
S66x8/36-200,-395.2033633861
S66x8/37-A,-196.3935435378
S66x8/37-B,-197.6016648548
S66x8/37-090,-393.9918972594
S66x8/37-095,-393.9938063193
S66x8/37-100,-393.9948496699
S66x8/37-105,-393.9953672266
S66x8/37-110,-393.9956008718
S66x8/37-125,-393.9957259435
S66x8/37-150,-393.9954875704
S66x8/37-200,-393.9953025018
S66x8/38-A,-196.3934354203
S66x8/38-B,-196.3936281364
S66x8/38-090,-392.7837143572
S66x8/38-095,-392.7855111599
S66x8/38-100,-392.7866686694
S66x8/38-105,-392.7872151558
S66x8/38-110,-392.7874345366
S66x8/38-125,-392.7874821511
S66x8/38-150,-392.7871654553
S66x8/38-200,-392.7869646239
S66x8/39-A,-232.0610898404
S66x8/39-B,-196.3933810863
S66x8/39-090,-428.4494495862
S66x8/39-095,-428.4523255437
S66x8/39-100,-428.4539532192
S66x8/39-105,-428.4547511112
S66x8/39-110,-428.4550499211
S66x8/39-125,-428.4552242171
S66x8/39-150,-428.454762846
S66x8/39-200,-428.4544336253
S66x8/40-A,-232.0610798366
S66x8/40-B,-197.6017855869
S66x8/40-090,-429.6592027098
S66x8/40-095,-429.6614370635
S66x8/40-100,-429.6627689672
S66x8/40-105,-429.6633000414
S66x8/40-110,-429.6634589882
S66x8/40-125,-429.6635818569
S66x8/40-150,-429.6631550776
S66x8/40-200,-429.6628623684
S66x8/41-A,-414.5628205306
S66x8/41-B,-197.5991296083
S66x8/41-090,-612.1574776156
S66x8/41-095,-612.1603502479
S66x8/41-100,-612.1620064497
S66x8/41-105,-612.1626656191
S66x8/41-110,-612.1628867515
S66x8/41-125,-612.1629146612
S66x8/41-150,-612.1623031666
S66x8/41-200,-612.1619894353
S66x8/42-A,-414.562877176
S66x8/42-B,-196.3933770257
S66x8/42-090,-610.9513188205
S66x8/42-095,-610.9541975953
S66x8/42-100,-610.955781344
S66x8/42-105,-610.9565162192
S66x8/42-110,-610.9568548681
S66x8/42-125,-610.957001817
S66x8/42-150,-610.956557008
S66x8/42-200,-610.956253352
S66x8/43-A,-414.5629187719
S66x8/43-B,-197.6016207296
S66x8/43-090,-612.1614005879
S66x8/43-095,-612.1637234997
S66x8/43-100,-612.1648972704
S66x8/43-105,-612.1653451119
S66x8/43-110,-612.1655325549
S66x8/43-125,-612.1654702787
S66x8/43-150,-612.1649313363
S66x8/43-200,-612.1645476872
S66x8/44-A,-78.5183925684
S66x8/44-B,-197.5989747445
S66x8/44-090,-276.1159522292
S66x8/44-095,-276.1170960552
S66x8/44-100,-276.1176518692
S66x8/44-105,-276.1178792819
S66x8/44-110,-276.1180016786
S66x8/44-125,-276.1179304871
S66x8/44-150,-276.1176945687
