system,cam-QTP-01(w=1)/def2-QZVP/Q-Chem
S22x5/01-A,-467.7565202037
S22x5/01-B,-454.5678195059
S22x5/01-0.9,-922.34009037
S22x5/01-1.0,-922.3435460763
S22x5/01-1.2,-922.3407263992
S22x5/01-1.5,-922.3334151435
S22x5/01-2.0,-922.3274166984
S22x5/02-A,-467.7561116235
S22x5/02-B,-454.5689968019
S22x5/02-0.9,-922.3034978039
S22x5/02-1.0,-922.3211022549
S22x5/02-1.2,-922.3275160537
S22x5/02-1.5,-922.3268621914
S22x5/02-2.0,-922.3259978735
S22x5/03-A,-56.6195759979
S22x5/03-B,-56.6195759979
S22x5/03-0.9,-113.2406561739
S22x5/03-1.0,-113.2423731951
S22x5/03-1.2,-113.2419760584
S22x5/03-1.5,-113.2405678799
S22x5/03-2.0,-113.239688849
S22x5/04-A,-76.5057368959
S22x5/04-B,-76.5057720968
S22x5/04-0.9,-153.0172215277
S22x5/04-1.0,-153.0185705727
S22x5/04-1.2,-153.0174711529
S22x5/04-1.5,-153.014947825
S22x5/04-2.0,-153.012974168
S22x5/05-A,-40.5630345553
S22x5/05-B,-40.5630345553
S22x5/05-0.9,-81.1239938699
S22x5/05-1.0,-81.125295092
S22x5/05-1.2,-81.1258674783
S22x5/05-1.5,-81.1260265721
S22x5/05-2.0,-81.1260676757
S22x5/06-A,-78.6721072095
S22x5/06-B,-78.6721072095
S22x5/06-0.9,-157.3397963825
S22x5/06-1.0,-157.3430283298
S22x5/06-1.2,-157.3440607492
S22x5/06-1.5,-157.3441628491
S22x5/06-2.0,-157.3442157491
S22x5/07-A,-78.6720646097
S22x5/07-B,-77.4128320807
S22x5/07-0.9,-156.0847063412
S22x5/07-1.0,-156.0857388407
S22x5/07-1.2,-156.0857888848
S22x5/07-1.5,-156.0853611798
S22x5/07-2.0,-156.0850646333
S22x5/08-A,-189.9452710359
S22x5/08-B,-189.9452710359
S22x5/08-0.9,-379.9129661694
S22x5/08-1.0,-379.9169550504
S22x5/08-1.2,-379.9132178717
S22x5/08-1.5,-379.9039008238
S22x5/08-2.0,-379.895840083
S22x5/09-A,-170.062186559
S22x5/09-B,-170.062186559
S22x5/09-0.9,-340.1421182568
S22x5/09-1.0,-340.1457392662
S22x5/09-1.2,-340.14306044
S22x5/09-1.5,-340.1359127771
S22x5/09-2.0,-340.1295878463
S22x5/10-A,-232.4741744584
S22x5/10-B,-76.5056446921
S22x5/10-0.9,-308.9800087404
S22x5/10-1.0,-308.9817462798
S22x5/10-1.2,-308.9819556742
