system,LC-BLYP(w=250)/def2-QZVP/Q-Chem
S22x5/01-A,-466.5468387392
S22x5/01-B,-453.4224123656
S22x5/01-0.9,-919.999172394
S22x5/01-1.0,-919.9996474654
S22x5/01-1.2,-919.9924641244
S22x5/01-1.5,-919.9813390279
S22x5/01-2.0,-919.9730385612
S22x5/02-A,-466.5457876981
S22x5/02-B,-453.4228985035
S22x5/02-0.9,-919.97810721
S22x5/02-1.0,-919.9840713369
S22x5/02-1.2,-919.9779247112
S22x5/02-1.5,-919.9716641445
S22x5/02-2.0,-919.9696385736
S22x5/03-A,-56.4466691827
S22x5/03-B,-56.4466691827
S22x5/03-0.9,-112.9005310454
S22x5/03-1.0,-112.9005359784
S22x5/03-1.2,-112.8979665594
S22x5/03-1.5,-112.8952771089
S22x5/03-2.0,-112.8939327901
S22x5/04-A,-76.3277275257
S22x5/04-B,-76.3277083538
S22x5/04-0.9,-152.6672513535
S22x5/04-1.0,-152.6671202039
S22x5/04-1.2,-152.6639262312
S22x5/04-1.5,-152.6598284504
S22x5/04-2.0,-152.6570889362
S22x5/05-A,-40.3891041646
S22x5/05-B,-40.3891041646
S22x5/05-0.9,-80.779420649
S22x5/05-1.0,-80.7791792255
S22x5/05-1.2,-80.7784237705
S22x5/05-1.5,-80.7782154857
S22x5/05-2.0,-80.7782076596
S22x5/06-A,-78.3870132825
S22x5/06-B,-78.3870132825
S22x5/06-0.9,-156.7767858801
S22x5/06-1.0,-156.7770375778
S22x5/06-1.2,-156.7750688711
S22x5/06-1.5,-156.7741341383
S22x5/06-2.0,-156.7740306914
S22x5/07-A,-78.3869777087
S22x5/07-B,-77.1545865134
S22x5/07-0.9,-155.5443346102
S22x5/07-1.0,-155.5443591502
S22x5/07-1.2,-155.5432652553
S22x5/07-1.5,-155.5422167369
S22x5/07-2.0,-155.5417508017
S22x5/08-A,-189.5184148785
S22x5/08-B,-189.5184148785
S22x5/08-0.9,-379.0737970916
S22x5/08-1.0,-379.0751688403
S22x5/08-1.2,-379.0670666538
S22x5/08-1.5,-379.0536905685
S22x5/08-2.0,-379.042968693
S22x5/09-A,-169.6399604054
S22x5/09-B,-169.6399604054
S22x5/09-0.9,-339.3103008493
S22x5/09-1.0,-339.311240689
S22x5/09-1.2,-339.3045850043
S22x5/09-1.5,-339.2940222033
S22x5/09-2.0,-339.2857206537
S22x5/10-A,-231.7340864392
S22x5/10-B,-76.3276101259
S22x5/10-0.9,-308.0683698465
S22x5/10-1.0,-308.0681460476
S22x5/10-1.2,-308.0660215029
S22x5/10-1.5,-308.0637206092
S22x5/10-2.0,-308.0623986818
S22x5/11-A,-231.7341201778
S22x5/11-B,-56.4465045151
S22x5/11-0.9,-288.1845780725
S22x5/11-1.0,-288.1846718464
S22x5/11-1.2,-288.1831944321
S22x5/11-1.5,-288.1816721296
S22x5/11-2.0,-288.1809358693
S22x5/12-A,-231.7341369666
S22x5/12-B,-40.3890221479
S22x5/12-0.9,-272.1250529494
S22x5/12-1.0,-272.1254175517
S22x5/12-1.2,-272.124535787
S22x5/12-1.5,-272.123531279
S22x5/12-2.0,-272.1232089074
S22x5/13-A,-231.7341328318
S22x5/13-B,-231.7341210937
S22x5/13-0.9,-463.4709214923
S22x5/13-1.0,-463.4716619379
S22x5/13-1.2,-463.4707495257
S22x5/13-1.5,-463.4692016148
S22x5/13-2.0,-463.4684763654
S22x5/14-A,-231.7341163667
S22x5/14-B,-231.7341163667
S22x5/14-0.9,-463.4653477814
S22x5/14-1.0,-463.4700474655
S22x5/14-1.2,-463.469187267
S22x5/14-1.5,-463.468109552
S22x5/14-2.0,-463.468096458
S22x5/15-A,-231.7340224746
S22x5/15-B,-363.0826106848
S22x5/15-0.9,-594.8235206913
S22x5/15-1.0,-594.8245334903
S22x5/15-1.2,-594.8229468448
S22x5/15-1.5,-594.8199168538
S22x5/15-2.0,-594.8178717333
S22x5/16-A,-231.7340760693
S22x5/16-B,-363.0826012888
S22x5/16-0.9,-594.8151063449
S22x5/16-1.0,-594.8202152479
S22x5/16-1.2,-594.8188433268
S22x5/16-1.5,-594.8166527103
S22x5/16-2.0,-594.8164685808
S22x5/17-A,-263.8254157273
S22x5/17-B,-263.8254192789
S22x5/17-0.9,-527.6512454105
S22x5/17-1.0,-527.6555813983
S22x5/17-1.2,-527.6536698993
S22x5/17-1.5,-527.6514742723
S22x5/17-2.0,-527.6509826328
S22x5/18-A,-322.9521854738
S22x5/18-B,-303.0711757513
S22x5/18-0.9,-626.053897148
S22x5/18-1.0,-626.0547734741
S22x5/18-1.2,-626.0479558222
S22x5/18-1.5,-626.036950188
S22x5/18-2.0,-626.0283718818
S22x5/19-A,-306.8898694618
S22x5/19-B,-306.889721034
S22x5/19-0.9,-613.7924418022
S22x5/19-1.0,-613.7922609334
S22x5/19-1.2,-613.7891862097
S22x5/19-1.5,-613.7846231963
S22x5/19-2.0,-613.7814509672
S22x5/20-A,-414.1999208453
S22x5/20-B,-414.1999208453
S22x5/20-0.9,-828.4103236064
S22x5/20-1.0,-828.4140193888
S22x5/20-1.2,-828.4075772672
S22x5/20-1.5,-828.4024568234
S22x5/20-2.0,-828.4007010536
S22x5/21-A,-414.1995404127
S22x5/21-B,-414.1995404126
S22x5/21-0.9,-828.4358658083
S22x5/21-1.0,-828.436991071
S22x5/21-1.2,-828.4290005054
S22x5/21-1.5,-828.4162651561
S22x5/21-2.0,-828.406032987
S22x5/22-A,-231.734068969
S22x5/22-B,-93.2574005787
S22x5/22-0.9,-324.9990760707
S22x5/22-1.0,-324.9993135201
S22x5/22-1.2,-324.9972915784
S22x5/22-1.5,-324.9944560822
S22x5/22-2.0,-324.992635913
S66x8/01-A,-76.3276549266
S66x8/01-B,-76.3276963809
S66x8/01-090,-152.6673783538
S66x8/01-095,-152.667226367
S66x8/01-100,-152.6666688819
S66x8/01-105,-152.6658883267
S66x8/01-110,-152.665008509
S66x8/01-125,-152.6624204974
S66x8/01-150,-152.659390483
S66x8/01-200,-152.6569438612
S66x8/02-A,-76.3276668628
S66x8/02-B,-115.5248921948
S66x8/02-090,-191.8656197432
S66x8/02-095,-191.8655124048
S66x8/02-100,-191.8649415988
S66x8/02-105,-191.8641120009
S66x8/02-110,-191.8631592813
S66x8/02-125,-191.8602985578
S66x8/02-150,-191.8568960132
S66x8/02-200,-191.8541669652
S66x8/03-A,-76.3276831992
S66x8/03-B,-95.6482872592
S66x8/03-090,-171.9912830759
S66x8/03-095,-171.9912692206
S66x8/03-100,-171.9907191132
S66x8/03-105,-171.989853851
S66x8/03-110,-171.9888250758
S66x8/03-125,-171.9855922046
S66x8/03-150,-171.9814953473
S66x8/03-200,-171.9779525733
S66x8/04-A,-76.3276825638
S66x8/04-B,-248.0777347556
S66x8/04-090,-324.423094936
S66x8/04-095,-324.4230292809
S66x8/04-100,-324.422404905
S66x8/04-105,-324.4214536446
S66x8/04-110,-324.4203273655
S66x8/04-125,-324.4167809775
S66x8/04-150,-324.4122068476
S66x8/04-200,-324.4077644501
S66x8/05-A,-115.5249094919
S66x8/05-B,-115.52492808
S66x8/05-090,-231.0627147905
S66x8/05-095,-231.0627219467
S66x8/05-100,-231.0622309891
S66x8/05-105,-231.0614562466
S66x8/05-110,-231.0605390277
S66x8/05-125,-231.0577078247
S66x8/05-150,-231.0542508602
S66x8/05-200,-231.0514244218
S66x8/06-A,-115.5248015295
S66x8/06-B,-95.6483261374
S66x8/06-090,-211.1889086415
S66x8/06-095,-211.189087318
S66x8/06-100,-211.1886321843
S66x8/06-105,-211.1877963882
S66x8/06-110,-211.1867568916
S66x8/06-125,-211.1833868895
S66x8/06-150,-211.1790096652
S66x8/06-200,-211.1751971915
S66x8/07-A,-115.5248903001
S66x8/07-B,-248.0775434675
S66x8/07-090,-363.619752305
S66x8/07-095,-363.6198619708
S66x8/07-100,-363.619358891
S66x8/07-105,-363.6184885158
S66x8/07-110,-363.6174081968
S66x8/07-125,-363.6138846759
S66x8/07-150,-363.6086671375
S66x8/07-200,-363.6040884968
S66x8/08-A,-115.5248974092
S66x8/08-B,-76.3277035095
S66x8/08-090,-191.8644223815
S66x8/08-095,-191.8643667899
S66x8/08-100,-191.8638747204
S66x8/08-105,-191.8631375622
S66x8/08-110,-191.8622833467
S66x8/08-125,-191.8597101149
S66x8/08-150,-191.856634184
S66x8/08-200,-191.8541299897
S66x8/09-A,-95.6482548049
S66x8/09-B,-115.5249038478
S66x8/09-090,-211.1802406569
S66x8/09-095,-211.1800721855
S66x8/09-100,-211.179620539
S66x8/09-105,-211.1790356478
S66x8/09-110,-211.1784084906
S66x8/09-125,-211.1766952465
S66x8/09-150,-211.1749630958
S66x8/09-200,-211.173829393
S66x8/10-A,-95.6483654157
S66x8/10-B,-95.6482891886
S66x8/10-090,-191.3057377312
S66x8/10-095,-191.3057673813
S66x8/10-100,-191.3053369246
S66x8/10-105,-191.3046566025
S66x8/10-110,-191.3038692406
S66x8/10-125,-191.3015632755
S66x8/10-150,-191.2986321419
S66x8/10-200,-191.297179508
S66x8/11-A,-95.6482457852
S66x8/11-B,-248.0776927715
S66x8/11-090,-343.7368669104
S66x8/11-095,-343.7369392603
S66x8/11-100,-343.7365212489
S66x8/11-105,-343.7358206815
S66x8/11-110,-343.7349792802
S66x8/11-125,-343.7311857838
S66x8/11-150,-343.7279570197
S66x8/11-200,-343.7266085246
S66x8/12-A,-95.6482888165
S66x8/12-B,-76.3277367409
S66x8/12-090,-171.9920190136
S66x8/12-095,-171.9920726213
S66x8/12-100,-171.9915241418
S66x8/12-105,-171.9906206871
S66x8/12-110,-171.9895335116
S66x8/12-125,-171.9860926196
S66x8/12-150,-171.9817180102
S66x8/12-200,-171.9779985631
S66x8/13-A,-248.077711472
S66x8/13-B,-115.5249285962
S66x8/13-090,-363.6150157713
S66x8/13-095,-363.6151478686
S66x8/13-100,-363.6147718154
S66x8/13-105,-363.6140953397
S66x8/13-110,-363.6132630381
S66x8/13-125,-363.6106261643
S66x8/13-150,-363.6073435995
S66x8/13-200,-363.604592192
S66x8/14-A,-248.0775893223
S66x8/14-B,-95.6483095448
S66x8/14-090,-343.7398401653
S66x8/14-095,-343.7401919615
S66x8/14-100,-343.7399311507
S66x8/14-105,-343.7392918118
S66x8/14-110,-343.7384354306
S66x8/14-125,-343.7355089276
S66x8/14-150,-343.7316088851
S66x8/14-200,-343.7281308558
S66x8/15-A,-248.0777087294
S66x8/15-B,-248.0776990296
S66x8/15-090,-496.1710528612
S66x8/15-095,-496.171343728
S66x8/15-100,-496.1710273129
S66x8/15-105,-496.1703276879
S66x8/15-110,-496.169411606
S66x8/15-125,-496.1663394726
S66x8/15-150,-496.1621817337
S66x8/15-200,-496.1579629823
S66x8/16-A,-248.0778151335
S66x8/16-B,-76.3277024664
S66x8/16-090,-324.4164975471
S66x8/16-095,-324.4165428697
S66x8/16-100,-324.4161589351
S66x8/16-105,-324.4155289097
S66x8/16-110,-324.4147817464
S66x8/16-125,-324.4124819528
S66x8/16-150,-324.4096918449
S66x8/16-200,-324.4073562896
S66x8/17-A,-414.1996870693
S66x8/17-B,-414.1998056963
S66x8/17-090,-828.431637657
S66x8/17-095,-828.4326101346
S66x8/17-100,-828.4321793911
S66x8/17-105,-828.4308709246
S66x8/17-110,-828.4290476467
S66x8/17-125,-828.4225419441
S66x8/17-150,-828.4133400821
S66x8/17-200,-828.4046247061
S66x8/18-A,-76.3276744472
S66x8/18-B,-247.7817222438
S66x8/18-090,-324.124421141
S66x8/18-095,-324.1244275316
S66x8/18-100,-324.1238934019
S66x8/18-105,-324.1230399346
S66x8/18-110,-324.1220189932
S66x8/18-125,-324.1188208222
S66x8/18-150,-324.1148003255
