system,cam-QTP-01(w=200)/def2-QZVP/Q-Chem
S22x5/01-A,-467.1655474606
S22x5/01-B,-454.0045470992
S22x5/01-0.9,-921.1980288141
S22x5/01-1.0,-921.1989215957
S22x5/01-1.2,-921.1923634582
S22x5/01-1.5,-921.1817653143
S22x5/01-2.0,-921.1737670794
S22x5/02-A,-467.164737746
S22x5/02-B,-454.0055039466
S22x5/02-0.9,-921.1750308992
S22x5/02-1.0,-921.1831450089
S22x5/02-1.2,-921.1788099227
S22x5/02-1.5,-921.1731552111
S22x5/02-2.0,-921.1712064639
S22x5/03-A,-56.5314414745
S22x5/03-B,-56.5314414745
S22x5/03-0.9,-113.069094087
S22x5/03-1.0,-113.0694379367
S22x5/03-1.2,-113.0672248231
S22x5/03-1.5,-113.0647265052
S22x5/03-2.0,-113.0634594926
S22x5/04-A,-76.4130035654
S22x5/04-B,-76.4130397607
S22x5/04-0.9,-152.8367107869
S22x5/04-1.0,-152.8368581214
S22x5/04-1.2,-152.834059326
S22x5/04-1.5,-152.8302506587
S22x5/04-2.0,-152.8276595382
S22x5/05-A,-40.4763844757
S22x5/05-B,-40.4763844757
S22x5/05-0.9,-80.9536274572
S22x5/05-1.0,-80.9535592387
S22x5/05-1.2,-80.9529453478
S22x5/05-1.5,-80.9527745148
S22x5/05-2.0,-80.9527682618
S22x5/06-A,-78.5306611748
S22x5/06-B,-78.5306611748
S22x5/06-0.9,-157.0632029388
S22x5/06-1.0,-157.0638801244
S22x5/06-1.2,-157.0622564994
S22x5/06-1.5,-157.0614248101
S22x5/06-2.0,-157.0613270903
S22x5/07-A,-78.5306295742
S22x5/07-B,-77.2819452193
S22x5/07-0.9,-155.815110631
S22x5/07-1.0,-155.8152665233
S22x5/07-1.2,-155.8142709894
S22x5/07-1.5,-155.8132446935
S22x5/07-2.0,-155.8127701785
S22x5/08-A,-189.7264380279
S22x5/08-B,-189.7264380279
S22x5/08-0.9,-379.4879740628
S22x5/08-1.0,-379.4895765903
S22x5/08-1.2,-379.4820725036
S22x5/08-1.5,-379.4692958249
S22x5/08-2.0,-379.4589237275
S22x5/09-A,-169.8481210287
S22x5/09-B,-169.8481210287
S22x5/09-0.9,-339.7250235198
S22x5/09-1.0,-339.7263112932
S22x5/09-1.2,-339.7201996689
S22x5/09-1.5,-339.7100620526
S22x5/09-2.0,-339.7019900144
S22x5/10-A,-232.1172862693
S22x5/10-B,-76.4128915363
S22x5/10-0.9,-308.5359705462
S22x5/10-1.0,-308.5360772291
S22x5/10-1.2,-308.5342957408
S22x5/10-1.5,-308.5321652276
S22x5/10-2.0,-308.5308995906
S22x5/11-A,-232.1173329555
S22x5/11-B,-56.5313239454
S22x5/11-0.9,-288.6518758941
S22x5/11-1.0,-288.6522620954
S22x5/11-1.2,-288.6510694777
S22x5/11-1.5,-288.6496791757
S22x5/11-2.0,-288.6489762218
S22x5/12-A,-232.1173599999
S22x5/12-B,-40.4763978336
S22x5/12-0.9,-272.5949897521
S22x5/12-1.0,-272.5956198845
S22x5/12-1.2,-272.5949970346
S22x5/12-1.5,-272.5941076341
S22x5/12-2.0,-272.5938082244
S22x5/13-A,-232.1173394805
S22x5/13-B,-232.1173265106
S22x5/13-0.9,-464.2364188411
S22x5/13-1.0,-464.2375066836
S22x5/13-1.2,-464.2369656629
S22x5/13-1.5,-464.2355866759
S22x5/13-2.0,-464.2349001936
S22x5/14-A,-232.1173383361
S22x5/14-B,-232.1173383362
S22x5/14-0.9,-464.229603863
S22x5/14-1.0,-464.2354257259
S22x5/14-1.2,-464.2353764113
S22x5/14-1.5,-464.2345157403
S22x5/14-2.0,-464.2345294473
S22x5/15-A,-232.1171951584
S22x5/15-B,-363.6435070556
S22x5/15-0.9,-595.7662906097
S22x5/15-1.0,-595.7677955429
S22x5/15-1.2,-595.7667406024
S22x5/15-1.5,-595.7639735474
S22x5/15-2.0,-595.7619740686
S22x5/16-A,-232.117276965
S22x5/16-B,-363.6435441358
S22x5/16-0.9,-595.7562564051
S22x5/16-1.0,-595.7627491349
S22x5/16-1.2,-595.7625059025
S22x5/16-1.5,-595.7606926808
S22x5/16-2.0,-595.7605814428
S22x5/17-A,-264.2016595951
S22x5/17-B,-264.2016615661
S22x5/17-0.9,-528.4011700244
S22x5/17-1.0,-528.4068093947
S22x5/17-1.2,-528.405847399
S22x5/17-1.5,-528.4039166518
S22x5/17-2.0,-528.4034588585
S22x5/18-A,-323.3982216823
S22x5/18-B,-303.5183437268
S22x5/18-0.9,-626.9450299805
S22x5/18-1.0,-626.9463223245
S22x5/18-1.2,-626.9401710237
S22x5/18-1.5,-626.9297137276
S22x5/18-2.0,-626.921456878
S22x5/19-A,-307.3405402445
S22x5/19-B,-307.3404038974
S22x5/19-0.9,-614.6921533345
S22x5/19-1.0,-614.6924126487
S22x5/19-1.2,-614.6898721001
S22x5/19-1.5,-614.6857155918
S22x5/19-2.0,-614.6827430801
S22x5/20-A,-414.7117105849
S22x5/20-B,-414.711710585
S22x5/20-0.9,-829.4305735779
S22x5/20-1.0,-829.4359284002
S22x5/20-1.2,-829.4307838911
S22x5/20-1.5,-829.4260431299
S22x5/20-2.0,-829.4243016231
S22x5/21-A,-414.711026946
S22x5/21-B,-414.7110269461
S22x5/21-0.9,-829.4573824317
S22x5/21-1.0,-829.4588056704
S22x5/21-1.2,-829.4513755089
S22x5/21-1.5,-829.4390947317
S22x5/21-2.0,-829.4290776383
S22x5/22-A,-232.117257554
S22x5/22-B,-93.3824071558
S22x5/22-0.9,-325.5066651365
S22x5/22-1.0,-325.5071803519
S22x5/22-1.2,-325.5054487061
S22x5/22-1.5,-325.502723533
S22x5/22-2.0,-325.5008889576
S66x8/01-A,-76.4130185008
S66x8/01-B,-76.4130049244
S66x8/01-090,-152.8368791641
S66x8/01-095,-152.8368696328
S66x8/01-100,-152.836439001
S66x8/01-105,-152.8357706729
S66x8/01-110,-152.8349886309
S66x8/01-125,-152.8326172128
S66x8/01-150,-152.829778003
S66x8/01-200,-152.8274499719
S66x8/02-A,-76.4130299939
S66x8/02-B,-115.6814204131
S66x8/02-090,-192.1061130739
S66x8/02-095,-192.1061738343
S66x8/02-100,-192.1057545092
S66x8/02-105,-192.1050598263
S66x8/02-110,-192.1042257982
S66x8/02-125,-192.1016328277
S66x8/02-150,-192.0984712087
S66x8/02-200,-192.0958949362
S66x8/03-A,-76.4130491391
S66x8/03-B,-95.8044845353
S66x8/03-090,-172.2313279929
S66x8/03-095,-172.2314692722
S66x8/03-100,-172.2310600199
S66x8/03-105,-172.2303211736
S66x8/03-110,-172.2294043145
S66x8/03-125,-172.2264300826
S66x8/03-150,-172.2225791788
S66x8/03-200,-172.2192196563
S66x8/04-A,-76.4130465553
S66x8/04-B,-248.4281564306
S66x8/04-090,-324.857288471
S66x8/04-095,-324.8573906775
S66x8/04-100,-324.8569201395
S66x8/04-105,-324.8561081404
S66x8/04-110,-324.8551069689
S66x8/04-125,-324.8518524395
S66x8/04-150,-324.8475596047
S66x8/04-200,-324.8433235794
S66x8/05-A,-115.681386305
S66x8/05-B,-115.6814429437
S66x8/05-090,-231.3743879292
S66x8/05-095,-231.3745695935
S66x8/05-100,-231.3742364279
S66x8/05-105,-231.3736024272
S66x8/05-110,-231.3728094337
S66x8/05-125,-231.3702614016
S66x8/05-150,-231.3670638156
S66x8/05-200,-231.3644032011
S66x8/06-A,-115.6811662699
S66x8/06-B,-95.8045143579
S66x8/06-090,-211.499963253
S66x8/06-095,-211.5003233142
S66x8/06-100,-211.5000337057
S66x8/06-105,-211.4993467214
S66x8/06-110,-211.4984388238
S66x8/06-125,-211.4953746017
S66x8/06-150,-211.4912888387
S66x8/06-200,-211.4876821708
S66x8/07-A,-115.681259751
S66x8/07-B,-248.4280210031
S66x8/07-090,-364.1251017837
S66x8/07-095,-364.1253861648
S66x8/07-100,-364.1250445384
S66x8/07-105,-364.1243205748
S66x8/07-110,-364.1233727373
S66x8/07-125,-364.1201626003
S66x8/07-150,-364.1152835717
S66x8/07-200,-364.1109426976
S66x8/08-A,-115.68140407
S66x8/08-B,-76.4130115967
S66x8/08-090,-192.1051399284
S66x8/08-095,-192.1052362437
S66x8/08-100,-192.104879787
S66x8/08-105,-192.1042626827
S66x8/08-110,-192.1035135373
S66x8/08-125,-192.1011747211
S66x8/08-150,-192.0983081815
S66x8/08-200,-192.0959354856
S66x8/09-A,-95.8044684823
S66x8/09-B,-115.6814616699
S66x8/09-090,-211.4920328923
S66x8/09-095,-211.4920258791
S66x8/09-100,-211.4917085127
S66x8/09-105,-211.4912348886
S66x8/09-110,-211.4906997467
S66x8/09-125,-211.4891757853
S66x8/09-150,-211.4875907716
S66x8/09-200,-211.4865349049
S66x8/10-A,-95.8044702593
S66x8/10-B,-95.8044724813
S66x8/10-090,-191.6167464986
S66x8/10-095,-191.6169940538
S66x8/10-100,-191.6167476508
S66x8/10-105,-191.6162218574
S66x8/10-110,-191.6155633387
S66x8/10-125,-191.6135261316
S66x8/10-150,-191.6108422372
S66x8/10-200,-191.6094883021
S66x8/11-A,-95.8042762991
S66x8/11-B,-248.4281658919
S66x8/11-090,-344.242086157
S66x8/11-095,-344.2423893865
S66x8/11-100,-344.2421670034
S66x8/11-105,-344.2416309112
S66x8/11-110,-344.2409271251
S66x8/11-125,-344.2375249149
S66x8/11-150,-344.2345206339
S66x8/11-200,-344.2332374477
S66x8/12-A,-95.8044793187
S66x8/12-B,-76.4126121528
S66x8/12-090,-172.2318417872
S66x8/12-095,-172.2320780244
S66x8/12-100,-172.2316962435
S66x8/12-105,-172.2309429008
S66x8/12-110,-172.2299889065
S66x8/12-125,-172.2268571992
S66x8/12-150,-172.2227732874
S66x8/12-200,-172.2192544202
S66x8/13-A,-248.4281487626
S66x8/13-B,-115.6814658262
S66x8/13-090,-364.1207335226
S66x8/13-095,-364.1210486355
S66x8/13-100,-364.1208331239
S66x8/13-105,-364.1202973426
S66x8/13-110,-364.1195868314
S66x8/13-125,-364.1172176222
S66x8/13-150,-364.1141662825
S66x8/13-200,-364.111553494
S66x8/14-A,-248.4279299656
S66x8/14-B,-95.8044547208
S66x8/14-090,-344.245018916
S66x8/14-095,-344.2455473385
S66x8/14-100,-344.2454431858
S66x8/14-105,-344.2449415626
S66x8/14-110,-344.244204968
S66x8/14-125,-344.2415482088
S66x8/14-150,-344.2378999973
S66x8/14-200,-344.2345992877
S66x8/15-A,-248.4280123892
S66x8/15-B,-248.4281281656
S66x8/15-090,-496.8705263391
S66x8/15-095,-496.8709936969
S66x8/15-100,-496.8708323262
S66x8/15-105,-496.8702692091
S66x8/15-110,-496.869471731
S66x8/15-125,-496.8666620846
S66x8/15-150,-496.8627429872
S66x8/15-200,-496.8586892291
S66x8/16-A,-248.4282054026
S66x8/16-B,-76.4130161025
S66x8/16-090,-324.8512883364
S66x8/16-095,-324.8514695977
S66x8/16-100,-324.8512043192
S66x8/16-105,-324.8506779293
S66x8/16-110,-324.8500193503
S66x8/16-125,-324.8479144653
S66x8/16-150,-324.8452944936
S66x8/16-200,-324.8430544961
S66x8/17-A,-414.7112130619
S66x8/17-B,-414.7113407817
S66x8/17-090,-829.4530718164
S66x8/17-095,-829.4542120639
S66x8/17-100,-829.4539516736
S66x8/17-105,-829.4528044643
S66x8/17-110,-829.451129266
S66x8/17-125,-829.4449879306
S66x8/17-150,-829.4361430779
S66x8/17-200,-829.4276631898
S66x8/18-A,-76.4130357679
S66x8/18-B,-248.1615842033
S66x8/18-090,-324.5880286532
S66x8/18-095,-324.5882067883
S66x8/18-100,-324.5878272371
S66x8/18-105,-324.5871118895
S66x8/18-110,-324.5862130199
S66x8/18-125,-324.5832945993
S66x8/18-150,-324.5795387453
S66x8/18-200,-324.5763049829
S66x8/19-A,-115.6811659553
S66x8/19-B,-248.1615810439
S66x8/19-090,-363.8563413074
S66x8/19-095,-363.8567588044
S66x8/19-100,-363.8565390631
S66x8/19-105,-363.855925996
S66x8/19-110,-363.8548963692
S66x8/19-125,-363.8521788711
S66x8/19-150,-363.8480137498
S66x8/19-200,-363.8444866701
S66x8/20-A,-229.0275300231
S66x8/20-B,-229.0275328189
S66x8/20-090,-458.0915298928
S66x8/20-095,-458.0926609235
S66x8/20-100,-458.0922205629
S66x8/20-105,-458.0907680895
S66x8/20-110,-458.0887271048
S66x8/20-125,-458.0814866164
S66x8/20-150,-458.0710463408
S66x8/20-200,-458.0608926132
S66x8/21-A,-209.1464617839
S66x8/21-B,-209.1464659889
S66x8/21-090,-418.3225569149
S66x8/21-095,-418.3235095617
