system,LC-wPBE08(w=100)/def2-QZVP/Q-Chem
S22x5/01-A,-467.0214283581
S22x5/01-B,-453.8572334641
S22x5/01-0.9,-920.8993214041
S22x5/01-1.0,-920.9014173766
S22x5/01-1.2,-920.8971554042
S22x5/01-1.5,-920.8889371406
S22x5/01-2.0,-920.8822278636
S22x5/02-A,-467.0209552118
S22x5/02-B,-453.8578619249
S22x5/02-0.9,-920.8685919447
S22x5/02-1.0,-920.8810499119
S22x5/02-1.2,-920.8839698864
S22x5/02-1.5,-920.8814875866
S22x5/02-2.0,-920.8797396715
S22x5/03-A,-56.5194999859
S22x5/03-B,-56.5194999859
S22x5/03-0.9,-113.0424690695
S22x5/03-1.0,-113.0435522897
S22x5/03-1.2,-113.0425848812
S22x5/03-1.5,-113.0407483425
S22x5/03-2.0,-113.0395761823
S22x5/04-A,-76.3895452271
S22x5/04-B,-76.3895097521
S22x5/04-0.9,-152.786384297
S22x5/04-1.0,-152.7873117995
S22x5/04-1.2,-152.7857563382
S22x5/04-1.5,-152.7828937551
S22x5/04-2.0,-152.7806180667
S22x5/05-A,-40.4719510001
S22x5/05-B,-40.4719510001
S22x5/05-0.9,-80.9429437762
S22x5/05-1.0,-80.9439121451
S22x5/05-1.2,-80.9440211032
S22x5/05-1.5,-80.9439122701
S22x5/05-2.0,-80.9439014455
S22x5/06-A,-78.5136021145
S22x5/06-B,-78.5136021145
S22x5/06-0.9,-157.0252812674
S22x5/06-1.0,-157.0276159736
S22x5/06-1.2,-157.0277522564
S22x5/06-1.5,-157.0273163429
S22x5/06-2.0,-157.0272080471
S22x5/07-A,-78.5135669834
S22x5/07-B,-77.2627674858
S22x5/07-0.9,-155.7774596439
S22x5/07-1.0,-155.7780665479
S22x5/07-1.2,-155.7776940257
S22x5/07-1.5,-155.776954863
S22x5/07-2.0,-155.7765143111
S22x5/08-A,-189.6639311097
S22x5/08-B,-189.6639311097
S22x5/08-0.9,-379.3540463251
S22x5/08-1.0,-379.3570509077
S22x5/08-1.2,-379.3521002365
S22x5/08-1.5,-379.342087843
S22x5/08-2.0,-379.3335256798
