system,cam-QTP-01(w=250)/def2-QZVP/Q-Chem
S22x5/01-A,-467.1049768765
S22x5/01-B,-453.9512487688
S22x5/01-0.9,-921.0832459682
S22x5/01-1.0,-921.08428252
S22x5/01-1.2,-921.077986387
S22x5/01-1.5,-921.0676787117
S22x5/01-2.0,-921.0598714935
S22x5/02-A,-467.1040731125
S22x5/02-B,-453.9522176412
S22x5/02-0.9,-921.0596280378
S22x5/02-1.0,-921.0680983491
S22x5/02-1.2,-921.0644149991
S22x5/02-1.5,-921.0591595986
S22x5/02-2.0,-921.0572592013
S22x5/03-A,-56.5279614261
S22x5/03-B,-56.5279614261
S22x5/03-0.9,-113.0617185599
S22x5/03-1.0,-113.0621779774
S22x5/03-1.2,-113.0601282374
S22x5/03-1.5,-113.0577404834
S22x5/03-2.0,-113.0564980545
S22x5/04-A,-76.4079359494
S22x5/04-B,-76.407976805
S22x5/04-0.9,-152.8262600813
S22x5/04-1.0,-152.8264547989
S22x5/04-1.2,-152.823761496
S22x5/04-1.5,-152.8200721009
S22x5/04-2.0,-152.8175354593
S22x5/05-A,-40.474571555
S22x5/05-B,-40.474571555
S22x5/05-0.9,-80.9497577089
S22x5/05-1.0,-80.949806131
S22x5/05-1.2,-80.9492967569
S22x5/05-1.5,-80.9491477132
S22x5/05-2.0,-80.9491423794
S22x5/06-A,-78.5223016459
S22x5/06-B,-78.5223016459
S22x5/06-0.9,-157.0459841847
S22x5/06-1.0,-157.0468463447
S22x5/06-1.2,-157.0454578274
S22x5/06-1.5,-157.0447008847
S22x5/06-2.0,-157.044608103
S22x5/07-A,-78.522269669
S22x5/07-B,-77.2717234732
S22x5/07-0.9,-155.7962332156
S22x5/07-1.0,-155.7964862657
S22x5/07-1.2,-155.7956156486
S22x5/07-1.5,-155.7946519233
S22x5/07-2.0,-155.7941884195
S22x5/08-A,-189.7077551201
S22x5/08-B,-189.7077551201
S22x5/08-0.9,-379.4501258999
S22x5/08-1.0,-379.4517339037
S22x5/08-1.2,-379.4443115912
S22x5/08-1.5,-379.431723333
S22x5/08-2.0,-379.4215393975
S22x5/09-A,-169.8309487141
S22x5/09-B,-169.8309487141
S22x5/09-0.9,-339.6900176773
S22x5/09-1.0,-339.6913982315
S22x5/09-1.2,-339.68548016
S22x5/09-1.5,-339.6755738023
S22x5/09-2.0,-339.6676508659
S22x5/10-A,-232.0849069229
S22x5/10-B,-76.4078141053
S22x5/10-0.9,-308.4981359703
S22x5/10-1.0,-308.4983262813
S22x5/10-1.2,-308.4966968382
S22x5/10-1.5,-308.4946830481
S22x5/10-2.0,-308.4934459356
S22x5/11-A,-232.084959036
S22x5/11-B,-56.5278296634
S22x5/11-0.9,-288.6156420482
S22x5/11-1.0,-288.61611342
S22x5/11-1.2,-288.615078368
S22x5/11-1.5,-288.6137888847
S22x5/11-2.0,-288.6131096454
S22x5/12-A,-232.0849907558
S22x5/12-B,-40.4745904492
S22x5/12-0.9,-272.5604497237
S22x5/12-1.0,-272.561168819
S22x5/12-1.2,-272.5606962329
S22x5/12-1.5,-272.5599078596
S22x5/12-2.0,-272.5596313213
S22x5/13-A,-232.0849652533
S22x5/13-B,-232.0849489181
S22x5/13-0.9,-464.1711893712
S22x5/13-1.0,-464.1724005205
S22x5/13-1.2,-464.1720320968
S22x5/13-1.5,-464.1707936086
S22x5/13-2.0,-464.170148454
S22x5/14-A,-232.0849708423
S22x5/14-B,-232.0849708422
S22x5/14-0.9,-464.1639539074
