system,cam-B3LYP(w=100)/def2-QZVP/Q-Chem
S22x5/01-A,-467.5117838803
S22x5/01-B,-454.332314967
S22x5/01-0.9,-921.8663858572
S22x5/01-1.0,-921.8685872425
S22x5/01-1.2,-921.8638726407
S22x5/01-1.5,-921.8547686218
S22x5/01-2.0,-921.8475395167
S22x5/02-A,-467.5112525263
S22x5/02-B,-454.3333340043
S22x5/02-0.9,-921.8365419289
S22x5/02-1.0,-921.8496314991
S22x5/02-1.2,-921.8506003885
S22x5/02-1.5,-921.8470136977
S22x5/02-2.0,-921.8455046408
S22x5/03-A,-56.5785982024
S22x5/03-B,-56.5785982024
S22x5/03-0.9,-113.1613504909
S22x5/03-1.0,-113.1623405467
S22x5/03-1.2,-113.1609526671
S22x5/03-1.5,-113.1588777788
S22x5/03-2.0,-113.1577539013
S22x5/04-A,-76.46505792
S22x5/04-B,-76.4650827414
S22x5/04-0.9,-152.9384960657
S22x5/04-1.0,-152.9392693836
S22x5/04-1.2,-152.9373037022
S22x5/04-1.5,-152.9340481341
S22x5/04-2.0,-152.9316787297
S22x5/05-A,-40.5201579857
S22x5/05-B,-40.5201579857
S22x5/05-0.9,-81.0399454182
S22x5/05-1.0,-81.040495743
S22x5/05-1.2,-81.040350208
S22x5/05-1.5,-81.0402974567
S22x5/05-2.0,-81.0403145502
S22x5/06-A,-78.6070385371
S22x5/06-B,-78.6070385371
S22x5/06-0.9,-157.2131597839
S22x5/06-1.0,-157.215075655
S22x5/06-1.2,-157.2146049452
S22x5/06-1.5,-157.2141094658
S22x5/06-2.0,-157.2140790463
S22x5/07-A,-78.6070005521
S22x5/07-B,-77.3553922828
S22x5/07-0.9,-155.963852641
S22x5/07-1.0,-155.9643816029
S22x5/07-1.2,-155.9637959761
S22x5/07-1.5,-155.9629775456
S22x5/07-2.0,-155.9625706935
S22x5/08-A,-189.8546237565
S22x5/08-B,-189.8546237565
S22x5/08-0.9,-379.7378408729
S22x5/08-1.0,-379.7408235624
S22x5/08-1.2,-379.7353881424
S22x5/08-1.5,-379.7243549371
S22x5/08-2.0,-379.7149789401
S22x5/09-A,-169.9714049926
S22x5/09-B,-169.9714049926
S22x5/09-0.9,-339.9661829784
S22x5/09-1.0,-339.9687240265
S22x5/09-1.2,-339.9643799094
S22x5/09-1.5,-339.9556668249
S22x5/09-2.0,-339.9482992574
S22x5/10-A,-232.3188930118
S22x5/10-B,-76.4649656168
S22x5/10-0.9,-308.7871115776
S22x5/10-1.0,-308.788032612
S22x5/10-1.2,-308.7871688143
S22x5/10-1.5,-308.7855590839
S22x5/10-2.0,-308.7844953032
S22x5/11-A,-232.3189242175
S22x5/11-B,-56.578510329
S22x5/11-0.9,-288.8983403922
S22x5/11-1.0,-288.8995023398
S22x5/11-1.2,-288.899129819
S22x5/11-1.5,-288.8982352341
S22x5/11-2.0,-288.8977131758
S22x5/12-A,-232.318892083
S22x5/12-B,-40.5201590892
S22x5/12-0.9,-272.8380662689
S22x5/12-1.0,-272.8394541691
S22x5/12-1.2,-272.8396955668
S22x5/12-1.5,-272.839237588
S22x5/12-2.0,-272.8390747225
S22x5/13-A,-232.3188877423
S22x5/13-B,-232.3188861985
S22x5/13-0.9,-464.6364534196
S22x5/13-1.0,-464.6383932757
S22x5/13-1.2,-464.6390680616
S22x5/13-1.5,-464.6383733845
S22x5/13-2.0,-464.6379504241
S22x5/14-A,-232.3189007517
S22x5/14-B,-232.3189007516
S22x5/14-0.9,-464.6270981603
S22x5/14-1.0,-464.6354287108
S22x5/14-1.2,-464.6375292512
