system,cam-B3LYP(w=200)/def2-QZVP/Q-Chem
S22x5/01-A,-467.3959211367
S22x5/01-B,-454.2241054559
S22x5/01-0.9,-921.6426067312
S22x5/01-1.0,-921.6446165745
S22x5/01-1.2,-921.6396804493
S22x5/01-1.5,-921.6305189499
S22x5/01-2.0,-921.6234166223
S22x5/02-A,-467.3952759906
S22x5/02-B,-454.2250891824
S22x5/02-0.9,-921.6134193118
S22x5/02-1.0,-921.6256281321
S22x5/02-1.2,-921.6260557674
S22x5/02-1.5,-921.6226999842
S22x5/02-2.0,-921.6212851697
S22x5/03-A,-56.565461626
S22x5/03-B,-56.565461626
S22x5/03-0.9,-113.1350989101
S22x5/03-1.0,-113.1360165348
S22x5/03-1.2,-113.1345852226
S22x5/03-1.5,-113.132568424
S22x5/03-2.0,-113.1314808414
S22x5/04-A,-76.4497426945
S22x5/04-B,-76.4497684197
S22x5/04-0.9,-152.908036282
S22x5/04-1.0,-152.90870005
S22x5/04-1.2,-152.9066289087
S22x5/04-1.5,-152.903373046
S22x5/04-2.0,-152.9010542102
S22x5/05-A,-40.508647933
S22x5/05-B,-40.508647933
S22x5/05-0.9,-81.016809764
S22x5/05-1.0,-81.0173543009
S22x5/05-1.2,-81.0172843659
S22x5/05-1.5,-81.0172742514
S22x5/05-2.0,-81.0172943811
S22x5/06-A,-78.5843746841
S22x5/06-B,-78.5843746841
S22x5/06-0.9,-157.1678076127
S22x5/06-1.0,-157.1696008419
S22x5/06-1.2,-157.1691652016
S22x5/06-1.5,-157.1687709413
S22x5/06-2.0,-157.1687513862
S22x5/07-A,-78.5843372125
S22x5/07-B,-77.3328696417
S22x5/07-0.9,-155.9185069422
S22x5/07-1.0,-155.9190432269
S22x5/07-1.2,-155.9185147353
S22x5/07-1.5,-155.9177691714
S22x5/07-2.0,-155.9173857791
S22x5/08-A,-189.8137439992
S22x5/08-B,-189.8137439992
S22x5/08-0.9,-379.6569180921
S22x5/08-1.0,-379.6596071293
S22x5/08-1.2,-379.6537725971
S22x5/08-1.5,-379.6425134287
S22x5/08-2.0,-379.6331735238
S22x5/09-A,-169.932557118
S22x5/09-B,-169.932557118
S22x5/09-0.9,-339.888989241
S22x5/09-1.0,-339.8913033223
S22x5/09-1.2,-339.8866931222
S22x5/09-1.5,-339.8778763615
S22x5/09-2.0,-339.8705968283
S22x5/10-A,-232.2530318177
S22x5/10-B,-76.4496413639
S22x5/10-0.9,-308.705960772
S22x5/10-1.0,-308.70677758
S22x5/10-1.2,-308.7058722028
S22x5/10-1.5,-308.7043357212
S22x5/10-2.0,-308.7033144277
S22x5/11-A,-232.2530677381
S22x5/11-B,-56.5653573163
S22x5/11-0.9,-288.8193142625
S22x5/11-1.0,-288.8203855476
S22x5/11-1.2,-288.8200076113
S22x5/11-1.5,-288.819186324
S22x5/11-2.0,-288.8187050709
S22x5/12-A,-232.2530421964
S22x5/12-B,-40.5086448424
S22x5/12-0.9,-272.7606648212
S22x5/12-1.0,-272.7619709085
S22x5/12-1.2,-272.7622003805
S22x5/12-1.5,-272.7618257635
S22x5/12-2.0,-272.7617094078
S22x5/13-A,-232.2530332604
S22x5/13-B,-232.2530277057
S22x5/13-0.9,-464.5047361837
S22x5/13-1.0,-464.5066004006
S22x5/13-1.2,-464.5072120324
S22x5/13-1.5,-464.5065923506
S22x5/13-2.0,-464.5062355684
S22x5/14-A,-232.2530516634
S22x5/14-B,-232.2530516634
S22x5/14-0.9,-464.495461089
S22x5/14-1.0,-464.5034829096
S22x5/14-1.2,-464.5055909942
S22x5/14-1.5,-464.5056836851
S22x5/14-2.0,-464.5058585264
S22x5/15-A,-232.2529385116
