system,LC-BLYP(w=350)/def2-QZVP/Q-Chem
S22x5/01-A,-466.4284497343
S22x5/01-B,-453.3243910951
S22x5/01-0.9,-919.7800040107
S22x5/01-1.0,-919.7810650085
S22x5/01-1.2,-919.7748063033
S22x5/01-1.5,-919.7644769538
S22x5/01-2.0,-919.7565619511
S22x5/02-A,-466.4271787301
S22x5/02-B,-453.3250028941
S22x5/02-0.9,-919.7571247981
S22x5/02-1.0,-919.7648153223
S22x5/02-1.2,-919.7605848937
S22x5/02-1.5,-919.7550849163
S22x5/02-2.0,-919.7531471665
S22x5/03-A,-56.4447207126
S22x5/03-B,-56.4447207126
S22x5/03-0.9,-112.8954214278
S22x5/03-1.0,-112.8958492919
S22x5/03-1.2,-112.8937643344
S22x5/03-1.5,-112.8913172362
S22x5/03-2.0,-112.8900286784
S22x5/04-A,-76.323164116
S22x5/04-B,-76.3231679848
S22x5/04-0.9,-152.6570696991
S22x5/04-1.0,-152.6571865632
S22x5/04-1.2,-152.6543947406
S22x5/04-1.5,-152.6506184184
S22x5/04-2.0,-152.6479966363
S22x5/05-A,-40.3909368844
S22x5/05-B,-40.3909368844
S22x5/05-0.9,-80.7825736497
S22x5/05-1.0,-80.7826061768
S22x5/05-1.2,-80.7820473846
S22x5/05-1.5,-80.7818787242
S22x5/05-2.0,-80.7818729897
S22x5/06-A,-78.3747176069
S22x5/06-B,-78.3747176069
S22x5/06-0.9,-156.7509933837
S22x5/06-1.0,-156.7517996254
S22x5/06-1.2,-156.7503391494
S22x5/06-1.5,-156.7495329994
S22x5/06-2.0,-156.7494396139
S22x5/07-A,-78.3746810107
S22x5/07-B,-77.1354741855
S22x5/07-0.9,-155.5123162884
S22x5/07-1.0,-155.5125872199
S22x5/07-1.2,-155.5117468621
S22x5/07-1.5,-155.5107946658
S22x5/07-2.0,-155.5103430076
S22x5/08-A,-189.4871187332
S22x5/08-B,-189.4871187332
S22x5/08-0.9,-379.0092848706
S22x5/08-1.0,-379.0109017793
S22x5/08-1.2,-379.0033652144
S22x5/08-1.5,-378.9906624482
S22x5/08-2.0,-378.9803514833
S22x5/09-A,-169.6114987107
S22x5/09-B,-169.6114987107
S22x5/09-0.9,-339.2511670185
S22x5/09-1.0,-339.2525877208
S22x5/09-1.2,-339.2467203457
S22x5/09-1.5,-339.236820911
S22x5/09-2.0,-339.2288094493
S22x5/10-A,-231.6729506488
S22x5/10-B,-76.323018284
S22x5/10-0.9,-308.0016732976
S22x5/10-1.0,-308.0017522467
S22x5/10-1.2,-308.0000233829
S22x5/10-1.5,-307.9979495014
S22x5/10-2.0,-307.99668442
S22x5/11-A,-231.6730004357
S22x5/11-B,-56.4445248972
S22x5/11-0.9,-288.1205965032
S22x5/11-1.0,-288.1209773177
S22x5/11-1.2,-288.1198755882
S22x5/11-1.5,-288.1185359197
S22x5/11-2.0,-288.1178423303
S22x5/12-A,-231.6730311719
S22x5/12-B,-40.3908963254
S22x5/12-0.9,-272.0649811137
S22x5/12-1.0,-272.0656269359
S22x5/12-1.2,-272.0650934283
S22x5/12-1.5,-272.0642637389
S22x5/12-2.0,-272.0639771076
S22x5/13-A,-231.6730112403
S22x5/13-B,-231.6729915718
S22x5/13-0.9,-463.3475157246
S22x5/13-1.0,-463.3486399684
S22x5/13-1.2,-463.3481754833
S22x5/13-1.5,-463.3468904743
S22x5/13-2.0,-463.3462288999
S22x5/14-A,-231.6730133394
S22x5/14-B,-231.6730133394
S22x5/14-0.9,-463.3408051092
S22x5/14-1.0,-463.3464726577
S22x5/14-1.2,-463.3466199311
S22x5/14-1.5,-463.3458664662
S22x5/14-2.0,-463.3459022777
S22x5/15-A,-231.6728578974
S22x5/15-B,-362.9840986341
S22x5/15-0.9,-594.6622640744
S22x5/15-1.0,-594.6637507888
S22x5/15-1.2,-594.6627558186
S22x5/15-1.5,-594.6601095858
S22x5/15-2.0,-594.6581871046
S22x5/16-A,-231.6729565605
S22x5/16-B,-362.9841058988
S22x5/16-0.9,-594.6522749985
S22x5/16-1.0,-594.6586418944
S22x5/16-1.2,-594.6585574103
S22x5/16-1.5,-594.6568965944
S22x5/16-2.0,-594.6568168575
S22x5/17-A,-263.7564838849
S22x5/17-B,-263.7564714883
S22x5/17-0.9,-527.5108224671
S22x5/17-1.0,-527.5162633383
S22x5/17-1.2,-527.5154029761
S22x5/17-1.5,-527.5135477779
S22x5/17-2.0,-527.5130953555
S22x5/18-A,-322.8744105182
S22x5/18-B,-302.9966213005
S22x5/18-0.9,-625.8987501439
S22x5/18-1.0,-625.9002007184
S22x5/18-1.2,-625.8943103613
S22x5/18-1.5,-625.8841309981
S22x5/18-2.0,-625.8759722891
S22x5/19-A,-306.8159371738
S22x5/19-B,-306.8158098417
S22x5/19-0.9,-613.6429759052
S22x5/19-1.0,-613.6431928119
S22x5/19-1.2,-613.6406721276
S22x5/19-1.5,-613.6365758433
S22x5/19-2.0,-613.6335930505
S22x5/20-A,-414.1080979109
S22x5/20-B,-414.1080979109
S22x5/20-0.9,-828.2233948554
S22x5/20-1.0,-828.2283994819
S22x5/20-1.2,-828.2234139523
S22x5/20-1.5,-828.2187791408
S22x5/20-2.0,-828.2170688794
S22x5/21-A,-414.1076627786
S22x5/21-B,-414.1076627786
S22x5/21-0.9,-828.2497782043
S22x5/21-1.0,-828.2514041469
S22x5/21-1.2,-828.2442821781
S22x5/21-1.5,-828.2323028325
S22x5/21-2.0,-828.2223985493
S22x5/22-A,-231.6729062413
S22x5/22-B,-93.2350390996
S22x5/22-0.9,-324.9147134122
S22x5/22-1.0,-324.9152482906
S22x5/22-1.2,-324.9135883693
S22x5/22-1.5,-324.9109570298
S22x5/22-2.0,-324.9091591455
S66x8/01-A,-76.3231175304
S66x8/01-B,-76.323135896
S66x8/01-090,-152.6572606723
S66x8/01-095,-152.6572363456
S66x8/01-100,-152.6567984022
S66x8/01-105,-152.6561282431
S66x8/01-110,-152.6553485921
S66x8/01-125,-152.6529975702
S66x8/01-150,-152.6501744664
S66x8/01-200,-152.6478105948
S66x8/02-A,-76.3231333565
S66x8/02-B,-115.5144890222
S66x8/02-090,-191.849587035
S66x8/02-095,-191.8496083345
S66x8/02-100,-191.8491598363
S66x8/02-105,-191.8484449199
S66x8/02-110,-191.8475978651
S66x8/02-125,-191.844995468
S66x8/02-150,-191.8418301919
S66x8/02-200,-191.8392017337
S66x8/03-A,-76.3231601505
S66x8/03-B,-95.64063188
S66x8/03-090,-171.9777154658
S66x8/03-095,-171.97784068
S66x8/03-100,-171.9774228973
S66x8/03-105,-171.9766824997
S66x8/03-110,-171.9757701361
S66x8/03-125,-171.9728308551
S66x8/03-150,-171.9690345826
S66x8/03-200,-171.9656667565
S66x8/04-A,-76.323157139
S66x8/04-B,-248.0378060488
S66x8/04-090,-324.3773441704
S66x8/04-095,-324.3774144641
S66x8/04-100,-324.3769202693
S66x8/04-105,-324.3760918163
S66x8/04-110,-324.3750801606
S66x8/04-125,-324.371825724
S66x8/04-150,-324.3675466376
S66x8/04-200,-324.363264097
S66x8/05-A,-115.514515561
S66x8/05-B,-115.514523525
S66x8/05-090,-231.0407737762
S66x8/05-095,-231.0409205927
S66x8/05-100,-231.0405615286
S66x8/05-105,-231.0399099803
S66x8/05-110,-231.039105855
S66x8/05-125,-231.036550684
S66x8/05-150,-231.0333545605
S66x8/05-200,-231.0306518207
S66x8/06-A,-115.514368187
S66x8/06-B,-95.6406601208
S66x8/06-090,-211.1692095112
S66x8/06-095,-211.1695648678
S66x8/06-100,-211.1692754578
S66x8/06-105,-211.1685945966
S66x8/06-110,-211.1676980808
S66x8/06-125,-211.1646801497
S66x8/06-150,-211.1606630914
S66x8/06-200,-211.1570737775
S66x8/07-A,-115.5144520333
S66x8/07-B,-248.0377242615
S66x8/07-090,-363.5680219875
S66x8/07-095,-363.5682841479
S66x8/07-100,-363.5679256701
S66x8/07-105,-363.5671922287
S66x8/07-110,-363.5662410773
S66x8/07-125,-363.563048812
S66x8/07-150,-363.5582163828
S66x8/07-200,-363.5538519489
S66x8/08-A,-115.5145159163
S66x8/08-B,-76.3231448733
S66x8/08-090,-191.8484302648
S66x8/08-095,-191.848513753
S66x8/08-100,-191.8481509265
S66x8/08-105,-191.8475325661
S66x8/08-110,-191.8467857924
S66x8/08-125,-191.8444673538
S66x8/08-150,-191.8416190095
S66x8/08-200,-191.8392130146
S66x8/09-A,-95.6405985235
S66x8/09-B,-115.5145211821
S66x8/09-090,-211.1611331674
S66x8/09-095,-211.161150472
S66x8/09-100,-211.1608591171
S66x8/09-105,-211.1604106632
S66x8/09-110,-211.1598979403
S66x8/09-125,-211.1584219976
S66x8/09-150,-211.1568542973
S66x8/09-200,-211.1557754501
S66x8/10-A,-95.6406751091
S66x8/10-B,-95.6406150742
S66x8/10-090,-191.2888641554
S66x8/10-095,-191.2891344355
S66x8/10-100,-191.2889163473
S66x8/10-105,-191.2884223939
S66x8/10-110,-191.2877952449
S66x8/10-125,-191.2858342655
S66x8/10-150,-191.2832007917
S66x8/10-200,-191.2818267501
S66x8/11-A,-95.6405039415
S66x8/11-B,-248.0378665982
S66x8/11-090,-343.6877596084
S66x8/11-095,-343.6880671321
S66x8/11-100,-343.6878584964
S66x8/11-105,-343.6873449932
S66x8/11-110,-343.6866687186
S66x8/11-125,-343.683382008
S66x8/11-150,-343.6804161828
S66x8/11-200,-343.679114795
S66x8/12-A,-95.6406225429
S66x8/12-B,-76.3230011786
S66x8/12-090,-171.9783483554
S66x8/12-095,-171.9785518703
S66x8/12-100,-171.9781471828
S66x8/12-105,-171.9773797796
S66x8/12-110,-171.9764187627
S66x8/12-125,-171.9732924687
S66x8/12-150,-171.9692419946
S66x8/12-200,-171.9657076121
S66x8/13-A,-248.0379022562
S66x8/13-B,-115.5145381392
S66x8/13-090,-363.5635198608
S66x8/13-095,-363.5638448235
S66x8/13-100,-363.5636417664
S66x8/13-105,-363.5631196982
S66x8/13-110,-363.5624238695
S66x8/13-125,-363.5600998243
S66x8/13-150,-363.5570821905
S66x8/13-200,-363.5544326088
S66x8/14-A,-248.0377499832
S66x8/14-B,-95.6406161397
S66x8/14-090,-343.6906073799
S66x8/14-095,-343.6911791765
S66x8/14-100,-343.6911169418
S66x8/14-105,-343.6906572372
S66x8/14-110,-343.6899629967
S66x8/14-125,-343.6874242514
S66x8/14-150,-343.6838847355
S66x8/14-200,-343.6806075798
S66x8/15-A,-248.0377403548
S66x8/15-B,-248.0377826147
S66x8/15-090,-496.0895746736
S66x8/15-095,-496.0900714753
S66x8/15-100,-496.0899433369
S66x8/15-105,-496.0894162816
S66x8/15-110,-496.088656247
S66x8/15-125,-496.0859518558
S66x8/15-150,-496.0821336548
S66x8/15-200,-496.0781002013
S66x8/16-A,-248.0378792972
S66x8/16-B,-76.3231470395
S66x8/16-090,-324.37095182
S66x8/16-095,-324.371167303
S66x8/16-100,-324.3709343037
S66x8/16-105,-324.370437288
S66x8/16-110,-324.3698060353
S66x8/16-125,-324.3677625161
S66x8/16-150,-324.3651736856
S66x8/16-200,-324.3629017399
S66x8/17-A,-414.1078081643
