system,cam-QTP-01(w=100)/def2-QZVP/Q-Chem
S22x5/01-A,-467.3586804227
S22x5/01-B,-454.1848394002
S22x5/01-0.9,-921.5709051981
S22x5/01-1.0,-921.5721258861
S22x5/01-1.2,-921.5659512416
S22x5/01-1.5,-921.5554667566
S22x5/01-2.0,-921.5472721517
S22x5/02-A,-467.3580598805
S22x5/02-B,-454.1858611145
S22x5/02-0.9,-921.5466624463
S22x5/02-1.0,-921.5563105272
S22x5/02-1.2,-921.552981143
S22x5/02-1.5,-921.5469868068
S22x5/02-2.0,-921.5448827477
S22x5/03-A,-56.5533358217
S22x5/03-B,-56.5533358217
S22x5/03-0.9,-113.1128181314
S22x5/03-1.0,-113.1132887356
S22x5/03-1.2,-113.1111589919
S22x5/03-1.5,-113.1085715834
S22x5/03-2.0,-113.1072476201
S22x5/04-A,-76.4385862021
S22x5/04-B,-76.4386212864
S22x5/04-0.9,-152.8875699665
S22x5/04-1.0,-152.8879032031
S22x5/04-1.2,-152.8852864755
S22x5/04-1.5,-152.881485127
S22x5/04-2.0,-152.8788140458
S22x5/05-A,-40.4955109578
S22x5/05-B,-40.4955109578
S22x5/05-0.9,-80.9920491997
S22x5/05-1.0,-80.9920007742
S22x5/05-1.2,-80.9912711274
S22x5/05-1.5,-80.9910319061
S22x5/05-2.0,-80.9910213103
S22x5/06-A,-78.56841563
S22x5/06-B,-78.56841563
S22x5/06-0.9,-157.1387105242
S22x5/06-1.0,-157.1396071434
S22x5/06-1.2,-157.1379445993
S22x5/06-1.5,-157.1369500754
S22x5/06-2.0,-157.1368358437
S22x5/07-A,-78.5683831227
S22x5/07-B,-77.3195399856
S22x5/07-0.9,-155.8907053858
S22x5/07-1.0,-155.8908553879
S22x5/07-1.2,-155.889772491
S22x5/07-1.5,-155.8886288459
S22x5/07-2.0,-155.8881164849
S22x5/08-A,-189.794666923
S22x5/08-B,-189.794666923
S22x5/08-0.9,-379.6229983588
S22x5/08-1.0,-379.6250924524
S22x5/08-1.2,-379.6182604297
S22x5/08-1.5,-379.6058733184
S22x5/08-2.0,-379.5954549338
S22x5/09-A,-169.9128944327
S22x5/09-B,-169.9128944327
S22x5/09-0.9,-339.8537014535
S22x5/09-1.0,-339.8553711989
S22x5/09-1.2,-339.8497107076
S22x5/09-1.5,-339.8397583212
S22x5/09-2.0,-339.8315486248
S22x5/10-A,-232.2270985
S22x5/10-B,-76.438489071
S22x5/10-0.9,-308.6712886524
S22x5/10-1.0,-308.671578777
S22x5/10-1.2,-308.6698814466
S22x5/10-1.5,-308.6676366339
S22x5/10-2.0,-308.6663017348
S22x5/11-A,-232.2271375492
S22x5/11-B,-56.5532454363
S22x5/11-0.9,-288.7835974626
S22x5/11-1.0,-288.7841453163
S22x5/11-1.2,-288.7829747981
S22x5/11-1.5,-288.7814696805
S22x5/11-2.0,-288.7806998595
S22x5/12-A,-232.2271535661
S22x5/12-B,-40.4955322686
S22x5/12-0.9,-272.7239463635
S22x5/12-1.0,-272.7247235943
S22x5/12-1.2,-272.7241349272
S22x5/12-1.5,-272.7231135348
S22x5/12-2.0,-272.7227376203
S22x5/13-A,-232.2271406546
S22x5/13-B,-232.227134406
S22x5/13-0.9,-464.4559904222
S22x5/13-1.0,-464.4572149034
S22x5/13-1.2,-464.4567983866
S22x5/13-1.5,-464.4553055518
S22x5/13-2.0,-464.4545118401
S22x5/14-A,-232.2271305021
S22x5/14-B,-232.2271305021
S22x5/14-0.9,-464.4489708765
S22x5/14-1.0,-464.4553592008
S22x5/14-1.2,-464.4553469593
S22x5/14-1.5,-464.4541742881
S22x5/14-2.0,-464.4540927049
S22x5/15-A,-232.227018916
S22x5/15-B,-363.8087600176
S22x5/15-0.9,-596.0411651855
S22x5/15-1.0,-596.0429230415
S22x5/15-1.2,-596.0421040129
S22x5/15-1.5,-596.0392611778
S22x5/15-2.0,-596.0370719752
S22x5/16-A,-232.2270706639
S22x5/16-B,-363.8087979262
S22x5/16-0.9,-596.0308456232
S22x5/16-1.0,-596.037981368
S22x5/16-1.2,-596.0380971353
S22x5/16-1.5,-596.0359577218
S22x5/16-2.0,-596.0356670129
S22x5/17-A,-264.3173550197
S22x5/17-B,-264.3173753586
S22x5/17-0.9,-528.6320342198
S22x5/17-1.0,-528.638312071
S22x5/17-1.2,-528.6376170051
S22x5/17-1.5,-528.6354172187
S22x5/17-2.0,-528.6348779447
S22x5/18-A,-323.5351854847
S22x5/18-B,-303.6511801877
S22x5/18-0.9,-627.2143162959
S22x5/18-1.0,-627.2158952586
S22x5/18-1.2,-627.2101082271
S22x5/18-1.5,-627.1997740614
S22x5/18-2.0,-627.1913283022
S22x5/19-A,-307.474342497
S22x5/19-B,-307.4742169755
S22x5/19-0.9,-614.9592668171
S22x5/19-1.0,-614.9598105968
S22x5/19-1.2,-614.9576155457
