system,energy
S22x5/01-0.9,-10.2341963432
S22x5/01-1.0,-12.4668374021
S22x5/01-1.2,-10.7289561882
S22x5/01-1.5,-6.0276301065
S22x5/01-2.0,-2.0875420432
S22x5/02-0.9, 5.3194291890
S22x5/02-1.0,-2.6469228139
S22x5/02-1.2,-3.2014215608
S22x5/02-1.5,-1.6314305067
S22x5/02-2.0,-0.5866335071
S22x5/03-0.9,-1.3752560389
S22x5/03-1.0,-2.4099877865
S22x5/03-1.2,-1.9756194534
S22x5/03-1.5,-0.9920297279
S22x5/03-2.0,-0.3393320233
S22x5/04-0.9,-3.6885320653
S22x5/04-1.0,-4.5573440328
S22x5/04-1.2,-3.8636825098
S22x5/04-1.5,-2.2722306317
S22x5/04-2.0,-0.9890992587
S22x5/05-0.9, 0.6317326131
S22x5/05-1.0, 0.1093811765
S22x5/05-1.2,-0.0195029945
S22x5/05-1.5,-0.0079379948
S22x5/05-2.0,-0.0011232419
S22x5/06-0.9, 1.2995532959
S22x5/06-1.0,-0.0854667904
S22x5/06-1.2,-0.1993974105
S22x5/06-1.5,-0.0589607902
S22x5/06-2.0,-0.0037838821
S22x5/07-0.9,-0.3184861586
S22x5/07-1.0,-0.8589098680
S22x5/07-1.2,-0.7515178966
S22x5/07-1.5,-0.3762421306
S22x5/07-2.0,-0.1214858342
S22x5/08-0.9,-14.4857738345
S22x5/08-1.0,-17.0396809189
S22x5/08-1.2,-14.7202741250
S22x5/08-1.5,-8.7558593230
S22x5/08-2.0,-3.5345035897
S22x5/09-0.9,-11.4809572671
S22x5/09-1.0,-13.7959714947
S22x5/09-1.2,-12.1552852232
S22x5/09-1.5,-7.5378446081
S22x5/09-2.0,-3.4517099897
S22x5/10-0.9,-1.5572212363
S22x5/10-1.0,-2.1870524956
S22x5/10-1.2,-1.8864566322
S22x5/10-1.5,-1.1059415228
S22x5/10-2.0,-0.4534571714
S22x5/11-0.9,-0.2070091005
S22x5/11-1.0,-0.9417536688
S22x5/11-1.2,-0.9275845049
S22x5/11-1.5,-0.5313499224
S22x5/11-2.0,-0.1986632245
S22x5/12-0.9, 0.8680840566
S22x5/12-1.0, 0.0264683496
S22x5/12-1.2,-0.2252947265
S22x5/12-1.5,-0.1189004952
S22x5/12-2.0,-0.0316515779
S22x5/13-0.9, 1.1784000418
S22x5/13-1.0,-0.1531185868
S22x5/13-1.2,-0.6187557171
S22x5/13-1.5,-0.3774908745
S22x5/13-2.0,-0.1450299897
S22x5/14-0.9, 6.4331392790
S22x5/14-1.0, 1.6977896336
S22x5/14-1.2, 0.2434485756
S22x5/14-1.5, 0.1183984876
S22x5/14-2.0, 0.0357052891
S22x5/15-0.9,-0.2933104785
S22x5/15-1.0,-2.0455553843
S22x5/15-1.2,-2.4626483816
S22x5/15-1.5,-1.6399834609
S22x5/15-2.0,-0.7439564075
S22x5/16-0.9, 7.5046368067
S22x5/16-1.0, 1.7690245091
S22x5/16-1.2, 0.1990899309
S22x5/16-1.5, 0.2812873969
S22x5/16-2.0, 0.1902420474
S22x5/17-0.9, 5.6180860481
S22x5/17-1.0, 0.4801702497
S22x5/17-1.2,-0.6187619922
S22x5/17-1.5,-0.2690823377
S22x5/17-2.0,-0.0578877490
S22x5/18-0.9,-10.8094217281
S22x5/18-1.0,-13.1887619519
S22x5/18-1.2,-11.6550472205
S22x5/18-1.5,-6.9678965779
S22x5/18-2.0,-2.8643799470
S22x5/19-0.9,-2.5870395847
S22x5/19-1.0,-3.8557445148
S22x5/19-1.2,-3.5996641735
S22x5/19-1.5,-2.1877051055
S22x5/19-2.0,-0.9672117281
S22x5/20-0.9, 2.2779346927
S22x5/20-1.0,-3.4620387957
S22x5/20-1.2,-3.1783480375
S22x5/20-1.5,-1.5533871534
S22x5/20-2.0,-0.5593493952
S22x5/21-0.9,-15.1033498338
S22x5/21-1.0,-17.5144420370
S22x5/21-1.2,-15.2740073104
S22x5/21-1.5,-9.4972241163
S22x5/21-2.0,-4.3265962489
S22x5/22-0.9,-2.2172294262
S22x5/22-1.0,-3.1143797216
S22x5/22-1.2,-2.7959876894
S22x5/22-1.5,-1.7116575930
S22x5/22-2.0,-0.7734117021
S66x8/01-090,-4.0390776829
S66x8/01-095,-4.4298152824
S66x8/01-100,-4.5041939803
S66x8/01-105,-4.3880419766
S66x8/01-110,-4.1592645725
S66x8/01-125,-3.2687219519
S66x8/01-150,-2.0348500726
S66x8/01-200,-0.8464914555
S66x8/02-090,-4.1153138089
S66x8/02-095,-4.5952330549
S66x8/02-100,-4.7209483030
S66x8/02-105,-4.6266901048
S66x8/02-110,-4.4030206278
S66x8/02-125,-3.4656218747
S66x8/02-150,-2.1270249393
S66x8/02-200,-0.8561551014
S66x8/03-090,-5.2960732863
S66x8/03-095,-5.8117793976
S66x8/03-100,-5.9365784818
S66x8/03-105,-5.8113150406
S66x8/03-110,-5.5362776380
S66x8/03-125,-4.3682377776
S66x8/03-150,-2.6273445182
S66x8/03-200,-0.9514298649
S66x8/04-090,-6.1471016353
S66x8/04-095,-6.6970509386
S66x8/04-100,-6.8390312322
S66x8/04-105,-6.7116656342
S66x8/04-110,-6.4244796483
S66x8/04-125,-5.1924149962
S66x8/04-150,-3.3321129590
S66x8/04-200,-1.2488254300
S66x8/05-090,-3.9694366814
S66x8/05-095,-4.5364416922
S66x8/05-100,-4.7285035170
