system,energy
S22x5/01-0.9,-17.1845823948
S22x5/01-1.0,-17.9505756799
S22x5/01-1.2,-14.0759277558
S22x5/01-1.5,-7.4968140854
S22x5/01-2.0,-2.3546218726
S22x5/02-0.9,-1.7202866641
S22x5/02-1.0,-7.7745488374
S22x5/02-1.2,-5.6853287084
S22x5/02-1.5,-1.9238259508
S22x5/02-2.0,-0.6035089311
S22x5/03-0.9,-3.8569794535
S22x5/03-1.0,-4.1522880477
S22x5/03-1.2,-2.8158536981
S22x5/03-1.5,-1.1922303506
S22x5/03-2.0,-0.3614308362
S22x5/04-0.9,-6.5025531220
S22x5/04-1.0,-6.7116622457
S22x5/04-1.2,-5.0696408851
S22x5/04-1.5,-2.6842586863
S22x5/04-2.0,-1.0081299267
S22x5/05-0.9,-0.6446305055
S22x5/05-1.0,-0.6142430455
S22x5/05-1.2,-0.1563827656
S22x5/05-1.5,-0.0062691334
S22x5/05-2.0, 0.0003798315
S22x5/06-0.9,-1.1792560902
S22x5/06-1.0,-1.7418931330
S22x5/06-1.2,-0.6986309588
S22x5/06-1.5,-0.0745577892
S22x5/06-2.0,-0.0028763152
S22x5/07-0.9,-1.7459054913
S22x5/07-1.0,-1.8400332302
S22x5/07-1.2,-1.1605051658
S22x5/07-1.5,-0.4428570303
S22x5/07-2.0,-0.1213456486
S22x5/08-0.9,-21.1248007290
S22x5/08-1.0,-22.4388643031
S22x5/08-1.2,-18.1517053303
S22x5/08-1.5,-10.3786756306
S22x5/08-2.0,-3.8410405874
S22x5/09-0.9,-17.5154134844
S22x5/09-1.0,-18.5631945426
S22x5/09-1.2,-15.0111826227
S22x5/09-1.5,-8.7659658650
S22x5/09-2.0,-3.6143035931
S22x5/10-0.9,-3.5774825921
S22x5/10-1.0,-3.7595385273
S22x5/10-1.2,-2.6944476204
S22x5/10-1.5,-1.2858063831
S22x5/10-2.0,-0.4481445507
S22x5/11-0.9,-2.0171148351
S22x5/11-1.0,-2.3608982224
S22x5/11-1.2,-1.6263869620
S22x5/11-1.5,-0.6819114081
S22x5/11-2.0,-0.1988414371
S22x5/12-0.9,-0.7909937646
