system,energy
S22x5/01-0.9,-10.4596102966
S22x5/01-1.0,-12.6017707643
S22x5/01-1.2,-10.7731203049
S22x5/01-1.5,-6.0387935000
S22x5/01-2.0,-2.0901838580
S22x5/02-0.9, 5.6763001020
S22x5/02-1.0,-2.4706554025
S22x5/02-1.2,-3.2133944416
S22x5/02-1.5,-1.6331436076
S22x5/02-2.0,-0.5794987245
S22x5/03-0.9,-1.5057152586
S22x5/03-1.0,-2.4828290863
S22x5/03-1.2,-2.0049178707
S22x5/03-1.5,-1.0011474406
S22x5/03-2.0,-0.3401917113
S22x5/04-0.9,-3.7578969626
S22x5/04-1.0,-4.6007363130
S22x5/04-1.2,-3.8792008191
S22x5/04-1.5,-2.2685534261
S22x5/04-2.0,-0.9787704527
S22x5/05-0.9, 0.6182537095
S22x5/05-1.0, 0.0941075959
S22x5/05-1.2,-0.0257655390
S22x5/05-1.5,-0.0090361364
S22x5/05-2.0,-0.0010918665
S22x5/06-0.9, 1.3080372240
S22x5/06-1.0,-0.0949484586
S22x5/06-1.2,-0.2113451909
S22x5/06-1.5,-0.0616026051
S22x5/06-2.0,-0.0036646553
S22x5/07-0.9,-0.3569901399
S22x5/07-1.0,-0.8777853530
S22x5/07-1.2,-0.7581192962
S22x5/07-1.5,-0.3771206439
S22x5/07-2.0,-0.1212787561
S22x5/08-0.9,-14.3775284502
S22x5/08-1.0,-16.9316739883
S22x5/08-1.2,-14.6198286835
S22x5/08-1.5,-8.6927067694
S22x5/08-2.0,-3.5011138106
S22x5/09-0.9,-11.5909847783
S22x5/09-1.0,-13.8283886341
S22x5/09-1.2,-12.1237214967
S22x5/09-1.5,-7.5007964487
S22x5/09-2.0,-3.4245388294
S22x5/10-0.9,-1.5305520836
S22x5/10-1.0,-2.1699967881
S22x5/10-1.2,-1.8826601998
S22x5/10-1.5,-1.0966669327
S22x5/10-2.0,-0.4407250042
S22x5/11-0.9,-0.1857679047
S22x5/11-1.0,-0.9314562383
S22x5/11-1.2,-0.9306655764
S22x5/11-1.5,-0.5308290896
S22x5/11-2.0,-0.1946157883
S22x5/12-0.9, 0.8957509492
S22x5/12-1.0, 0.0356488132
S22x5/12-1.2,-0.2323291078
