system,energy
S22x5/01-0.9,-19.5967354655
S22x5/01-1.0,-19.7738377154
S22x5/01-1.2,-15.0410594156
S22x5/01-1.5,-7.8033234726
S22x5/01-2.0,-2.4119351367
S22x5/02-0.9,-7.1897000299
S22x5/02-1.0,-10.6178559495
S22x5/02-1.2,-6.2017493019
S22x5/02-1.5,-1.9161238368
S22x5/02-2.0,-0.5951929874
S22x5/03-0.9,-4.8976739844
S22x5/03-1.0,-4.7964578985
S22x5/03-1.2,-3.0365254369
S22x5/03-1.5,-1.2455241027
S22x5/03-2.0,-0.3750567024
S22x5/04-0.9,-7.7199631060
S22x5/04-1.0,-7.5944946574
S22x5/04-1.2,-5.4940471916
S22x5/04-1.5,-2.8111141818
S22x5/04-2.0,-1.0351600856
S22x5/05-0.9,-0.9774452782
S22x5/05-1.0,-0.7258953670
S22x5/05-1.2,-0.1582944732
S22x5/05-1.5,-0.0058217191
S22x5/05-2.0, 0.0003683481
S22x5/06-0.9,-2.1686483958
S22x5/06-1.0,-2.1692288420
S22x5/06-1.2,-0.7296180669
S22x5/06-1.5,-0.0730242815
S22x5/06-2.0,-0.0025815740
S22x5/07-0.9,-1.9991317313
S22x5/07-1.0,-1.9303296473
S22x5/07-1.2,-1.1350942324
S22x5/07-1.5,-0.4206695504
S22x5/07-2.0,-0.1174021908
S22x5/08-0.9,-23.6403758325
S22x5/08-1.0,-24.5001769522
S22x5/08-1.2,-19.3490149936
S22x5/08-1.5,-10.7901917630
S22x5/08-2.0,-3.8840874236
S22x5/09-0.9,-19.6414106887
S22x5/09-1.0,-20.1567190844
S22x5/09-1.2,-15.8190357471
S22x5/09-1.5,-8.9918791277
S22x5/09-2.0,-3.6422801617
S22x5/10-0.9,-4.5357048706
S22x5/10-1.0,-4.3208984629
S22x5/10-1.2,-2.8525772468
S22x5/10-1.5,-1.2998551280
S22x5/10-2.0,-0.4389726212
S22x5/11-0.9,-2.8097152750
S22x5/11-1.0,-2.7939873775
S22x5/11-1.2,-1.7293197884
S22x5/11-1.5,-0.6816945409
S22x5/11-2.0,-0.1945883662
S22x5/12-0.9,-1.5041377626
S22x5/12-1.0,-1.6570424314
S22x5/12-1.2,-0.9754730786
S22x5/12-1.5,-0.2561103363
S22x5/12-2.0,-0.0318772930
S22x5/13-0.9,-2.0900099752
S22x5/13-1.0,-2.4494921435
S22x5/13-1.2,-1.7290783228
S22x5/13-1.5,-0.6344647266
S22x5/13-2.0,-0.1402611687
S22x5/14-0.9, 1.0260693558
S22x5/14-1.0,-1.6881809575
S22x5/14-1.2,-0.7828197634
S22x5/14-1.5, 0.0578561225
S22x5/14-2.0, 0.0915137855
S22x5/15-0.9,-4.8656607101
S22x5/15-1.0,-5.3861550951
S22x5/15-1.2,-4.2122328355
S22x5/15-1.5,-2.1434735314
S22x5/15-2.0,-0.7859968439
S22x5/16-0.9,-0.0539836988
S22x5/16-1.0,-2.9607649003
S22x5/16-1.2,-1.6787767868
S22x5/16-1.5,-0.0508001550
S22x5/16-2.0, 0.1175133855
S22x5/17-0.9,-1.0665300372
S22x5/17-1.0,-3.5277731741
S22x5/17-1.2,-1.9751716626
S22x5/17-1.5,-0.4262156046
S22x5/17-2.0,-0.0962575061
S22x5/18-0.9,-19.9703645839
S22x5/18-1.0,-20.4037239446
S22x5/18-1.2,-15.9114191980
S22x5/18-1.5,-8.7516658026
S22x5/18-2.0,-3.1794548387
S22x5/19-0.9,-8.5589535015
S22x5/19-1.0,-8.3666709817
S22x5/19-1.2,-6.3028848157
S22x5/19-1.5,-3.2711393694
S22x5/19-2.0,-1.1793308265
S22x5/20-0.9,-7.5204737653
S22x5/20-1.0,-9.6078862906
S22x5/20-1.2,-5.1094877367
S22x5/20-1.5,-1.6620535338
S22x5/20-2.0,-0.5348792867
S22x5/21-0.9,-23.7038250097
S22x5/21-1.0,-24.3297525954
