system,energy
S22x5/01-0.9,-14.2832944111
S22x5/01-1.0,-15.5369425652
S22x5/01-1.2,-12.4168927935
S22x5/01-1.5,-6.6289017782
S22x5/01-2.0,-2.1340088688
S22x5/02-0.9, 4.1993633064
S22x5/02-1.0,-3.4620557384
S22x5/02-1.2,-3.6603085716
S22x5/02-1.5,-1.4761566131
S22x5/02-2.0,-0.5767356747
S22x5/03-0.9,-2.6785176021
S22x5/03-1.0,-3.2433189251
S22x5/03-1.2,-2.3243249622
S22x5/03-1.5,-1.0382142369
S22x5/03-2.0,-0.3500325659
S22x5/04-0.9,-5.3859622615
S22x5/04-1.0,-5.8027655377
S22x5/04-1.2,-4.4948300329
S22x5/04-1.5,-2.4340225917
S22x5/04-2.0,-0.9672736634
S22x5/05-0.9, 0.2607748025
S22x5/05-1.0,-0.0633761351
S22x5/05-1.2, 0.0015490699
S22x5/05-1.5, 0.0133092877
S22x5/05-2.0, 0.0009244470
S22x5/06-0.9, 0.5138886556
S22x5/06-1.0,-0.5918900285
S22x5/06-1.2,-0.2794482922
S22x5/06-1.5,-0.0147130891
S22x5/06-2.0,-0.0012549562
S22x5/07-0.9,-0.8698844440
S22x5/07-1.0,-1.1919322836
S22x5/07-1.2,-0.8378454417
S22x5/07-1.5,-0.3557636726
S22x5/07-2.0,-0.1122651472
S22x5/08-0.9,-18.4908927755
S22x5/08-1.0,-20.1949534877
S22x5/08-1.2,-16.5465990343
S22x5/08-1.5,-9.4677029958
S22x5/08-2.0,-3.5740409537
S22x5/09-0.9,-15.0451695399
S22x5/09-1.0,-16.4993831507
S22x5/09-1.2,-13.5971536519
S22x5/09-1.5,-8.0372969062
S22x5/09-2.0,-3.4399581178
S22x5/10-0.9,-2.1193959929
S22x5/10-1.0,-2.6258015352
S22x5/10-1.2,-2.0366370314
S22x5/10-1.5,-1.0493874197
S22x5/10-2.0,-0.4018425091
S22x5/11-0.9,-0.6153507880
S22x5/11-1.0,-1.2802522341
S22x5/11-1.2,-1.0191953033
S22x5/11-1.5,-0.4831536808
S22x5/11-2.0,-0.1754375301
S22x5/12-0.9, 0.5833594765
S22x5/12-1.0,-0.2277919005
S22x5/12-1.2,-0.3491332820
S22x5/12-1.5,-0.0929815928
S22x5/12-2.0,-0.0141282503
S22x5/13-0.9, 0.7579731493
S22x5/13-1.0,-0.3985691059
S22x5/13-1.2,-0.7594583387
S22x5/13-1.5,-0.3436275139
S22x5/13-2.0,-0.1096607320
S22x5/14-0.9, 6.5417816885
S22x5/14-1.0, 1.5311726905
S22x5/14-1.2, 0.2757537674
S22x5/14-1.5, 0.2583152164
S22x5/14-2.0, 0.1552269559
S22x5/15-0.9,-1.0005001645
S22x5/15-1.0,-2.5700728580
S22x5/15-1.2,-2.7934152771
S22x5/15-1.5,-1.7059234742
S22x5/15-2.0,-0.7221857820
S22x5/16-0.9, 7.2239751622
S22x5/16-1.0, 1.6825120370
S22x5/16-1.2, 0.0482319470
S22x5/16-1.5, 0.2849848082
S22x5/16-2.0, 0.1400148085
S22x5/17-0.9, 4.9991446509
S22x5/17-1.0, 0.0889252461
S22x5/17-1.2,-0.7950838087
S22x5/17-1.5,-0.2368274095
S22x5/17-2.0,-0.0782341162
S22x5/18-0.9,-14.8636459837
S22x5/18-1.0,-16.2839624112
S22x5/18-1.2,-13.3533427523
S22x5/18-1.5,-7.5998992710
S22x5/18-2.0,-2.9073835478
S22x5/19-0.9,-4.4499389464
S22x5/19-1.0,-5.1555329386
S22x5/19-1.2,-4.3858572396
S22x5/19-1.5,-2.4576697215
S22x5/19-2.0,-0.9994862975
S22x5/20-0.9, 0.9526161716
S22x5/20-1.0,-4.5506852788
S22x5/20-1.2,-3.4822262147
S22x5/20-1.5,-1.4409553396
S22x5/20-2.0,-0.5340581906
S22x5/21-0.9,-18.9124551462
S22x5/21-1.0,-20.4905665495
S22x5/21-1.2,-16.7865554570
S22x5/21-1.5,-9.9408783973
S22x5/21-2.0,-4.1796214191
S22x5/22-0.9,-2.5726949063
S22x5/22-1.0,-3.3255633289
S22x5/22-1.2,-2.8841985788
S22x5/22-1.5,-1.6406840752
S22x5/22-2.0,-0.6978285624
S66x8/01-090,-5.6253682328
S66x8/01-095,-5.7834327866
S66x8/01-100,-5.6581242274
S66x8/01-105,-5.3667338652
S66x8/01-110,-4.9880735013
S66x8/01-125,-3.7523112497
S66x8/01-150,-2.1956987604
S66x8/01-200,-0.8738664936
S66x8/02-090,-5.8658148031
S66x8/02-095,-6.0995280713
S66x8/02-100,-6.0104561762
S66x8/02-105,-5.7288278534
S66x8/02-110,-5.3407239112
S66x8/02-125,-4.0197827078
S66x8/02-150,-2.3142568864
S66x8/02-200,-0.8759630027
S66x8/03-090,-7.3583234974
S66x8/03-095,-7.6090811779
S66x8/03-100,-7.4983017848
S66x8/03-105,-7.1661740095
S66x8/03-110,-6.7077595760
S66x8/03-125,-5.1139340178
S66x8/03-150,-2.9592527280
S66x8/03-200,-1.0332773062
S66x8/04-090,-8.1598643785
S66x8/04-095,-8.4449194051
S66x8/04-100,-8.3513429960
S66x8/04-105,-8.0255741507
S66x8/04-110,-7.5622667748
S66x8/04-125,-5.9110962006
S66x8/04-150,-3.6211391165
S66x8/04-200,-1.2796589238
S66x8/05-090,-5.7067700168
S66x8/05-095,-6.0230010946
S66x8/05-100,-5.9933158177
S66x8/05-105,-5.7543879458
S66x8/05-110,-5.3965371766
S66x8/05-125,-4.1186559871
S66x8/05-150,-2.4121319237
S66x8/05-200,-0.9323082079
S66x8/06-090,-7.2229056978
S66x8/06-095,-7.6675759168
S66x8/06-100,-7.6824800198
S66x8/06-105,-7.4260113128
S66x8/06-110,-7.0075623303
S66x8/06-125,-5.4369350443
S66x8/06-150,-3.2185583425
S66x8/06-200,-1.1855941241
S66x8/07-090,-7.8609185512
S66x8/07-095,-8.2713800912
S66x8/07-100,-8.2685215973
S66x8/07-105,-8.0058438095
S66x8/07-110,-7.5821898869
S66x8/07-125,-5.9787082757
S66x8/07-150,-3.3897579873
S66x8/07-200,-0.9878605550
S66x8/08-090,-5.4513308647
S66x8/08-095,-5.6835371061
S66x8/08-100,-5.6117194625
S66x8/08-105,-5.3584841236
S66x8/08-110,-5.0059247026
S66x8/08-125,-3.8053407576
S66x8/08-150,-2.2494294474
S66x8/08-200,-0.9082496830
S66x8/09-090,-2.5483204304
S66x8/09-095,-2.7507226700
S66x8/09-100,-2.7271033389
S66x8/09-105,-2.5806079264
S66x8/09-110,-2.3735525784
S66x8/09-125,-1.6865310469
S66x8/09-150,-0.9081871203
S66x8/09-200,-0.3599584480
S66x8/10-090,-3.1341147691
S66x8/10-095,-3.5457394606
S66x8/10-100,-3.6159384435
S66x8/10-105,-3.4804883272
S66x8/10-110,-3.2356526419
S66x8/10-125,-2.3328140986
S66x8/10-150,-1.0161744727
S66x8/10-200,-0.3162426240
S66x8/11-090,-3.8203788967
S66x8/11-095,-4.3045055936
S66x8/11-100,-4.4307395410
S66x8/11-105,-4.3285366965
S66x8/11-110,-4.0891284661
S66x8/11-125,-2.5894237442
S66x8/11-150,-1.1261654628
S66x8/11-200,-0.4635420644
S66x8/12-090,-7.5715327680
S66x8/12-095,-7.9197111061
S66x8/12-100,-7.8592178750
S66x8/12-105,-7.5471568487
S66x8/12-110,-7.0921808533
S66x8/12-125,-5.4691754771
S66x8/12-150,-3.2352909454
S66x8/12-200,-1.2495895483
S66x8/13-090,-5.0686989306
S66x8/13-095,-5.5051114386
S66x8/13-100,-5.5851099860
S66x8/13-105,-5.4427683724
S66x8/13-110,-5.1693622434
S66x8/13-125,-4.0795322147
S66x8/13-150,-2.5294262456
S66x8/13-200,-1.1368569065
S66x8/14-090,-5.9838512805
S66x8/14-095,-6.5486194083
S66x8/14-100,-6.6968485668
S66x8/14-105,-6.5744697866
S66x8/14-110,-6.2814768279
S66x8/14-125,-5.0041073096
