system,energy
S22x5/01-0.9,-12.6543901320
S22x5/01-1.0,-13.9116223066
S22x5/01-1.2,-11.2318854535
S22x5/01-1.5,-6.1662991582
S22x5/01-2.0,-2.1251865248
S22x5/02-0.9, 2.8475117394
S22x5/02-1.0,-3.1981138956
S22x5/02-1.2,-3.2534647493
S22x5/02-1.5,-1.5625814849
S22x5/02-2.0,-0.6036809315
S22x5/03-0.9,-1.6874369196
S22x5/03-1.0,-2.5095113539
S22x5/03-1.2,-2.0044528862
S22x5/03-1.5,-0.9872915921
S22x5/03-2.0,-0.3419218804
S22x5/04-0.9,-4.2435567907
S22x5/04-1.0,-4.8176230401
S22x5/04-1.2,-3.9263074533
S22x5/04-1.5,-2.2865444365
S22x5/04-2.0,-0.9915280968
S22x5/05-0.9, 0.6345709011
S22x5/05-1.0, 0.1243455831
S22x5/05-1.2, 0.0175587819
S22x5/05-1.5, 0.0030301805
S22x5/05-2.0, 0.0006152103
S22x5/06-0.9, 0.9277164701
S22x5/06-1.0,-0.2401987668
S22x5/06-1.2,-0.2048182139
S22x5/06-1.5,-0.0462455657
S22x5/06-2.0,-0.0036828531
S22x5/07-0.9,-0.5765610388
S22x5/07-1.0,-0.9847813032
S22x5/07-1.2,-0.7900509316
S22x5/07-1.5,-0.3786267293
S22x5/07-2.0,-0.1254836971
S22x5/08-0.9,-17.7607973620
S22x5/08-1.0,-19.0647985079
S22x5/08-1.2,-15.4239174413
S22x5/08-1.5,-8.9634884028
S22x5/08-2.0,-3.5830358000
S22x5/09-0.9,-13.5706584449
S22x5/09-1.0,-15.0115158930
S22x5/09-1.2,-12.5744315571
S22x5/09-1.5,-7.7127282355
S22x5/09-2.0,-3.5031332616
S22x5/10-0.9,-2.1552911036
S22x5/10-1.0,-2.5406823223
S22x5/10-1.2,-2.0403365135
S22x5/10-1.5,-1.1690253640
S22x5/10-2.0,-0.4943524659
S22x5/11-0.9,-0.6180668999
S22x5/11-1.0,-1.1786811032
S22x5/11-1.2,-1.0245086770
S22x5/11-1.5,-0.5504151662
S22x5/11-2.0,-0.2138902438
S22x5/12-0.9, 0.5983663028
S22x5/12-1.0,-0.0961035780
S22x5/12-1.2,-0.2532371587
S22x5/12-1.5,-0.1222852185
S22x5/12-2.0,-0.0315676799
S22x5/13-0.9, 0.5904813952
S22x5/13-1.0,-0.4342575778
S22x5/13-1.2,-0.7295187949
S22x5/13-1.5,-0.3988268868
S22x5/13-2.0,-0.1570575265
S22x5/14-0.9, 5.6908460854
S22x5/14-1.0, 1.5564625146
S22x5/14-1.2, 0.4231496560
S22x5/14-1.5, 0.2182065050
S22x5/14-2.0, 0.0905691327
S22x5/15-0.9,-1.4084208559
S22x5/15-1.0,-2.7233148133
S22x5/15-1.2,-2.8425808954
S22x5/15-1.5,-1.8150298015
S22x5/15-2.0,-0.8479652243
S22x5/16-0.9, 6.1233221010
S22x5/16-1.0, 1.6391324325
S22x5/16-1.2, 0.3805218079
S22x5/16-1.5, 0.3689012109
S22x5/16-2.0, 0.1843075647
S22x5/17-0.9, 4.4041379711
S22x5/17-1.0, 0.2691171644
S22x5/17-1.2,-0.5800989372
S22x5/17-1.5,-0.2477209112
S22x5/17-2.0,-0.0816832220
S22x5/18-0.9,-13.1512824425
S22x5/18-1.0,-14.5828691912
S22x5/18-1.2,-12.0852000079
S22x5/18-1.5,-7.0703465357
S22x5/18-2.0,-2.8794750640
S22x5/19-0.9,-3.5769625751
S22x5/19-1.0,-4.3111460244
S22x5/19-1.2,-3.9418088827
S22x5/19-1.5,-2.4273927659
S22x5/19-2.0,-1.1284623359
S22x5/20-0.9, 0.8226467230
S22x5/20-1.0,-3.9200919719
S22x5/20-1.2,-3.2679279642
S22x5/20-1.5,-1.5282346284
S22x5/20-2.0,-0.5600816360
S22x5/21-0.9,-17.2613218461
S22x5/21-1.0,-18.7817249052
S22x5/21-1.2,-15.6027641048
S22x5/21-1.5,-9.5864287296
S22x5/21-2.0,-4.3171567494
S22x5/22-0.9,-3.2564823796
S22x5/22-1.0,-3.7667133452
S22x5/22-1.2,-3.1264612243
S22x5/22-1.5,-1.8744223182
S22x5/22-2.0,-0.8378980270
S66x8/01-090,-4.4476349199
S66x8/01-095,-4.6947996694
S66x8/01-100,-4.6738962620
S66x8/01-105,-4.4924796335
S66x8/01-110,-4.2227163853
S66x8/01-125,-3.2830165550
S66x8/01-150,-2.0159699441
S66x8/01-200,-0.8126765387
S66x8/02-090,-4.6180563275
S66x8/02-095,-4.9268583833
S66x8/02-100,-4.9321470959
S66x8/02-105,-4.7559802744
S66x8/02-110,-4.4773260954
S66x8/02-125,-3.4733901910
S66x8/02-150,-2.0986094278
S66x8/02-200,-0.8129742292
S66x8/03-090,-6.1271491558
S66x8/03-095,-6.4118611857
S66x8/03-100,-6.3540365014
S66x8/03-105,-6.0892034697
S66x8/03-110,-5.7097486161
S66x8/03-125,-4.3734018041
S66x8/03-150,-2.5590701069
S66x8/03-200,-0.8677350985
S66x8/04-090,-6.9386570837
S66x8/04-095,-7.2680624719
S66x8/04-100,-7.2386115070
S66x8/04-105,-6.9925803533
S66x8/04-110,-6.6206670968
S66x8/04-125,-5.2783995447
S66x8/04-150,-3.3317599222
S66x8/04-200,-1.1959989842
S66x8/05-090,-4.5075406139
S66x8/05-095,-4.8972147730
S66x8/05-100,-4.9621802014
S66x8/05-105,-4.8303661887
S66x8/05-110,-4.5837452389
S66x8/05-125,-3.6278329483
S66x8/05-150,-2.2653163558
S66x8/05-200,-0.9660170129
S66x8/06-090,-6.1028175387
S66x8/06-095,-6.5773157930
S66x8/06-100,-6.6293655076
S66x8/06-105,-6.4272485338
S66x8/06-110,-6.0922731833
S66x8/06-125,-4.8059510501
S66x8/06-150,-2.9444571841
S66x8/06-200,-1.1795195814
S66x8/07-090,-6.6555391788
S66x8/07-095,-7.0992173681
S66x8/07-100,-7.1546738316
S66x8/07-105,-6.9713717253
S66x8/07-110,-6.6424692860
S66x8/07-125,-5.3494280951
S66x8/07-150,-3.1809000557
S66x8/07-200,-1.0298222390
S66x8/08-090,-4.3225207632
S66x8/08-095,-4.6429532679
S66x8/08-100,-4.6763478788
S66x8/08-105,-4.5359367353
S66x8/08-110,-4.2953511717
S66x8/08-125,-3.4018647786
S66x8/08-150,-2.1506876941
S66x8/08-200,-0.9518075001
S66x8/09-090,-1.4826747423
S66x8/09-095,-1.8310496791
S66x8/09-100,-1.9555195719
S66x8/09-105,-1.9418031560
S66x8/09-110,-1.8492910658
S66x8/09-125,-1.4325637182
S66x8/09-150,-0.8603233331
S66x8/09-200,-0.3557872670
S66x8/10-090,-2.1194979004
S66x8/10-095,-2.6003872132
S66x8/10-100,-2.7650313921
S66x8/10-105,-2.7488730858
S66x8/10-110,-2.6197733654
S66x8/10-125,-1.9996236987
S66x8/10-150,-0.9974542963
S66x8/10-200,-0.3454395103
S66x8/11-090,-2.8813970628
S66x8/11-095,-3.4208657028
S66x8/11-100,-3.6174297198
S66x8/11-105,-3.6118631460
S66x8/11-110,-3.4868316323
S66x8/11-125,-2.4165531044
S66x8/11-150,-1.2133141042
S66x8/11-200,-0.5573850396
S66x8/12-090,-6.6846615798
S66x8/12-095,-7.0614220960
S66x8/12-100,-7.0532878789
S66x8/12-105,-6.8099294136
S66x8/12-110,-6.4357074870
S66x8/12-125,-5.0756659801
S66x8/12-150,-3.1999638563
S66x8/12-200,-1.4524515014
S66x8/13-090,-3.9751625799
S66x8/13-095,-4.5062280523
S66x8/13-100,-4.6958395781
S66x8/13-105,-4.6671276939
S66x8/13-110,-4.5067381547
S66x8/13-125,-3.7206798777
S66x8/13-150,-2.4971177908
S66x8/13-200,-1.2113924819
S66x8/14-090,-5.0150729122
S66x8/14-095,-5.6151790478
S66x8/14-100,-5.8093964303
S66x8/14-105,-5.7512755616
S66x8/14-110,-5.5414333186
S66x8/14-125,-4.5313248545
S66x8/14-150,-2.9567662844
S66x8/14-200,-1.3532699895
S66x8/15-090,-5.7246499581
S66x8/15-095,-6.3316746366
S66x8/15-100,-6.5445197634
S66x8/15-105,-6.4985239464
S66x8/15-110,-6.2869349681
S66x8/15-125,-5.2553897136
S66x8/15-150,-3.5860768364
S66x8/15-200,-1.5742007014
S66x8/16-090,-3.9172228103
S66x8/16-095,-4.3322926544
S66x8/16-100,-4.4541878131
S66x8/16-105,-4.3883253599
S66x8/16-110,-4.2141241491
S66x8/16-125,-3.4673081182
S66x8/16-150,-2.3353508057
S66x8/16-200,-1.1624084648
S66x8/17-090,-14.2063267973
S66x8/17-095,-15.2480860236
S66x8/17-100,-15.4406706265
S66x8/17-105,-15.0984656765
S66x8/17-110,-14.4322197914
S66x8/17-125,-11.6625288905
S66x8/17-150,-7.4200132008
S66x8/17-200,-3.0658746197
S66x8/18-090,-5.7268909827
S66x8/18-095,-6.0629977955
S66x8/18-100,-6.0495276771
S66x8/18-105,-5.8223549402
S66x8/18-110,-5.4745927664
S66x8/18-125,-4.2188705680
S66x8/18-150,-2.4913906373
S66x8/18-200,-0.8702544863
S66x8/19-090,-5.7932083802
S66x8/19-095,-6.2873436650
S66x8/19-100,-6.3836861986
S66x8/19-105,-6.2318155399
S66x8/19-110,-5.7003594428
S66x8/19-125,-4.7326367337
S66x8/19-150,-2.6851210726
