system,energy
S22x5/01-0.9,-9.4466124023
S22x5/01-1.0,-11.7143526389
S22x5/01-1.2,-10.0305766723
S22x5/01-1.5,-5.5120734680
S22x5/01-2.0,-1.8422201635
S22x5/02-0.9,14.8002812065
S22x5/02-1.0, 3.6241236143
S22x5/02-1.2,-0.8471445047
S22x5/02-1.5,-0.8385320626
S22x5/02-2.0,-0.5149551080
S22x5/03-0.9,-0.9510921393
S22x5/03-1.0,-1.9671212180
S22x5/03-1.2,-1.7062529794
S22x5/03-1.5,-0.8478353926
S22x5/03-2.0,-0.3328975412
S22x5/04-0.9,-3.5514795408
S22x5/04-1.0,-4.4124217237
S22x5/04-1.2,-3.7159298819
S22x5/04-1.5,-2.1174724881
S22x5/04-2.0,-0.8908634662
S22x5/05-0.9, 1.5560585867
S22x5/05-1.0, 0.6602106245
S22x5/05-1.2, 0.2022291098
S22x5/05-1.5, 0.0466318606
S22x5/05-2.0, 0.0019749606
S22x5/06-0.9, 3.1433557874
S22x5/06-1.0, 1.0398052872
S22x5/06-1.2, 0.2500420687
S22x5/06-1.5, 0.0799704977
S22x5/06-2.0, 0.0024962954
S22x5/07-0.9, 0.2963363919
S22x5/07-1.0,-0.3579847424
S22x5/07-1.2,-0.4347998715
S22x5/07-1.5,-0.2318341910
S22x5/07-2.0,-0.0906021397
S22x5/08-0.9,-13.0939900118
S22x5/08-1.0,-15.9039779396
S22x5/08-1.2,-13.8296574583
S22x5/08-1.5,-8.1136841365
S22x5/08-2.0,-3.1741912892
S22x5/09-0.9,-10.4175755077
S22x5/09-1.0,-12.8354387264
S22x5/09-1.2,-11.3028041271
S22x5/09-1.5,-6.9541287063
S22x5/09-2.0,-3.1226671765
S22x5/10-0.9, 0.2050144361
S22x5/10-1.0,-0.9307229935
S22x5/10-1.2,-1.1252360586
S22x5/10-1.5,-0.6990960688
S22x5/10-2.0,-0.3008419099
S22x5/11-0.9, 1.5642303916
S22x5/11-1.0, 0.2882189294
S22x5/11-1.2,-0.1874582898
S22x5/11-1.5,-0.2001620936
S22x5/11-2.0,-0.1264343112
S22x5/12-0.9, 2.6954709001
S22x5/12-1.0, 1.2769217902
S22x5/12-1.2, 0.3705035564
S22x5/12-1.5, 0.1341995526
S22x5/12-2.0, 0.0188859016
S22x5/13-0.9, 3.6336785756
S22x5/13-1.0, 1.7983746333
S22x5/13-1.2, 0.3780111425
S22x5/13-1.5, 0.0705148712
S22x5/13-2.0,-0.0370152151
S22x5/14-0.9,11.4866285094
S22x5/14-1.0, 4.6024184148
S22x5/14-1.2, 1.4490085452
S22x5/14-1.5, 0.5349581019
S22x5/14-2.0, 0.2666403218
S22x5/15-0.9, 2.8533570529
S22x5/15-1.0, 0.4064685089
S22x5/15-1.2,-1.1319862408
S22x5/15-1.5,-1.0742701156
S22x5/15-2.0,-0.5700111577
S22x5/16-0.9,13.5627434797
S22x5/16-1.0, 6.0595247816
S22x5/16-1.2, 1.8077322428
S22x5/16-1.5, 0.6256517953
S22x5/16-2.0, 0.1155177798
S22x5/17-0.9,10.2870179572
S22x5/17-1.0, 3.5527679432
S22x5/17-1.2, 0.4918814590
S22x5/17-1.5, 0.0049455904
S22x5/17-2.0,-0.0633613260
S22x5/18-0.9,-10.4956876988
S22x5/18-1.0,-12.7878422582
S22x5/18-1.2,-11.1684802019
S22x5/18-1.5,-6.5769518376
S22x5/18-2.0,-2.6334278460
S22x5/19-0.9,-0.5545478182
S22x5/19-1.0,-2.0121310921
S22x5/19-1.2,-2.4460506306
S22x5/19-1.5,-1.5525732109
S22x5/19-2.0,-0.7682305447
S22x5/20-0.9, 9.1154351156
S22x5/20-1.0, 0.6218163945
S22x5/20-1.2,-1.5369250072
S22x5/20-1.5,-1.0392076472
S22x5/20-2.0,-0.4887656863
S22x5/21-0.9,-13.8522419008
S22x5/21-1.0,-16.4789572780
S22x5/21-1.2,-14.1812794429
S22x5/21-1.5,-8.6233241136
S22x5/21-2.0,-3.7193695752
S22x5/22-0.9, 0.3112475230
S22x5/22-1.0,-1.0579934611
S22x5/22-1.2,-1.5940621292
S22x5/22-1.5,-1.1135421058
S22x5/22-2.0,-0.5507254697
S66x8/01-090,-4.0048382560
S66x8/01-095,-4.3864977386
S66x8/01-100,-4.4582791749
S66x8/01-105,-4.3412209220
S66x8/01-110,-4.1159802240
S66x8/01-125,-3.2303568384
S66x8/01-150,-1.9982614385
S66x8/01-200,-0.8934508760
S66x8/02-090,-3.8578597238
S66x8/02-095,-4.3611381982
S66x8/02-100,-4.5113206054
S66x8/02-105,-4.4415822773
S66x8/02-110,-4.2396449594
S66x8/02-125,-3.3439578278
S66x8/02-150,-2.0369599477
S66x8/02-200,-0.8747695425
S66x8/03-090,-5.6949292896
S66x8/03-095,-6.1646647470
S66x8/03-100,-6.2502711583
S66x8/03-105,-6.0947780756
S66x8/03-110,-5.7934613292
S66x8/03-125,-4.5658041783
S66x8/03-150,-2.7665180248
S66x8/03-200,-1.0967678990
S66x8/04-090,-5.4031292264
S66x8/04-095,-5.9978102288
S66x8/04-100,-6.1873126307
S66x8/04-105,-6.1201994257
S66x8/04-110,-5.8895551181
S66x8/04-125,-4.7954900279
S66x8/04-150,-3.1021659400
S66x8/04-200,-1.2634803491
S66x8/05-090,-3.5034900635
S66x8/05-095,-4.0972465561
S66x8/05-100,-4.3129765950
S66x8/05-105,-4.2913002215
S66x8/05-110,-4.1248969454
S66x8/05-125,-3.2915293485
S66x8/05-150,-2.0143136956
S66x8/05-200,-0.8268979114
S66x8/06-090,-4.7780581912
S66x8/06-095,-5.5278186848
S66x8/06-100,-5.8164408517
S66x8/06-105,-5.8024739968
S66x8/06-110,-5.5929746250
S66x8/06-125,-4.5090298194
S66x8/06-150,-2.7763429406
S66x8/06-200,-1.0782298886
S66x8/07-090,-4.8475825387
S66x8/07-095,-5.5829035372
S66x8/07-100,-5.8757937098
S66x8/07-105,-5.8811383963
S66x8/07-110,-5.6964026818
S66x8/07-125,-4.6721751918
S66x8/07-150,-2.7749339936
S66x8/07-200,-0.8771868972
S66x8/08-090,-3.6446975792
S66x8/08-095,-4.1089900822
S66x8/08-100,-4.2420497012
S66x8/08-105,-4.1697760465
S66x8/08-110,-3.9766782035
S66x8/08-125,-3.1439982315
S66x8/08-150,-1.9362380255
S66x8/08-200,-0.8234094608
S66x8/09-090,-0.6610280811
S66x8/09-095,-1.1540524859
S66x8/09-100,-1.3790458824
S66x8/09-105,-1.4490804578
S66x8/09-110,-1.4294056512
S66x8/09-125,-1.1421277351
S66x8/09-150,-0.7018401050
S66x8/09-200,-0.3461127024
S66x8/10-090,-0.5571030368
S66x8/10-095,-1.3177991379
S66x8/10-100,-1.6974716746
S66x8/10-105,-1.8325036185
S66x8/10-110,-1.8250214466
S66x8/10-125,-1.4658028323
