system,energy
S22x5/01-0.9,-11.9212647265
S22x5/01-1.0,-13.3873454199
S22x5/01-1.2,-10.9977272812
S22x5/01-1.5,-6.1135001345
S22x5/01-2.0,-2.1266714005
S22x5/02-0.9, 3.5610331843
S22x5/02-1.0,-2.8001380371
S22x5/02-1.2,-3.1765150195
S22x5/02-1.5,-1.5429933374
S22x5/02-2.0,-0.5950634694
S22x5/03-0.9,-1.5375464297
S22x5/03-1.0,-2.4246477884
S22x5/03-1.2,-1.9924501987
S22x5/03-1.5,-0.9926268031
S22x5/03-2.0,-0.3444611602
S22x5/04-0.9,-4.0324094535
S22x5/04-1.0,-4.6856651395
S22x5/04-1.2,-3.8859535112
S22x5/04-1.5,-2.2852947514
S22x5/04-2.0,-0.9907562602
S22x5/05-0.9, 0.6877734762
S22x5/05-1.0, 0.1362730322
S22x5/05-1.2, 0.0173723488
S22x5/05-1.5, 0.0029324773
S22x5/05-2.0, 0.0005979538
S22x5/06-0.9, 1.0951165451
S22x5/06-1.0,-0.1697320884
S22x5/06-1.2,-0.1960527851
S22x5/06-1.5,-0.0445960943
S22x5/06-2.0,-0.0033229137
S22x5/07-0.9,-0.4496367055
S22x5/07-1.0,-0.8977980107
S22x5/07-1.2,-0.7498139574
S22x5/07-1.5,-0.3622795428
S22x5/07-2.0,-0.1200276905
S22x5/08-0.9,-16.7605175788
S22x5/08-1.0,-18.3553691150
S22x5/08-1.2,-15.0603947395
S22x5/08-1.5,-8.8377860814
S22x5/08-2.0,-3.5490343246
S22x5/09-0.9,-12.7247808191
S22x5/09-1.0,-14.4011154018
S22x5/09-1.2,-12.2738179352
S22x5/09-1.5,-7.6135235685
S22x5/09-2.0,-3.4709125954
S22x5/10-0.9,-2.0123721813
S22x5/10-1.0,-2.4429096946
S22x5/10-1.2,-1.9925504120
S22x5/10-1.5,-1.1438004243
S22x5/10-2.0,-0.4775999082
S22x5/11-0.9,-0.4947879574
S22x5/11-1.0,-1.1000012043
S22x5/11-1.2,-0.9907238179
S22x5/11-1.5,-0.5360962159
S22x5/11-2.0,-0.2066304612
S22x5/12-0.9, 0.7070302987
S22x5/12-1.0,-0.0326023803
S22x5/12-1.2,-0.2369259284
S22x5/12-1.5,-0.1194054521
S22x5/12-2.0,-0.0301940616
S22x5/13-0.9, 0.7734127062
S22x5/13-1.0,-0.3043033777
S22x5/13-1.2,-0.6737773793
S22x5/13-1.5,-0.3774833443
S22x5/13-2.0,-0.1480242766
S22x5/14-0.9, 5.8096500069
S22x5/14-1.0, 1.6098023259
S22x5/14-1.2, 0.4040919423
S22x5/14-1.5, 0.2029457884
S22x5/14-2.0, 0.0853950033
S22x5/15-0.9,-1.1281913772
S22x5/15-1.0,-2.5100489413
S22x5/15-1.2,-2.7246652763
S22x5/15-1.5,-1.7591038354
S22x5/15-2.0,-0.8194772354
S22x5/16-0.9, 6.3175789540
S22x5/16-1.0, 1.7430520174
S22x5/16-1.2, 0.3504673672
S22x5/16-1.5, 0.3292495148
S22x5/16-2.0, 0.1659168308
S22x5/17-0.9, 4.5948436852
S22x5/17-1.0, 0.3824576120
S22x5/17-1.2,-0.5827502902
S22x5/17-1.5,-0.2612901133
S22x5/17-2.0,-0.0895464805
S22x5/18-0.9,-12.5048378072
S22x5/18-1.0,-14.1206187923
S22x5/18-1.2,-11.8732205303
S22x5/18-1.5,-7.0239285931
S22x5/18-2.0,-2.8763122907
S22x5/19-0.9,-3.2314793273
S22x5/19-1.0,-4.0677802172
S22x5/19-1.2,-3.8479610756
S22x5/19-1.5,-2.4079579816
S22x5/19-2.0,-1.1258688391
S22x5/20-0.9, 1.4339118596
S22x5/20-1.0,-3.5971973083
S22x5/20-1.2,-3.1858359198
S22x5/20-1.5,-1.4952278810
S22x5/20-2.0,-0.5474731509
S22x5/21-0.9,-16.1867251746
S22x5/21-1.0,-17.9848784852
S22x5/21-1.2,-15.1541839998
S22x5/21-1.5,-9.3871634097
S22x5/21-2.0,-4.2236549512
S22x5/22-0.9,-2.9010480867
S22x5/22-1.0,-3.4908826451
S22x5/22-1.2,-2.9685902572
S22x5/22-1.5,-1.7933162794
S22x5/22-2.0,-0.8001097830
S66x8/01-090,-4.3104299734
S66x8/01-095,-4.5976455150
S66x8/01-100,-4.6104465828
S66x8/01-105,-4.4568938222
S66x8/01-110,-4.2096805035
S66x8/01-125,-3.3131097131
S66x8/01-150,-2.0674892877
S66x8/01-200,-0.8661810085
S66x8/02-090,-4.4697629120
S66x8/02-095,-4.8203491295
S66x8/02-100,-4.8605911866
S66x8/02-105,-4.7136870143
S66x8/02-110,-4.4587824375
S66x8/02-125,-3.5004509096
S66x8/02-150,-2.1493644649
S66x8/02-200,-0.8643327422
S66x8/03-090,-6.0579207419
S66x8/03-095,-6.3738907757
S66x8/03-100,-6.3430948697
S66x8/03-105,-6.1016809936
S66x8/03-110,-5.7421677008
S66x8/03-125,-4.4475449350
S66x8/03-150,-2.6586131898
S66x8/03-200,-0.9647654452
S66x8/04-090,-6.6761348555
S66x8/04-095,-7.0622040983
S66x8/04-100,-7.0815807751
S66x8/04-105,-6.8776049927
S66x8/04-110,-6.5408713606
S66x8/04-125,-5.2733241854
S66x8/04-150,-3.3801281642
S66x8/04-200,-1.2645610459
S66x8/05-090,-4.2926295376
S66x8/05-095,-4.7251465296
S66x8/05-100,-4.8257239364
S66x8/05-105,-4.7237891638
S66x8/05-110,-4.5015731243
S66x8/05-125,-3.5931136021
S66x8/05-150,-2.2562859924
S66x8/05-200,-0.9574152385
S66x8/06-090,-5.9041192365
S66x8/06-095,-6.4178539012
S66x8/06-100,-6.5025248841
S66x8/06-105,-6.3276802877
S66x8/06-110,-6.0153716462
S66x8/06-125,-4.7771325520
S66x8/06-150,-2.9468343155
S66x8/06-200,-1.1832552080
S66x8/07-090,-6.2973156063
S66x8/07-095,-6.7996506829
S66x8/07-100,-6.9053259139
S66x8/07-105,-6.7656340846
S66x8/07-110,-6.4734340469
S66x8/07-125,-5.2584789427
S66x8/07-150,-3.1514770777
S66x8/07-200,-1.0136620503
S66x8/08-090,-4.1212213714
S66x8/08-095,-4.4823740954
S66x8/08-100,-4.5499568030
S66x8/08-105,-4.4379513819
S66x8/08-110,-4.2203383754
S66x8/08-125,-3.3710121458
S66x8/08-150,-2.1417488844
S66x8/08-200,-0.9427360349
S66x8/09-090,-1.3677063469
S66x8/09-095,-1.7510243999
S66x8/09-100,-1.9034893728
S66x8/09-105,-1.9116709041
S66x8/09-110,-1.8358285402
S66x8/09-125,-1.4450332099
S66x8/09-150,-0.8807418639
S66x8/09-200,-0.3738088999
S66x8/10-090,-1.9391639767
S66x8/10-095,-2.4604497767
S66x8/10-100,-2.6584726905
S66x8/10-105,-2.6692559388
S66x8/10-110,-2.5619275341
S66x8/10-125,-1.9794177055
S66x8/10-150,-0.9903474377
S66x8/10-200,-0.3338610192
S66x8/11-090,-2.5563983598
S66x8/11-095,-3.1489849866
S66x8/11-100,-3.3918497274
S66x8/11-105,-3.4254987934
S66x8/11-110,-3.3331591428
S66x8/11-125,-2.3431667499
S66x8/11-150,-1.1634784312
S66x8/11-200,-0.5118712753
S66x8/12-090,-6.4018197791
S66x8/12-095,-6.8144789200
S66x8/12-100,-6.8367883879
S66x8/12-105,-6.6194286441
S66x8/12-110,-6.2671892529
S66x8/12-125,-4.9533738589
S66x8/12-150,-3.1058829923
S66x8/12-200,-1.3580401910
S66x8/13-090,-3.6966458255
S66x8/13-095,-4.2796277923
S66x8/13-100,-4.5137473101
S66x8/13-105,-4.5224328570
S66x8/13-110,-4.3927737746
S66x8/13-125,-3.6670297629
S66x8/13-150,-2.4772712349
S66x8/13-200,-1.2000801803
S66x8/14-090,-4.7472940372
S66x8/14-095,-5.3931830130
S66x8/14-100,-5.6274821240
S66x8/14-105,-5.6040464022
S66x8/14-110,-5.4236112612
S66x8/14-125,-4.4742067458
S66x8/14-150,-2.9381608795
S66x8/14-200,-1.3393007501
S66x8/15-090,-5.3156803846
S66x8/15-095,-5.9866361049
S66x8/15-100,-6.2555418613
S66x8/15-105,-6.2576864377
S66x8/15-110,-6.0871067095
S66x8/15-125,-5.1445289325
S66x8/15-150,-3.5394306686
S66x8/15-200,-1.5556754922
S66x8/16-090,-3.6783479630
S66x8/16-095,-4.1409658943
S66x8/16-100,-4.3028229270
S66x8/16-105,-4.2699289431
S66x8/16-110,-4.1224048543
S66x8/16-125,-3.4247043037
S66x8/16-150,-2.3173997049
S66x8/16-200,-1.1518785421
S66x8/17-090,-13.2877269103
S66x8/17-095,-14.4646423901
S66x8/17-100,-14.7722297132
S66x8/17-105,-14.5304466104
S66x8/17-110,-13.9517499059
S66x8/17-125,-11.3760902683
S66x8/17-150,-7.2972115419
S66x8/17-200,-3.0234190857
S66x8/18-090,-5.6911915294
